"mz","rt","peaktable_1_b42ad67b5ffa65aaea420c60e1fab6b3 intensity","peaktable_2_54a6a55e44fb729a4104bfde9fdb6f9b intensity","peaktable_3_0f741699b76aff9fee4822748a201952 intensity","peaktable_4_46f664aac7a03c653f55ebe81c0750b7 intensity","peaktable_5_57332589ab361972997280ada9fa3ddf intensity"
781.5947265625,4.2715441,97824242.1467534,99795454.265605,100355208.209118,104129105.052386,97998136.4876779
781.597534179688,3.83501055,14209526.914679,7500096.27558862,75283453.3820414,14508589.4136932,6522069.89296748
781.623962402344,3.6297104,5415796.78426979,5502355.72720227,4507567.09939115,3754497.4935463,4575930.86644782
781.639678955078,3.9344205,11078253.8802038,NA,NA,12684913.0153716,11781736.0140863
781.641357421875,3.7053457,23887717.8426717,10194726.6268926,10169223.9154854,24763723.8699182,24598874.1377029
781.679656982422,4.3148062,14656879.2939792,14881281.1237997,14794004.0245227,14819255.6853074,15170678.2563667
782.319366455078,3.7161532,2994142.42939652,NA,NA,3436490.97408111,NA
782.342834472656,3.7139899,8033658.91865934,7677846.76983994,8020350.91899919,7896839.16499724,8688427.31605443
782.445693969727,6.30726655,4944249.66622263,2556697.4122022,5401931.80478696,4167596.65248749,3719782.6311032
782.47509765625,2.7674858,1751485.81180012,2021478.99032344,1800302.55461212,2609577.80383405,2261738.50937821
782.530883789062,0.68418195,425792.06789839,185214.72229816,239625.236558771,332271.011743735,NA
782.551513671875,3.5281384,1201333.92487425,1860655.49816887,1319425.744638,NA,NA
782.560241699219,3.0743174,11368248.2746537,16236807.0428496,15297441.093807,NA,NA
782.572082519531,3.6405157,5018225.24541372,347241.86904178,7186805.81142003,189334.64764232,7033074.22793661
782.574996948242,2.80634565,5886641.64070913,NA,NA,6759377.63477174,NA
782.586730957031,3.9257762,29529149.5799926,29959696.803418,30446127.273064,30734207.4644235,32482258.5892816
782.600952148438,3.8393322,1951050.08240512,147063115.531802,2257228.0452841,2376767.7897435,27875619.6240435
782.610382080078,4.04895585,116700380.986581,102559176.323334,116959389.0006,108112388.912115,114823494.839436
782.6279296875,3.7312805,3360098.59083692,3536836.37498194,1348472.13098045,3974958.85008957,1827746.32318069
782.645446777344,3.70750765,3851100.92886112,NA,3839836.42275503,NA,NA
782.654296875,4.0727283,2259555.29300709,1853468.75530932,2047135.35424144,2982977.10249193,2211139.22670881
782.680786132812,4.3190875,2877321.38652525,3205930.08071983,3985021.68506308,3997165.58185405,3501773.80367059
782.727783203125,5.5033518,4558578.74153808,3973120.92628052,4246412.81873244,4498905.08099033,3762160.39778247
783.33349609375,3.713992,3856004.70805292,4149450.21342244,4344368.03560556,3985219.68509277,4491852.90087018
783.506530761719,2.77178825,1898505.36831019,2171235.23709385,NA,NA,NA
783.574829101562,3.6578019,666852471.916672,389024879.370792,2373743.0724825,487066.312171724,602686.125379213
783.577819824219,2.9878732,3531768.56537456,4493128.72504799,3973654.02247745,3732059.67215962,3832081.09269973
783.589538574219,3.925776,7319276.16078097,6727385.35750581,7926671.12303025,7334929.82176406,6709971.4504292
783.613159179688,4.1073052,8851153.87758373,49859205.7569391,9434108.96180962,9268883.8075147,32462350.1592518
783.6396484375,3.8523002,2110038.21929608,1604784.31470881,NA,NA,1907237.62862945
783.642639160156,3.3811881,4701431.65475137,5904520.89214011,5575867.27118985,5063969.57036558,6635918.25771879
783.6513671875,5.1057557,7553071.37118564,8309231.0108556,7237369.05050149,7106548.43341076,7243990.94211697
783.657287597656,3.9322594,9937868.54636623,8373855.31204595,7286186.26999176,9469650.51636353,9087172.82523506
784.443969726562,6.2943402,4521763.04360476,3004810.56620063,5576689.71639579,5173128.03664607,4470508.44128827
784.494079589844,3.5670396,2374156.05975259,456353.704682419,699478.964986716,536324.13769414,588396.531895048
784.514709472656,3.0397382,441688.93333954,536116.767307001,1729593.20578699,212742.391776608,244688.537341009
784.520629882812,3.7874681,3410551.86718509,2071147.71476832,3835609.95151746,3867010.45439887,2701212.78629391
784.529418945312,3.1910132,1350217.66437675,NA,NA,3055329.81096694,1489525.32567713
784.564804077148,3.5627364,3099987.1311926,3742428.40070154,NA,2533924.21449693,3248375.74815771
784.578002929688,3.1672421,134507075.968586,139421054.749402,132243292.585618,133233875.364062,133967011.564639
784.588531494141,3.415784,101836291.425474,107680276.319035,117201442.253848,108769046.861904,112934821.450903
784.606185913086,3.8501379,NA,2164521.05823881,2198354.16380429,2388195.64250503,2337737.37630975
784.616516113281,4.1073042,10504636.9332534,13778804.1635611,10631107.3775752,15666296.8955212,12427462.9442347
784.626800537109,4.2585802,592383534.77391,646549237.040118,659626831.168825,624411361.142441,641305048.801785
784.644592285156,3.3811881,2320720.07278855,NA,NA,NA,NA
784.65625,5.114361,2994361.02329343,2828034.35065607,3300801.88057308,2004490.6417087,3012126.40287593
784.662124633789,4.07272765,8964033.45831858,9070022.14839268,10379503.2190271,NA,9494557.60853773
784.671051025391,4.0381507,11007148.4509005,11476176.8420126,11492578.0116735,11197117.6968289,9867293.8987199
784.963134765625,6.6401101,NA,150942.029915919,NA,NA,NA
784.983703613281,3.83503105,661883.935997539,486458.10203565,322984.928357834,326233.888074776,460738.381479328
785.494689941406,3.0656713,230163.419101621,4546453.12719058,3816141.13643512,299243.568798032,4289616.09421106
785.49755859375,2.62481465,1319316.16316331,233137.865175113,288235.830936268,269023.29473346,400191.982472623
785.518310546875,3.0354166,4616405.81012428,3708327.43709513,3344849.61312355,3769267.68445573,3953744.25107061
785.527221679688,3.7961105,NA,NA,1508375.01789675,NA,NA
785.579406738281,3.3552943,26012409.2691136,24597148.6316835,24021104.2653476,23958904.8968416,27614900.5830037
785.583251953125,3.0008391,22576495.0902284,21335792.4415281,23003724.0883564,20451155.0639629,18970523.6544964
785.592224121094,3.2601882,17256787.3445981,15834438.2698921,17425583.3652454,15152752.8102406,78469784.2051603
785.612854003906,5.92910095,6755823.24772407,8348501.53782283,7676883.3576217,8322008.51894368,6398862.11811393
785.627746582031,4.2585802,NA,NA,NA,285457422.422977,NA
785.630615234375,4.0338269,3198811.10841414,3685727.31523164,3591226.83573337,4087298.96128218,4600091.45374876
785.657287597656,3.6167423,2644143.31033988,2525347.44236833,2601608.15146163,2517230.92163091,1851984.17391392
785.666229248047,5.31101635,10301919.0414188,10833659.3048311,22224190.7251263,22274607.818865,19560839.269995
785.674896240234,4.0338274,4285738.74506212,4815243.23739657,5357622.65909681,4432884.64964511,5890391.8826684
785.985412597656,6.508245,1454572.57021331,1260646.15877178,1522972.50362052,1555245.12795777,NA
786.479461669922,3.1067323,1725654.2332667,NA,1281886.06813624,NA,NA
786.509033203125,2.9533369,3614917.33673906,3332045.09919617,1737883.09966725,1795837.16549746,1274224.0693648
786.532653808594,2.7847741,4138458.95958657,4009099.38673053,4524250.74797635,3657828.37368112,3765984.64156292
786.544494628906,3.2212698,2261958.5201504,NA,NA,NA,NA
786.585998535156,2.99651745,3219851.51280038,NA,3396285.77398013,3242685.34375764,2721234.78088004
786.594940185547,3.14997325,10615023.2653643,10262872.7506494,9616258.13726507,8849699.53633535,10083944.8431757
786.603820800781,3.42224765,590303779.963223,216427.253356294,706654999.577814,713573453.616132,742937034.594283
786.615600585938,5.7237802,3873090.00752435,4551380.98901551,3717238.29542081,3089053.82447881,2131769.25298725
786.633422851562,4.2542967,81714370.2637112,80333282.8276278,77166551.7437112,90099978.9642805,80684403.6271594
786.642272949219,4.5698119,213033303.693028,203723580.761679,201063891.780097,202247415.459693,199717630.846449
786.660461425781,3.6880787,64771243.7197236,65149710.9056296,60296917.7362124,3905341.09820981,62639267.1197632
786.671569824219,5.3261426,10123339.6532901,8336701.0682612,11783293.5543291,11567717.6199264,10915075.2426106
786.677871704102,4.15052595,NA,NA,NA,2253301.82908108,1924091.42269726
786.6865234375,4.275867,11505230.6824901,13435211.4475828,12718096.8047864,11369103.999122,11110873.4720687
787.463073730469,4.79236115,292647.411055302,257040.293817936,311911.98567153,330897.865782981,306745.368922654
787.466033935547,0.20012363,NA,622809.74695886,459187.748267806,493179.415259979,379080.387137857
787.513366699219,2.9532964,15167817.250303,1683278.00969541,1703000.42944313,16300707.3283215,14652140.0275946
787.534271240234,2.7825731,1010806.01794706,1933221.46589401,2004162.33783403,1576181.47571569,1539273.39161202
787.599548339844,3.1261831,2998323.52760941,1633348.97217039,NA,1300613.62100607,3694513.42046491
787.6083984375,3.3768639,2161212.00849317,866718703.885196,295496821.941685,350212215.620827,365446384.007547
787.644104003906,4.5698119,8510961.35357846,96706269.7232685,101430330.718596,103958192.799633,26503754.4220178
787.645050048828,4.30182025,27119967.3434519,26369227.8475852,25362051.0235355,27304843.759803,NA
787.664611816406,3.6967013,13741340.3730662,15573035.1208736,13431463.7842065,13911101.3753412,14849544.8651971
787.673706054688,4.0727283,25586178.4608183,2344141.1495057,1675910.59445324,2221443.14212872,25264051.5336303
787.6826171875,5.5206403,25654456.2046323,27151131.8937532,26061885.2932507,26803977.8184202,27054662.7294041
787.688537597656,4.2758682,6008625.01844472,4815882.73565325,5449890.87912925,5716439.90283017,5941975.82529353
788.207977294922,3.7204938,NA,2989815.17456061,NA,NA,3430556.90092708
788.288177490234,2.149402,NA,3303349.13577637,3261709.88548584,2712745.72072142,2813395.0119718
788.496032714844,3.2472025,6225947.79465732,6525856.16931843,6531264.85663407,6337343.52001157,6821065.20893438
788.5146484375,2.9533369,NA,3525019.86901199,NA,NA,NA
788.522888183594,3.4460202,12896881.2036167,14532818.9304345,14039309.2128208,14786276.5577709,15717424.2803257
788.525817871094,3.0786397,14077137.754788,16224007.1008727,14180656.997859,10608389.1032985,15157907.746251
788.546630859375,3.0354163,7972226.06781077,366692.884477687,546186.781826049,626650.052559567,397189.334731901
788.612060546875,3.3963156,87477892.5469304,77542598.1402175,84982120.0394536,72592151.0003457,84014950.5142562
788.620910644531,6.6837358,852283.125713296,1026876.5334324,961175.420732007,243827.149993312,241339.678040292
788.647705078125,4.43578645,5702272.21108338,7413941.57472979,6924986.4948259,7705322.45729683,6491434.6921686
788.677307128906,3.95172745,10860459.5915308,12996173.1246772,12717940.1853436,11546400.1242229,11094816.5461651
788.686340332031,5.5163185,13820968.5078005,13183345.6470502,14878977.0620913,15281348.0289334,14467577.1277877
789.025207519531,3.7096701,3632141.78765062,4219798.935513,3788699.959062,2804521.98619839,3519989.65457832
789.447814941406,0.20442432,NA,NA,524938.095476147,NA,NA
789.450805664062,3.8177231,4326514.01395027,3781448.64246939,895869.515266323,1111756.21496926,1862500.19269286
789.498413085938,3.2428803,2417961.2044619,2945572.36083198,3150630.90749053,2380708.74561451,2927244.54338214
789.528198242188,3.20402,6753292.10129549,6992661.13696874,5822651.47368019,6407395.75770119,7727519.30994562
789.531188964844,2.7156202,5157093.29000673,4210066.80603396,4468772.02776843,5152792.88925621,5088341.70482664
789.552001953125,3.03757805,2598342.23604056,8873991.93613581,197351.407636361,210540.546147246,9972718.37341558
789.614379882812,3.372544,39119874.2323759,15633231.9538724,15990577.0028705,13518888.0961739,17340641.061252
789.623474121094,6.6443918,739198.571682023,537147.687624364,9344535.52397966,431578.407392106,688046.020805115
789.659240722656,4.6173551,7997530.840974,9063525.25302061,8690842.76868097,7934705.94188698,8924095.33411313
789.680099487305,3.8328699,6824618.65068432,6689053.85637828,6613507.58470162,6280501.1508298,2884504.94221351
789.689010620117,4.20673255,2157300.96410569,7034380.21355828,3362122.8202802,7092260.0298538,3192840.50053898
790.452026367188,6.4844734,2725145.79080296,2188681.31789809,1927215.22816863,1684209.53555709,2367018.57464624
790.509582519531,3.5929726,4210812.97509716,3793513.22774136,4255826.70284604,4222663.52593952,4459931.77517851
790.538513183594,3.79611125,58698325.2793131,57207906.5210872,56371424.2990029,55375592.4995564,57717223.858275
790.541381835938,2.97490745,6610202.10701486,6115555.15967607,7870526.75107557,6562787.77347563,5796036.69430409
790.554565429688,3.0613902,NA,13772103.6582311,NA,NA,NA
790.562377929688,3.376866,7624323.75717973,2454580.20964594,4008193.05743413,4004505.02238069,4743849.72333819
790.565338134766,4.1915857,36916489.8208604,5676167.28877176,6968958.66872379,NA,25322020.3834757
790.577270507812,3.11753785,3804545.68429386,3663470.63236781,3211464.24043969,3510055.71476966,3533707.26098981
790.592163085938,1.22444675,682326.56319079,775127.311670778,1093487.56562494,634564.438928044,462309.696823188
790.595031738281,0.027217033,NA,NA,804775.129652864,NA,NA
790.610046386719,3.026774,15684804.9570461,14757565.2170158,15573426.9349857,14946078.8318361,15914011.0576566
790.6279296875,3.7139899,940381085.486794,972897607.61887,986291284.60723,966069214.912193,949853869.830836
790.636901855469,4.0338297,7642195.15965106,5579333.33450396,8387845.51044716,6841336.74109305,4573432.85959309
790.660552978516,3.80691665,7499956.66874286,6941821.60789858,1259271.42188579,2141185.9174602,6877863.69701327
790.693603515625,4.2023898,3121956.85159574,3042711.40378272,2710856.6042445,2867708.73407774,3141095.29770033
791.031005859375,6.5233735,NA,NA,NA,724432.398033287,NA
791.513275146484,3.6016166,1411459.73960353,NA,NA,2114369.69833463,NA
791.544616699219,3.20181915,3222167.22519224,3058411.28941105,3735993.65465851,3056419.95356588,3384416.13600992
791.559631347656,3.0397403,1226919.97584009,NA,NA,NA,NA
791.568191528321,3.89337875,5999950.87106107,2777106.72663995,2413322.53770328,10219588.2586725,2021832.15023706
791.580551147461,3.20398025,1710670.31998502,8875747.06158524,1661690.06115375,1269418.26026055,8444876.98442738
791.595520019531,1.3195737,NA,308129.260039031,NA,498853.965351092,776389.369418976
791.6044921875,3.8350095,4619869.52003999,5393372.33335442,5131447.04889807,4136087.55843976,5927818.65406322
791.613433837891,3.0397385,6447891.29851653,6461526.87692685,7018574.29740882,5904780.82810648,7572434.28842542
791.62841796875,3.7140307,175858718.104855,180949200.897309,173715764.697567,171467760.147142,176163351.597523
791.640258789062,4.0424735,3274271.84755011,NA,NA,NA,NA
791.664184570312,3.54544845,3922568.75002417,3624565.06344731,3442887.30378056,3764384.41395036,3613560.6546377
792.495910644531,3.1132147,17328970.8283558,17622058.0255771,16888819.088263,15629818.5483156,16019013.4694878
792.543884277344,3.7874664,5132924.8322278,5435766.6861062,4734134.50888031,5220969.19947091,4468733.197203
792.5498046875,2.9749076,4925443.7796709,5796474.694632,5354894.34677588,3788158.32977487,5668588.60721634
792.55859375,3.3163746,16092813.2696875,3634982.78245085,17836781.649346,18794687.8507961,16400077.7848754
792.57080078125,3.51733535,7266550.34108891,444827.826711905,1888458.40040241,559189.680509767,781236.76528669
792.588806152344,2.2444693,858592.422401531,NA,NA,NA,NA
792.591735839844,3.5325015,10418809.9356916,11130312.6199857,5459886.67165162,2247193.30387558,3091339.14190839
792.609680175781,3.8306898,NA,NA,NA,2407308.05282644,NA
792.63330078125,3.7096676,25636741.8975853,25540557.8605101,27425735.7062335,24733574.9566327,26053849.2534488
792.636688232422,3.9862859,5976624.64113883,4728302.00014258,5497074.72477919,5527105.86099808,5711399.45544096
792.666687011719,3.80907755,4180931.87372005,3893114.51273587,4672858.95398043,4524456.17881219,NA
792.675598144531,4.1202913,5728403.14869378,4884274.45988062,2111263.46407593,4497454.6308145,5758255.81989169
792.711547851562,5.2353779,3893234.29392656,4233177.76808004,3536220.83291081,3548109.74441453,4546878.47313621
793.478942871094,2.9230432,NA,NA,NA,1379325.05680276,NA
793.499908447266,3.1132143,7023523.59860118,7441700.24215533,7985603.50061646,7486076.06207547,7464179.23813369
793.544921875,3.6102607,213281.615633624,346318.751847119,737750.773500935,294632.608984121,314677.680425673
793.547805786133,2.5772916,1508597.08398995,196732.42808572,181793.802957028,864874.850389217,1816595.31161958
793.559921264648,3.3120337,6774590.64197174,8121767.08296319,502950852.335031,2231417.23566787,8242891.28004786
793.572021484375,6.7312797,591893.507395011,414479.990582851,232519.3877078,322035.47713463,311822.941759618
793.574981689453,3.4092802,NA,NA,4980001.23157965,NA,3557061.17177015
793.595855712891,3.5238169,5817770.53143621,4728069.90542816,4056615.71644238,4990821.05524614,4918443.88948895
793.62060546875,4.1548466,16501363.2192666,16295020.5258619,16737944.8486789,15744911.0165965,17666242.2961364
793.640899658203,3.9927672,NA,NA,2500610.47974601,NA,3385868.82688854
793.679870605469,4.120272,1562986.15841569,1948864.68318593,2605149.53815467,1745330.49822002,3051903.3265573
793.715942382812,5.2180918,NA,NA,NA,1849507.5695433,NA
794.511840820312,3.2472025,56865974.8937448,57765145.9771391,59374761.6015642,56075570.8205446,59638473.5764659
794.529815673828,2.96196145,479516.62212626,3189158.17057031,497610.098354317,466245.866354634,337186.220957924
794.532775878906,3.1866909,5777253.74726363,7043208.88236486,3777814.73589037,6082712.0025568,5728748.96278772
794.541870117188,3.9430627,4504028.71387049,NA,3520605.17117526,4491007.47288317,NA
794.550918579102,3.44819955,4632401.3830952,3181069.96949025,3470793.47606851,2139133.76560387,746569.663510582
794.565063476562,3.3163543,138977132.344634,122938519.456573,123004572.719719,129049768.906309,125940123.128462
794.574798583984,3.4330528,23040603.9650249,24363973.6267934,24584212.5617284,27430315.1095585,28127775.8535195
794.607971191406,3.86526645,12057518.4656951,7612068.31796083,13068063.5748885,8559612.07711874,6883936.2866985
794.610870361328,3.40063685,8107811.23063612,8836001.19291341,8057782.13727828,7803637.83004014,7013218.85102589
794.625244140625,4.1505268,7241089.35511385,7431262.06391194,8899400.50310104,9707311.75426858,8838219.39775959
794.655700683594,3.8782312,38516141.8728952,38222363.793854,37140545.3338369,39715646.622204,38159132.9710808
794.683044433594,3.8479767,8428015.49262154,9906494.75954133,12779059.812852,12036758.1938615,12689007.8665714
794.692016601562,4.19374795,13491822.2497476,13115498.8807076,13025809.9324702,12149309.4537495,11682144.7953803
794.728210449219,5.4385594,8872040.95097201,10958671.0943799,9020707.10800289,8899871.24790086,10131850.3120075
794.935791015625,6.4715082,12813341.222421,10667555.7372332,10647143.4609166,10352401.1643078,11662313.370673
794.974792480469,3.713992,8430328.42784137,8241972.81099289,8501588.86591059,8673061.27682174,8772986.85004818
795.453308105469,4.9566219,2663770.35985635,1360423.35305746,1255070.67536213,1215566.74210838,2872029.13005239
795.498474121094,2.9014327,2554195.65403698,3175596.55003576,2377177.6949954,2752458.08793683,2617938.30202445
795.513732910156,3.2558451,25426389.4064897,27547054.5251067,26065472.4531132,26634156.621724,27768020.3942633
795.517318725586,2.79988125,NA,1512101.94624057,NA,NA,1790207.60107781
795.534606933594,4.9371928,1055699.7897384,1296108.09301125,202268.041902652,2428897.63673347,3341806.81120012
795.537658691406,1.7604304,NA,1224618.76730409,NA,NA,NA
795.549621582031,2.0262205,2387101.58462306,2390493.03467279,2162237.31349214,1643857.27090401,1885412.57370595
795.573822021484,3.53680425,13851642.0470643,12361854.1879616,10828050.1314409,11486885.4588904,27088536.5890757
795.576843261719,3.42875,12739567.5747127,12189110.1534712,12662440.3067717,13151412.758169,14012871.6498236
795.612854003906,3.5714006,3455941.74671925,5497057.18462381,3880768.75793284,6427332.74326859,3789220.44557342
795.618988037109,3.75723265,3449442.28296805,2972926.5540722,NA,3448609.16985674,3601793.34712688
795.637084960938,4.4920134,9010382.49336989,9745298.19988115,9665422.28330053,9267465.20506673,9747134.91749055
795.652099609375,4.99552195,1800641.51527279,2372529.37560305,2905848.3551958,2372404.08683103,3465324.69119915
795.657958984375,3.8825939,20759482.9112925,19172052.673531,20724717.5060782,1490970.53785034,1680398.60412892
795.679138183594,4.0424714,4229724.56462796,5499394.18984217,5389891.95156338,5393924.13516204,5408389.62328201
795.685256958008,4.1202711,2024789.85473905,1701395.42973693,1948823.45543157,35219300.2778734,34432132.7619525
795.694274902344,4.1894252,6973140.22122489,7455963.68587391,6212650.19880523,7287266.71888086,6344623.59349831
795.70246887207,2.7890563,NA,NA,NA,982069.698691878,1046728.91209696
795.730407714844,5.429915,4039126.28971464,4185243.7984247,4896581.61161711,5590578.1202437,4463070.94863638
795.989562988281,3.7139903,3495954.94381669,3347469.08672626,3333178.78380094,3404203.25951324,3083734.89797906
796.511108398438,1.6393719,875497.203049551,1120182.60422719,NA,NA,NA
796.54443359375,3.28177945,694285753.176551,755719460.984425,766098612.675806,222140828.07184,721714818.866306
796.547302246094,0.156922,503853993.795331,185442101.695522,193820291.23254,134721564.11763,196800107.578255
796.586608886719,3.6794148,21636075.9303602,20221501.3252306,24290915.2515315,20608703.6162356,21446547.1435708
796.623107910156,3.9214517,59048798.8779008,63280139.8863458,59408593.6646137,60728091.804732,63124770.2114206
796.625823974609,3.5195158,8824752.21048975,8712250.82222852,9113620.00732159,7966981.5574429,8141285.30626462
796.6708984375,4.09868075,11900796.2197647,10642000.8284833,11377246.8664221,10432515.6236415,11923939.8289009
796.689178466797,4.1267541,NA,NA,3249671.72818834,4902538.67546774,NA
796.6982421875,4.4746841,25807113.1156115,27501820.2270335,26617577.3424642,26407818.5639794,26003004.3786638
796.743530273438,5.6330162,8597941.78940202,7078476.01167876,8317193.81216039,6263347.47112405,8213070.42165112
796.933654785156,6.462863,6161119.47149137,6875246.93160131,7165602.38646487,6706830.59978545,6734315.89688683
796.994110107422,6.523413,1246407.43353866,1454782.86750698,1126082.81271757,1261821.69194451,1479139.86791061
797.513732910156,3.2428803,7270905.17931528,8721966.21136354,8165777.61236403,6919562.41820852,8366865.1616085
797.549926757812,2.9274041,259562448.447383,253666466.738772,91807648.1865003,75135192.9506995,92159443.7838426
797.549987792969,3.40279705,96010273.3550854,84375475.0356468,224410773.3705,213953654.660327,415565872.277904
797.589263916016,3.5324626,47458078.1532031,47370029.1211912,49189673.3607436,52085571.8431589,41077848.9175851
797.592193603516,3.8911979,11219979.1202715,10857624.3136163,10889694.7426688,10682343.1413289,9730892.98665599
797.628540039062,3.588649,3914595.70085473,5026067.5229385,4335899.41154549,4557020.68573725,4655473.03637511
797.630981445312,4.1937456,NA,12526399.4139589,11537973.9080163,NA,10737862.3558917
797.667724609375,5.2310969,24247636.6658718,8337284.42259515,10530598.7565037,22331883.8922675,22706027.090901
797.673889160156,4.10514325,6113581.39662956,5352525.46325376,5652241.82115319,6585860.64114208,6712257.52205298
797.701171875,4.4704028,3579287.13851293,5405929.50267983,4887725.98951879,4653373.75220816,4597880.38912268
797.746520996094,5.6373376,3961218.01167057,3983250.19974245,3213772.39407667,3793755.14479369,3372490.298814
798.472747802734,6.6746479,227637.840795293,443700.485819017,258082.246910511,230021.481888044,NA
798.518127441406,3.229953,2764581.90552842,4017536.6178212,3950730.12265688,2722166.3810044,3131311.88986032
798.548156738281,3.4719529,213413083.187076,209543278.950297,202871840.361804,204519113.801421,203897846.969208
798.551513671875,2.7285456,72302245.7597215,22905143.2203024,8998738.90109577,22361405.920047,21793708.0747857
798.593292236328,3.53678395,11852972.7142616,10633603.2845588,11444005.8814582,11866421.3837239,10107321.3268935
798.596771240234,3.6794539,9854830.35070235,53787582.4493973,54804824.7975381,9464135.28872023,9162833.43577494
798.605987548828,3.3206762,1523476.6338225,1448852.02594932,1764685.05691538,1597466.25037538,1966292.49499406
798.627197265625,3.9257746,NA,NA,NA,NA,3310030.5538978
798.63330078125,4.1721372,3347486.37481163,4998100.66993529,2046943.76017229,2421892.29111254,4187147.81813889
798.648376464844,3.44602025,1898325.40717641,2304094.46383911,2038730.16367256,1634549.61637181,2406307.04446087
798.669616699219,5.2375401,11372913.6885506,11588111.4503883,5029551.38524561,12756092.1176158,12469696.7831712
798.676116943359,4.23696795,5634615.70554387,NA,5188789.80364583,5763395.31486434,6271188.75994126
798.684753417969,4.19808935,4323295.05135357,3365441.99940994,3416524.14787909,3370516.44573413,3063473.60160112
799.0302734375,6.5147293,4671511.76203264,4741719.1120955,5193634.90558438,5401289.56701338,4756425.14558881
799.485046386719,5.1013929,NA,1455717.37397185,NA,NA,1789348.6582129
799.548400878906,3.4762735,90687442.7824306,85042483.3205609,81976512.1810674,86420672.618949,85146381.0410811
799.554809570312,2.8582114,13861044.365535,14022722.0791424,4180905.61496854,11474908.8392399,3674196.4807118
799.573059082031,2.77394925,2320418.12874159,3056525.5355415,NA,NA,NA
799.599822998047,3.6837356,7231650.5589257,2174993.71693443,7073027.36370795,5795911.84697272,7332409.84893329
799.609375,3.8090771,5541074.59643999,4903385.86479298,5589757.44216354,4616324.13315863,7106523.25491558
799.645812988281,4.1332373,17186913.3239629,16660994.510259,16516174.5030213,16354767.7320774,16152139.2127796
799.65185546875,3.6967425,5611920.30365903,6407770.63474089,5770746.73537349,6883856.79150037,6183511.31541581
799.673156738281,3.8695887,44129291.8335453,2200423.96321998,1718080.057152,2264890.71537449,1646661.72100257
799.682220458984,5.43637745,45425954.1701337,46236054.3981815,1320222.97328371,48549274.3100182,49445260.2679495
799.688659667969,4.3104843,6856509.65568653,6240700.69454433,5823633.91275788,6068221.14753473,6298456.33677542
800.557006835938,2.9381692,1071155.02966383,3032379.05986316,2326128.52735246,1996656.65847197,2717084.35138125
800.560516357422,3.6146017,57208327.2969703,56273002.6755826,55230110.1222608,58158231.3889278,56013933.342987
800.578308105469,2.7674464,1935341.52419897,NA,NA,NA,NA
800.611755371094,3.9409229,3983324.8727788,5214060.28153295,NA,NA,NA
800.620819091797,3.8436741,67874573.5882569,61306683.639982,62622248.2296209,71267111.5183179,67904045.6660333
800.649169921875,4.4141749,4878721.20517271,5529995.63186658,5820161.79427614,4611398.17305231,4900535.11711518
800.657348632812,4.1872843,8129628.17408974,8470513.1575171,8083989.75694512,8796146.46585978,9113213.68479769
800.666381835938,4.07704935,24666787.3874162,23145777.9314531,23396636.182852,19231063.7800441,25201410.3035793
800.676284790039,3.8609637,NA,17648730.4571775,NA,16521878.4445624,NA
800.687286376953,5.4471643,25045476.6453446,26081414.6510062,24232290.0712768,25089619.5750986,24641232.6851629
800.702941894531,4.4314648,3561400.08177262,3142043.60216327,3635887.68445202,3824995.98073029,2636214.78946145
801.500244140625,3.4590254,120941579.607865,18122382.4247567,121498890.935195,16585271.7520325,17688935.5348923
801.563568115234,3.73130005,25296964.4790675,12031207.0873744,27913732.1773669,27868210.7254119,25011386.1688995
801.624755859375,3.5886503,60088398.9076634,58046517.0959101,58974530.1739077,56775592.6577046,56953232.4955591
801.625061035156,4.1029817,31098393.0979545,30587582.7472313,30574080.6538436,30808016.0955301,31201178.2630555
801.640319824219,5.2872457,NA,NA,NA,2907440.15784936,NA
801.661560058594,4.1851424,5206585.38859697,5373762.88276334,4846921.5478451,5415606.48345922,5223475.59670997
801.667724609375,4.0770486,11342660.0176807,10655828.1391571,12266670.1857485,10821682.7577132,11604610.2562623
801.679931640625,3.86744715,NA,3917370.71098481,4253373.22752674,3951340.4777325,4425422.12830933
801.689086914062,4.2326472,5397157.01125235,5821894.64694865,5394605.81753815,5304145.97889523,5297712.77759477
801.6982421875,5.62437,40675675.6240244,42336110.4884951,41213404.4624566,39516268.8524594,39219410.3727024
802.503051757812,3.5973333,54230268.445395,147769133.03082,8783087.15468738,51245172.8875681,153575297.669373
802.505920410156,3.2709719,7811862.53222251,15805647.4374135,57100702.0432887,7396298.56768574,7718136.52925588
802.537826538086,2.767466,29324183.8083119,29922822.1534058,1527419.19373443,31769725.8536583,31386339.9221202
802.5732421875,4.2715462,10469971.3643626,100122833.432288,12068529.1406467,11329679.6645885,11293701.7045001
802.576278686523,3.8371715,4660660.66616439,4703782.75369839,286711096.568884,295209542.750726,297026285.056908
802.607116699219,2.162349,2036347.11874844,8359444.38435525,7912086.43500021,3177886.2721654,5314860.38379521
802.6220703125,3.4762749,3418917.52985737,5922619.53670031,4801402.43401996,4748513.32400971,5199384.52277754
802.628128051758,3.84367395,7067568.64436354,6669430.53922335,8648597.04862291,7615531.70328268,9041915.16868347
802.636993408203,4.1591708,31850045.5866953,32021301.2913454,31282122.7987297,32437576.0277361,32785955.9146835
802.664764404297,3.90850695,2181067.23745378,3124460.69657832,NA,NA,NA
