"mz","rt","peaktable_1_9a1a6818f2d5c0a846f9ec646e2fafc6 intensity","peaktable_2_8d59aa14e898d651b1d995a612c7bd53 intensity"
945.700607299805,18.9012655,3202274.32187159,4565521.87323398
945.708923339844,15.7225975,11323873.4707406,13146576.0065559
945.716171264648,16.9535355,975328.318772784,980350.818356727
945.726531982422,18.6440975,1679071.71108842,2353835.46230719
945.735778808594,20.847417,4849348.89506997,15666221.5472455
945.741638183594,18.683223,1471695.82281507,1878429.16239937
945.778778076172,19.230282,4423991.67114199,4836037.13910697
945.794128417969,16.697865,298897.191117189,345143.180010473
945.821548461914,23.8933935,564067.054297512,733435.129701119
945.833129882812,23.531142,578615.269420091,1249832.68856978
945.856292724609,21.768029,14190680.4229841,NA
945.86474609375,24.071457,576181.370716158,436827.48837327
946.211975097656,4.8583256,250678.533273233,NA
946.255065917969,5.0441769,182386.457718655,NA
946.274658203125,8.3777825,NA,385201.929612691
946.485580444335,11.46161,1583840.7779456,NA
946.489501953125,9.2076209,331909.839299648,NA
946.513000488281,12.25472,5387896.73470121,1722940.39824468
946.567840576172,10.5347525,6775908.78183751,8011878.88491552
946.579315185547,11.779286,3823410.60292505,3659290.21769438
946.579711914062,11.939205,15754454.7959137,NA
946.602798461914,13.494181,3176779.95344061,1019247.83442701
946.632568359375,14.6146005,5285816.76982696,5758041.01375308
946.654174804688,14.406294,2988979.67293072,2607760.30488469
946.661575317383,15.4306625,1284037.93798361,1643517.07386657
946.670318603516,16.7732305,8902891.0022653,10431466.5327898
946.684997558594,8.6215518,NA,154387.047472796
946.702331542969,16.490442,1522824.34468878,1144094.30165528
946.708862304688,15.7182755,6133054.20572997,7368495.06120366
946.728057861328,16.983126,962515.298907132,NA
946.733856201172,16.9184645,1312992.16740186,502695.135210473
946.739685058594,20.462747,1029315.42052679,1410924.577905
946.782653808594,19.24666,1509533.90879608,1400934.54294888
946.790832519531,19.7906255,2362145.67820456,2559823.85629854
946.833465576172,23.538914,874402.466738405,1015960.07609836
946.837280273438,23.017414,NA,493842.789457507
946.860809326172,21.77433,2670977.15642585,1652873.4688003
946.868713378906,22.476857,7591206.33399701,79214813.1300157
946.88427734375,23.993535,1438423.0486626,382004.298275612
946.895812988281,23.691375,1129249.49025097,NA
946.911651611328,0.90385323,72415.1943827761,NA
946.943115234375,0.79774723,181488.684923061,NA
947.177673339844,3.5721411,216772.913683032,NA
947.291290283203,16.0906225,6690404.23077001,7223658.05812861
947.486846923828,11.468093,1118056.23220501,NA
947.502502441406,10.306099,1276282.95382548,2551585.35718359
947.514312744141,12.261469,2381593.45492687,2925637.2820463
947.572906494141,10.5534725,3982544.35300779,5676044.36697187
947.580871582031,12.017003,2186254.68073784,1878312.00679218
947.604278564453,13.477882,8823904.69486308,1437624.77415049
947.604797363281,12.648033,1288570.17585371,NA
947.627807617188,8.0519298,NA,237090.185318435
947.635589599609,14.614601,2766128.12328944,3469310.37991403
947.659057617188,14.3884845,1717580.69876246,1547308.94469562
947.663024902344,5.6811682,165052.361935276,NA
947.676681518555,17.509465,610473.394405066,1019020.10658213
947.703369140625,16.490481,1462825.14645143,841412.942309558
947.711853027344,19.319484,404661.677832642,853891.93455119
947.725524902344,17.086857,1506646.40600379,2062299.41098361
947.733489990234,17.094417,318626.150810142,222883.735083504
947.741607666016,19.0729095,694656.303901856,640193.747812535
947.75732421875,19.640553,4422082.53505874,4909523.70375093
947.772521972656,18.476934,NA,216591.271847816
947.795959472656,19.931126,1771540.77858421,1661750.3652769
947.80778503418,19.8064595,577361.667741565,382431.42889196
947.811584472656,22.131087,1246174.00760763,NA
947.846923828125,23.668185,251997.425101638,954654.664154995
947.870376586914,22.467221,21631364.2433399,24985307.3849813
947.882141113281,23.227854,582172.337616553,50392345.2216021
947.889953613281,23.678408,1336155.39564989,NA
948.293762207031,16.0906225,5229074.44328724,5965016.6349318
948.452270507812,5.29222925,545792.534157048,458479.432606544
948.497619628906,10.828418,1462630.82816158,2055085.60807214
948.505279541016,10.314414,1091293.46739,1090089.77429812
948.528930664062,13.5460295,16798198.1814376,21280430.8492408
948.587753295898,11.124236,3467474.0986116,3092872.47326859
948.595397949219,13.1562825,14736614.1398101,14088609.6162122
948.606185913086,13.486851,2278182.49763339,3258224.95259252
948.619003295898,15.041606,4673012.37775863,4672712.45175288
948.623474121094,13.0188165,12349766.9085863,13684672.663738
948.638763427734,14.536802,3880932.77021996,NA
948.64680480957,15.872339,46802539.9703804,2173247.76119765
948.650268554688,16.797401,NA,743289.971804055
948.670227050781,15.647589,6945955.29681187,1045780.25128498
948.677734375,16.76702,1150550.98946016,550202.5726683
948.685699462891,17.1981525,2575420.91963103,2926759.97477152
948.705444335938,16.505642,4253052.10116191,567100.874257258
948.714904785156,17.004737,1184950.73690742,6074318.10519169
948.724746704102,6.1377416,851815.182909123,719326.86470475
948.744079589844,19.624319,1031602.09106584,1744028.45276782
948.756286621094,21.343991,5761146.34717126,2679481.14579743
948.762481689453,19.6254255,2594421.11314079,1912110.70179546
948.799346923828,19.631909,1619372.37692248,1989256.67284242
948.807266235352,20.417365,4604483.26958728,4459103.27354628
948.81103515625,22.0928035,753204.204745305,428470.417740001
948.826843261719,19.14163,NA,1271444.01555562
948.830474853516,19.010513,451328.448450952,557787.142904528
948.850219726562,23.695697,541766.978968592,NA
948.873825073242,22.468372,4774517.8825912,5602670.32896753
948.885345458984,23.2197365,25813559.1674553,35291197.202218
948.901519775391,24.0760435,927427.234896078,NA
948.964233398438,7.3357736,173730.636764833,145008.030252621
948.967895507812,6.897283,275759.499669843,291936.790278489
948.987960815429,25.4179045,4664711.32206676,4297977.57376893
949.230895996094,5.3168807,360570.558326351,NA
949.290252685547,16.0949445,3989492.17500754,4673392.58856086
949.462585449219,8.9885355,4379611.30587411,5016946.6182416
949.517501831054,9.94081385,1834544.75191377,1841974.88237829
949.532806396484,13.542714,8769268.03287852,698533.001170306
949.556793212891,2.1923104,167575.117518891,180109.27682291
949.568542480469,6.0301856,NA,118643.732792776
949.592102050781,11.131449,1574598.68893453,2185977.46256955
949.595947265625,13.163165,7859677.50489938,791070.859241233
949.607971191406,9.8689062,723719.65554517,NA
949.621643066406,13.9168985,6471085.42767419,496041.332380569
949.627746582031,13.0259965,7184763.07692001,8124619.83130023
949.651382446289,16.030473,27178060.0706375,864937.653735436
949.674438476562,15.638881,NA,2990896.62918049
949.67854309082,6.6587869,206895.275032054,334865.980800758
949.688049316406,17.199232,1379287.204942,NA
949.694274902344,19.213653,13307142.8967637,1357138.7302303
949.717956542969,15.624401,1015963.60873571,3842459.38455186
949.721801757812,17.3143425,240145.599464777,444998.152346719
949.737396240234,17.5132555,1166600.22753703,948825.198320173
949.74919128418,14.801119,6389457.76012862,6869095.71014995
949.75732421875,20.1321045,681175.662061862,8429131.01539316
949.768829345703,22.131087,9515260.6241883,17028202.0771322
949.772705078125,19.6489765,1233523.63524513,989064.042918289
949.788452148438,18.8633785,935215.842186336,309429.300573981
949.811981201172,20.432491,2582941.04715284,3590201.23585965
949.823608398438,24.0797815,717318.475826035,332644.696518054
949.832000732422,18.749178,410718.774612416,3034113.4564603
949.863037109375,23.985279,538225.833972872,NA
949.882720947266,22.372241,NA,456045.229705304
949.886627197266,23.2175755,8987884.37942255,12615171.6111766
949.898284912109,23.7622315,6195520.15398342,6540142.18053083
949.906677246094,23.903296,4864797.60971069,5394676.85119302
949.967254638672,28.510984,84227.4501034051,106027.752884705
950.290863037109,16.093119,2255668.07910937,2382506.95020279
950.46875,8.9999413,914633.929135365,NA
950.487884521484,10.984015,1264148.39557728,6837354.66182673
950.495910644531,8.8335605,764578.174245075,344002.019333414
950.503479003906,10.396684,NA,676572.043211738
950.523452758789,9.94513585,831527.758702361,1114602.60852372
950.535400390625,13.548751,2283705.85399406,1720579.03885031
950.582580566406,12.496759,3304952.41517244,NA
950.598510742188,11.965138,2835301.71687281,NA
950.602630615234,12.213345,10627018.71246,2458139.87236217
950.617919921875,15.785897,5398135.3434937,1336952.11799603
950.623840332031,12.68633725,754188.018903752,328696.608632966
950.632659912109,14.8198485,1866004.98308954,2198193.48027841
950.641571044922,13.862551,2374096.69374329,2435447.89824185
950.653472900391,15.868017,7539498.12607387,2705772.29521502
950.656005859375,15.437688,4103027.36394233,4933193.05762887
950.665435791016,16.518497,937720.35665606,957042.659023583
950.676895141602,15.674422,1097028.07441315,908346.877535629
950.688659667969,16.944227,299391.952621866,1257900.80202142
950.700561523438,19.18772,446509.67684304,12201563.6607516
950.705078125,4.5817094,749283.867328666,NA
950.720458984375,16.97016,869286.782591963,391048.94885343
950.735900878906,19.235263,440513.453960276,171315.714643019
950.743713378906,17.561699,573327.181597985,945868.854129629
950.751541137695,14.842364,3870600.5299969,3340967.42782955
950.763442993164,17.7159645,778058.846008613,738121.242591061
950.771423339844,22.144054,6029593.98868891,3647370.71543998
950.775314331055,19.5755005,490715.113633395,477057.408879842
950.813842773438,20.556905,7614694.01682475,7252079.75369439
950.822494506836,21.0855895,1485010.02776056,1881160.03850907
950.832229614258,20.7544095,1129557.36722488,982380.843452549
950.889404296875,23.074417,2561055.0842766,322102.580469604
950.890625,22.985844,486883.314141552,3066555.16126008
950.901031494141,23.760071,3367610.81573625,4070139.88052995
950.908966064453,23.929091,1441954.70182085,NA
950.917083740234,24.29215,791036.179595126,NA
950.9326171875,25.963975,89810.6933385339,175292.584143742
950.960174560547,0.784336605,1951307.59886789,1921075.61860552
950.968063354492,9.0026491,1001306.93475059,1255390.40221656
951.003509521484,7.904733,115665.040904568,NA
951.005432128906,7.2434479,165916.093473096,NA
951.223999023438,4.8756137,296680.694338482,NA
951.243225097656,6.4858917,330175.52234842,NA
951.480346679688,6.4989547,1882065.26009681,1951685.48636633
951.491714477539,10.986702,3396366.75920954,2924250.55892344
951.503234863281,8.7586909,515393.252369962,669412.064084688
951.606079101562,12.217624,5031917.93296036,6096470.57324393
951.621704101562,15.7182755,2713354.57119282,4607987.93855721
951.637664794922,12.6588452,1073438.00136599,1473124.27896935
951.642974853516,14.294763,4544268.43437094,791724.774444349
951.657257080078,6.438253,322357.311915164,580654.356414412
951.669006347656,16.395316,517127.049796645,50814117.6194547
951.688812255859,16.948828,1514756.98280903,1589715.7264212
951.701339721679,19.2086715,2832282.58271678,4160734.06265554
951.708374023438,4.598998,224011.744080435,NA
951.728271484375,13.858229,605267.108146413,640942.164599985
951.739837646484,19.2433605,8616800.00188707,9005220.39290793
951.747833251953,19.956935,2074236.54639892,2780226.56606769
951.755050659179,17.9729105,1966267.37418648,1909736.14065567
951.763824462891,17.385394,426322.571158615,242846.864131868
951.775268554688,21.688307,1748896.40087257,839791.261140435
951.783355712891,22.4124025,3898091.2839712,1792943.20223251
951.803100585938,19.788496,621355.198701079,NA
951.821472167969,20.544868,1790298.80026075,NA
951.826782226562,21.18022,2955009.73062748,505912.504265133
951.842346191406,23.635187,11701366.7545501,NA
951.877792358398,24.0530245,1711273.92727921,1820942.08425423
951.8935546875,23.198649,NA,902275.396027292
951.905395507812,23.759613,NA,951430.276522958
951.916976928711,24.3483375,1216913.8384833,NA
951.921051025391,24.1126285,5774018.54764971,6975714.2054062
952.250396728516,6.4945359,120431.777745797,NA
952.465423583984,9.40768645,692287.326074753,249691.447742208
952.471801757812,9.00048805,5519413.32907449,6794826.60652843
952.485427856445,6.48917535,633307.085239364,835394.061858132
952.493041992188,10.996981,516612.792064209,NA
952.500946044922,11.3393255,8285605.16508732,1689827.44282264
952.504791259766,8.1515961,295316.657768331,300535.585073884
952.524688720703,11.7880695,2235111.89680867,2099507.66801582
952.532531738281,14.147919,748250.210566427,1231637.38219967
952.542266845703,9.70378555,967826.168037479,790011.125233672
952.592636108398,13.6968335,2390081.12135715,2649066.0768178
952.597900390625,13.860971,2178175.52848783,2116390.2172725
952.607666015625,12.241639,NA,1597555.58933814
952.619262695312,13.3809585,9070015.78764363,207506.987879532
952.619873046875,12.65384,5969544.17436178,6450589.15836663
952.635055541992,16.676312,1804442.76283122,2338165.82149827
952.642944335938,8.6977304,606765.840506312,2471313.89348064
952.655914306641,15.7750915,440821.533206947,2505786.25503936
952.662536621094,6.4424801,NA,193005.535889215
952.671615600585,16.390095,12913713.1017846,15347952.6482379
952.682434082031,15.967426,944904.99260416,1038312.98699765
952.690307617188,16.957193,469967.514950134,NA
952.730163574219,16.812465,1646918.48479641,2504653.85722966
952.741897583008,19.2520045,1971711.28022583,2103103.92376989
952.749603271484,19.956997,1147755.14602873,396559.768910876
952.765441894531,18.370838,717306.745440928,378792.580680724
952.777130126953,21.03759,530551.539206978,1080498.19375127
952.787216186523,22.490788,2687230.43651532,2214218.87938585
952.842041015625,22.726008,1312671.15635648,411800.440045329
952.852020263672,22.8095275,1186798.15071839,1646175.45267819
952.875793457031,22.641098,533806.011920426,NA
952.879608154297,24.039947,890257.959153785,1129693.82907707
952.907348632812,23.630865,823070.780737443,582601.608330463
952.918884277344,24.473679,956111.281602866,NA
952.927108764648,22.811822,849262.150121243,227849.5760133
952.960113525391,0.791562875,320640.468415468,364059.440346801
952.976608276367,17.44608655,173656.579558358,128481.007657971
952.982299804688,25.840197,NA,153902.466093511
953.468048095703,5.2866257,371413.117796037,814485.87687826
953.476119995117,9.00048805,3441630.11418293,3785551.98414695
953.48828125,6.498858,172730.990930217,NA
953.504074096679,11.334107,5083774.29701242,879247.338329533
953.515563964844,8.9004057,433674.294028084,462189.698984999
953.523620605469,10.888928,735925.234594698,NA
953.535339355469,14.10459,1516333.77454124,676949.35258313
953.547119140625,8.9956191,523720.459655189,574088.191945061
953.5986328125,13.691035,756869.077931745,332772.837815708
953.602600097656,6.7950475,159425.93431471,923070.591817292
953.618469238281,13.246648,4924924.82288831,NA
953.622375488281,13.490849,2823908.32231869,2422071.15617891
953.637710571289,16.7338995,615121.70322754,2791683.55831805
953.643798828125,8.7129742,NA,799784.04432273
953.653717041016,9.48665465,288070.509755945,1615326.7569887
953.657958984375,14.692399,689217.932153455,NA
953.676574707031,16.3771285,1546528.92179808,2573886.41463426
953.685760498047,15.7492265,65531608.0191208,69110017.794594
953.733032226562,16.8044665,1196032.28943516,1652580.25538532
953.740844726562,20.092641,2755014.60036462,6916059.49884202
953.744873046875,15.24146,14013126.8174716,2468145.24173439
953.764221191406,19.948414,2964150.96169597,262935.227892896
953.768493652344,18.340551,1027911.69958501,818842.011656261
953.781127929688,16.620067,311706.525176499,11967959.2074404
953.788513183594,22.402229,830640.365115485,664966.450956552
953.799987792969,23.151109,33913931.4493506,NA
953.843597412109,21.7427245,1970679.06781829,1931112.52231171
953.855529785156,22.805315,696064.74562407,673795.258468352
953.886901855469,24.079837,NA,354873.552866704
953.893081665039,24.256964,2453746.43295425,2656837.15793066
953.910827636719,23.4878855,922693.857631852,272453.940010537
953.930114746094,24.41531,821897.941879253,385282.685571817
953.974578857422,9.0069712,1115138.86251048,1398037.07353343
954.46858215332,5.2846262,335076.175578303,393107.094120469
954.484466552734,9.4282145,560038.273305825,593965.55694553
954.508331298828,11.4836475,1700280.94159219,976895.225683162
954.516250610352,12.5906285,5029249.96998567,5881255.81332839
954.523986816406,8.9095627,NA,149285.307801107
954.543884277344,12.163955,644499.916371106,847986.885291081
954.547836303711,15.413374,1844783.57862652,1238527.31650027
954.559265136719,9.7781414,404873.03224441,NA
954.579177856446,12.5651055,4807300.96095,4977650.90977878
954.603210449219,13.858229,1158638.78110641,NA
954.607177734375,6.7845162,410633.735293247,160286.089314283
954.624969482422,13.478531,524009.886027651,7054141.0131497
954.635040283203,15.724011,8154209.20385283,923878.268194698
954.650543212891,17.571466,1365281.37925969,1448321.5570533
954.662841796875,15.891839,1852973.36596499,1299389.92299002
954.68701171875,15.746997,130327.676730285,18093185.7036674
954.698364257812,16.477437,1415809.19648438,28094581.3171366
954.744781494141,20.10582,4844319.37723677,4827300.16033228
954.757568359375,19.626448,3053252.69831358,3304995.27537277
954.765487670898,20.422919,3426856.41915703,129747368.191192
954.78076171875,19.161787,992544.670859029,3472386.96438328
954.793334960938,18.988903,16533142.5516863,2372395.83604827
954.801208496094,23.151109,18744139.4290352,NA
954.848571777344,21.482768,632900.73915,7295972.5543045
954.860534667969,25.087421,710335.314235555,817493.553515127
954.88818359375,23.0754715,205147.972191099,1644749.14566187
954.896011352539,24.254803,1933974.63420617,1999854.68570298
954.900085449219,1.6014645,90820.354175707,93304.06419764
954.923873901367,25.1652195,804272.888599197,437181.644149685
954.931457519531,24.443424,769890.34323142,NA
954.983276367188,16.715154,159520.275044159,349771.960949293
955.244659423828,5.2239952,NA,368953.602408829
955.442810058594,9.1384671,466016.190240413,NA
955.492431640625,9.8170403,190332.596589253,NA
955.522201538086,12.596696,2438123.4411947,2649233.58875529
955.534103393555,9.94513585,5480284.55121105,5893561.39365011
955.549011230469,13.550466,NA,4944245.59301158
955.549926757812,15.396405,2039354.56696078,805839.476794707
955.57763671875,7.5095157,278549.964766045,283869.923124782
955.581695556641,12.5662535,2198930.41799015,1692353.01378565
955.637573242188,15.293174,687283.578683412,273905.4513171
955.656921386719,15.729709,829832.701598447,NA
955.660919189453,4.56955035,257816.54227904,222228.65502593
955.6923828125,15.753867,2902562.76178223,3758758.02364942
955.700836181641,17.088314,503962.773621535,826388.856544711
955.714416503906,6.9861628,494223.396886113,253111.214480273
955.732391357422,21.0081525,5893327.39801599,7658409.36526863
955.748046875,20.0950145,1355255.82230813,1561771.03124068
955.756103515625,11.652703,2091316.03225452,2059363.39241247
955.769454956055,20.212064,1320131.97463123,1450806.53313843
955.783767700195,19.17194,1254486.70830236,774734.095920936
955.795715332031,22.774878,NA,670546.164176709
955.801940917969,21.0630235,7280657.72709487,8561092.02788445
955.813598632812,17.6544775,826143.181913883,858782.288210411
955.8154296875,18.02939,726556.438421473,468395.810897091
955.847259521484,21.392004,1197109.6625569,511184.437659376
955.859191894531,22.273717,645303.205188091,975256.038602124
955.871246337891,24.097654,30438779.2571889,NA
955.894836425781,23.384504,570311.389494337,542898.750469466
955.904510498047,24.373032,1208105.00923291,995242.687900302
955.926544189453,23.610385,743875.589114984,582619.650378755
955.996078491211,10.153857,1886401.17536435,2144915.58857578
956.216217041016,6.99377555,422818.763042259,506298.156395075
956.478210449219,8.88872095,448764.263032856,501486.52102139
956.502182006836,10.9831965,3761763.71070748,3794382.53393629
956.525817871094,12.55952,1335368.82613781,679950.458558912
956.538116455078,9.94729695,3164447.66784576,2918751.2750419
956.545684814453,11.290048,987648.680151077,805987.022775931
956.581420898438,7.524386,157540.309888558,NA
956.601318359375,12.522692,1336190.41532343,NA
956.613250732422,15.263564,8253161.92319248,8025085.41286968
956.621231079102,13.619666,12307685.6332763,13284344.5172344
956.636932373047,17.265141,1108442.72758127,1200810.86746994
956.641204833984,13.923061,1903506.9208214,168096.01594758
956.65283203125,16.607193,1973720.96650689,604884.715305014
956.680923461914,16.3857725,6549583.9531152,6089113.45492693
956.704772949219,16.6743725,3820893.29855816,3867830.69240246
956.712539672852,17.559538,156511.307019986,249591.350504352
956.736328125,21.046234,3581308.95234105,NA
956.768127441406,15.032524,1478258.00609717,211153.015327916
956.775482177734,20.566478,12585342.5775376,NA
956.781066894531,20.974499,2352609.7548206,603221.59655297
956.795776367188,20.137327,5920249.3704789,326457.434868279
956.8037109375,23.142465,2387793.99499804,1793133.29981296
956.811492919922,19.9126955,5993698.17526768,6627029.0349076
956.819595336915,23.7297105,6057464.62490819,5963098.63350743
956.863342285156,22.1084335,1231209.31557938,1238826.72598734
956.871246337891,22.783728,543001.118135861,2088314.26938097
956.875,24.2791835,2414926.7208243,463379.834154833
956.903045654297,23.1035655,618430.744298661,586181.935600795
956.90869140625,24.3903205,651061.544274855,670458.341136553
956.946716308594,25.653619,227476.912560815,NA
956.977478027344,0.782175645,2139637.99896337,2008103.92562816
957.022247314453,7.76858615,164853.006855043,182249.348073072
957.026184082031,9.3286401,205502.730001666,NA
957.261215209961,6.5216917,561140.783196984,687383.851991414
957.483459472656,8.8640382,NA,187373.13879818
957.499053955078,6.50327665,2615922.8649137,2470319.95658715
957.507171630859,10.975897,1909338.21766359,2016867.16116844
957.539001464844,13.478531,1234114.81411358,616679.986989359
957.542938232422,9.95594125,1238221.86589073,1356283.81481427
957.550964355469,11.251708,NA,244844.386335002
957.618530273438,15.242863,4679574.63885468,4845476.81335031
957.626586914062,13.603712,7198652.67855938,7513585.76211475
957.642395019531,15.5946905,542825.912296203,704799.629356192
957.653686523438,13.400084,418964.315805282,888941.581144675
957.654479980469,16.607193,NA,7360948.02644249
957.674301147461,17.102206,685274.75713221,767283.319327044
957.68212890625,16.376229,1688312.58382024,4454071.01387815
957.686279296875,8.6520123,340714.535256562,265058.985318492
957.706253051758,17.0957225,1632502.38304167,1698859.78633828
957.717407226562,17.556475,9337482.95964582,902444.900784351
957.721984863281,18.370995,1157871.39177797,59994726.3360135
957.749847412109,21.7478705,14511969.7096139,17576109.9550983
957.761657714844,11.675555,313374.951769209,NA
957.777709960938,15.98457,545549.317381639,722874.42070125
957.784408569336,20.6118605,1697844.61301245,NA
957.793609619141,21.802606,448642.237364993,5322207.63466136
957.80143737793,19.580473,502797.878396959,730281.667781502
957.8134765625,19.911554,2471161.73970749,751918.176987179
957.8212890625,22.230496,1058850.00373031,724207.164517031
957.829376220703,18.522113,1006104.57529145,1090571.2510622
957.865173339844,22.061934,2160546.07757017,NA
957.873046875,22.653931,1287349.36876932,1141076.2388733
957.880310058594,24.08901,6140534.17012977,NA
957.896850585938,25.132145,NA,645290.884571251
957.908874511719,22.653673,393159.832906882,572586.773828436
958.265014648438,6.48155915,211192.58365572,383662.304579332
958.486083984375,9.3545728,309589.670845752,NA
958.490112304688,9.6873767,138358.440452931,NA
958.502136230469,6.5087254,1064087.71990491,1376489.13616739
958.510131835938,12.39337,1223613.18930471,595459.199736556
958.51806640625,11.3341065,5923528.2460405,1035867.72416344
958.550048828125,14.095946,7331448.03115885,NA
958.561752319336,8.99400505,3914123.83322316,3770154.96060667
958.613708496094,13.858711,1811720.43689765,698254.514883727
958.629638671875,14.694165,1565623.51497422,1980830.68188938
958.637710571289,14.4392255,1991683.4035528,1323303.20427469
958.657409667969,8.3550317,268909.339751866,1110433.55544445
958.670059204102,16.0391115,32621130.1210352,34057305.8406973
958.689636230469,16.797401,24284906.2512243,255224.777736024
958.698974609375,15.75132,40622430.3207297,996482.739375002
958.721420288086,17.5455425,2743024.06498315,3405804.43924782
958.725067138672,18.7900845,786588.571346481,493547.704007577
958.752990722656,21.732525,8663150.80262244,1470373.26851253
958.760833740234,11.685184,1034695.55881359,758708.237288434
958.781097412109,15.971703,NA,1375543.75943907
958.796859741211,21.7527355,13242144.8858083,13321858.1373449
958.800842285156,20.107629,NA,1487471.36621435
958.820724487305,22.097628,605459.948027327,1011787.6774664
958.832702636719,18.513469,834467.392904772,345492.207071259
958.869537353516,22.107421,1032187.04145327,705620.385680174
958.884033203125,22.8572045,1851256.20378915,1901847.54862567
958.884582519531,23.133821,2398299.30085773,NA
958.944274902344,0.81357862,167682.555443804,174423.980356837
959.522430419922,11.411905,1836391.69077932,NA
959.553329467773,14.2039985,2563887.73484065,2300302.42433067
959.562622070312,8.9885355,2247617.12575841,2081827.30100993
959.566360473633,11.1712215,3060046.42980283,2855794.96195454
959.642013549805,14.0125765,2760825.87935342,2775209.16171565
959.674468994141,16.049917,18046874.6297495,19722962.3948511
959.693542480469,16.826871,6730023.95972994,303145.151241805
959.703430175781,14.800693,22890741.7894214,486459.093199949
959.729873657227,18.5740565,391244.857626569,721906.979279092
959.73779296875,19.697731,1929534.04982042,NA
959.753814697266,20.052145,2504857.77860805,NA
959.763854980469,22.5058705,11193827.9139188,9888979.77974069
959.789245605469,19.443095,NA,4856830.10420356
959.78955078125,18.751185,778393.542222711,1143224.24110919
959.801452636719,21.283951,6488248.14124669,NA
959.809631347656,22.113799,1865174.22566464,NA
959.837463378906,24.037144,659182.114049043,NA
959.845474243164,19.157465,651305.357762317,345248.079886887
959.88215637207,23.4623015,285146.893314133,NA
959.885375976562,21.642688,1968040.51811622,1521160.62508123
960.452850341797,9.0010348,4112469.45786854,1432688.7221361
960.4765625,9.8516176,650932.085062161,NA
960.496154785156,10.516146,NA,817782.465495013
960.502365112305,9.43263245,343521.832815925,531102.52232077
960.528137207031,11.500949,557285.641700606,452926.184347956
960.536193847656,12.548965,900199.520586095,796964.828094834
960.556335449219,13.750176,2047023.21555003,2890135.91428034
960.568237304688,11.176899,709133.804441563,694346.912245886
960.576263427734,9.6571218,391585.419160003,466755.877370695
960.596343994141,12.583152,3695490.19332002,3876041.20001157
960.600402832031,16.520348,NA,670330.649486681
960.620300292969,13.30519,1468731.05708485,1826271.00904312
960.634307861328,13.9535955,840412.537007081,1148266.01318344
960.648620605469,15.113941,16829669.8635056,17094368.7884748
960.676666259766,16.043434,5455150.75052443,6241361.75446119
960.684753417969,17.359461,6383421.5415149,7415418.81051636
960.696166992188,16.808143,1407100.00199226,2089786.96450241
960.708129882812,15.721065,2503174.81004803,392956.650395631
960.717041015625,17.076805,12066037.8867543,24391243.4587492
960.732116699219,18.342728,2068714.79596922,2703061.43725731
960.738159179688,20.010922,1141583.51235243,932677.623973143
960.75602722168,20.0716585,1736288.87470871,1714235.24660528
960.768096923828,22.52459,6728439.17115738,6440601.68335127
960.776092529297,12.691443,3267385.54386474,3954068.01946971
960.792175292969,18.9067815,433418.540412421,798786.841628906
960.804061889648,21.316255,1508133.4774612,781763.656279663
960.811584472656,22.303972,3645207.74814292,1644226.59990185
960.831970214844,21.688307,580197.517447984,426299.19299156
960.847961425781,18.99607,506681.23556392,683232.427280381
960.883911132812,22.844238,707231.446815254,NA
960.89599609375,24.804312,184013.208791373,NA
960.901763916016,24.158164,565010.210702327,NA
960.916183471679,0.79081997,418300.138681337,412172.515801343
960.940582275391,25.24734,4384106.2228922,NA
960.955993652344,8.9906965,3855128.08275231,4571275.89944762
960.969940185547,27.579249,224038.861420788,82553.2564240427
960.98046875,25.402516,NA,2299688.53068098
961.000061035156,25.446157,3765941.97603308,NA
961.456726074219,8.99400505,2192800.57237378,2169154.89409324
961.459899902344,9.27807065,788464.131897231,175992.288001488
961.535888671875,9.45398195,291608.751267589,NA
961.539794921875,12.78202,2827035.48034217,NA
961.559005737305,13.74651,1620780.04170614,1307379.32560033
961.568054199219,15.3937295,550922.506428754,2453370.00084928
961.579757690429,9.78889585,2326570.7632912,2420148.67252202
961.600036621094,12.587524,1504386.2744358,NA
961.615783691406,12.596069,NA,1654038.17152502
961.645935058594,17.677427,554951.179186419,802345.23130711
961.652053833008,15.113237,8180625.99280314,8584755.52064062
961.664031982422,18.661613,1957724.28855568,1533317.22292317
961.676025390625,15.711164,926552.362833938,4635761.82168751
961.688049316406,16.481759,3479843.67558745,1079746.45754544
961.717407226563,16.2527435,7392579.66658121,934637.429203133
961.720031738281,16.7590305,3250828.77450559,1551204.46040251
961.743927001953,19.192042,4670770.02833616,465881.824196032
961.752014160156,20.8106785,1057319.75562186,1010717.12364557
961.780044555664,12.68496,1754323.19321906,2553475.25933108
961.798278808594,19.455692,672852.652747492,NA
961.804000854492,19.6448755,4684217.4866578,4832900.65461801
961.813385009766,16.770412,7405054.59732856,836759.1595228
961.825531005859,22.509273,2065261.18510696,9505066.50542229
961.836090087891,23.637348,896927.246298791,732131.150054024
961.860168457031,19.262378,680424.951691193,428972.813264556
961.896087646484,23.553066,1282890.08519156,NA
961.902114868164,23.8901925,1215860.14443447,NA
961.944183349609,25.139286,530568.95234955,NA
961.960067749023,8.9896828,906864.477818366,985128.061803398
962.464782714844,9.1427891,421707.263579866,NA
962.481140136719,10.8409,NA,957052.205211566
962.4970703125,8.8790807,NA,521173.631518081
962.504943847656,10.093657,2754071.8726655,NA
