"mz","rt","peaktable_1_c4b3914dd90735a33a45120d8df44ff0 intensity","peaktable_2_1b1006ad6cb397288f90b10ef7667b13 intensity","peaktable_3_f4ec1ff27c5417004501f1ddda634b82 intensity","peaktable_4_bf770f1972fab092cbade6df4f371c50 intensity","peaktable_5_4140721552f8eb635981a4efba2257d6 intensity"
872.662857055664,4.18510175,2143234.82292695,26775456.7440143,7010502.28174087,2582541.4296407,3016897.24216219
872.663269042969,3.8134015,7255481.65802889,7669343.23992525,NA,7684854.56263199,7277599.88905332
872.707763671875,4.3363792,7290622.14192598,8161644.76563742,7959261.54208727,6861729.18311923,7227807.48317926
872.714721679688,4.6648566,49942228.474319,51259206.8340703,52949419.5801489,55451659.499141,52667615.6023161
872.725036621094,5.844788,17171152.6712962,17742927.6423799,17524946.0074245,17330929.5597353,16448214.8482103
872.735412597656,4.2326353,3871710.28429867,3303259.04874451,4443693.00142477,4079716.49872635,3991383.54247798
872.745849609375,4.8939205,NA,NA,NA,NA,1336204.37639911
872.763061523438,4.4746832,2976719.3611132,4160509.18689003,3199957.06260188,5102088.32874535,3545679.8061259
872.776794433594,5.45796445,5349215.17521523,6267237.65105606,4615321.30623264,1413883.87022322,12573500.6100431
872.780456542969,6.0911489,7711040.4671298,8086368.0078697,8974016.93542685,8158201.87885123,8077246.7959348
873.03662109375,6.5190438,NA,NA,1131619.68644095,NA,NA
873.387939453125,2.04564755,1019947.00593609,NA,1425065.11933368,NA,NA
873.552490234375,6.5449811,2341363.10703732,NA,193167.712995878,193594.374518086,662437.007547184
873.56640625,3.2428683,3141768.53376936,3858869.05207808,4256171.27106674,3703254.22957594,3423863.42463546
873.635772705078,3.5713629,9969829.47975172,8863177.25510417,10443723.4088955,10404959.8175539,9783138.93656894
873.646118164062,4.0165401,4270172.00974892,5614935.45136181,6756200.6334688,5816816.2936817,4490604.47812809
873.666931152344,4.11593995,3425783.69434322,4610243.67708224,3884269.19274094,3784757.47287976,3626983.73240663
873.718933105469,4.66052995,4081544.73400033,29416306.4217542,29463420.6762453,29161674.6696387,28653700.3972201
873.725860595703,5.84911235,NA,4358121.83823695,4876313.70341138,5063265.47209966,4043169.96664106
873.736267089844,6.03064355,6413951.43563324,6941930.99935445,2009334.50172091,7308173.49026003,7017750.18785186
873.776260375977,5.0235907,7845347.24347818,7480530.07610687,7812625.4724879,3880450.50226165,6543482.00346582
873.780242919922,5.460123,NA,NA,37633523.9030087,NA,NA
873.8818359375,1.9332732,NA,NA,NA,856373.095313345,NA
874.495849609375,6.6659917,300968.092287508,374078.133135155,165024.24327143,322144.285002793,354515.396563386
874.499328613281,3.108894,1795577.73752184,NA,1776570.5462042,1624506.2199211,NA
874.596496582031,3.5281416,2646601.95758645,3077798.14919926,3115524.00129055,2683378.60753219,2686840.66142204
874.641632080078,3.5735213,2097815.01870796,NA,NA,2050809.00394632,NA
874.648559570312,3.9084873,12186886.3125079,11536813.3357876,11571708.400968,11323140.0845559,11223738.0587205
874.658935546875,4.362299,NA,2899600.74015406,2145607.52726042,NA,2886682.11462838
874.665863037109,2.343875,NA,2187564.47258983,1930034.28679209,NA,NA
874.677307128906,4.5179043,14417439.8530153,14893891.1771764,14485245.8877597,14049325.0171328,13448883.0322368
874.679809570312,4.0727208,40267545.4604265,40504929.540782,43063871.3610687,37454319.8290993,41034726.0367234
874.717529296875,4.58706165,6113010.49823728,4715299.65866157,6359151.15145027,NA,4932323.75743278
874.721496582031,4.630271,7582491.71696914,8334913.63087988,8264458.07688181,9856215.63078511,6955817.46161418
874.731872558594,4.9328325,7737505.9584272,8509174.66438861,8401255.2516836,7676961.7882851,7715996.97162197
874.73876953125,6.0263304,3127295.3490834,3644481.498867,3718931.68883306,3845649.87012968,3626675.74916645
874.783630371094,5.4557966,10281616.1801489,11181163.2981815,9624158.87520149,10804223.0015756,10595421.3524111
874.790893554688,5.6459817,318977327.390627,312217438.483466,323480067.99904,310315844.194848,317319962.595481
875.482238769531,0.20442285,483758.075099217,NA,NA,488450.683512211,524837.473486946
875.503173828125,2.9446412,NA,NA,NA,NA,1401661.62351178
875.517120361328,0.2087452,461023.797578665,456937.277143395,376682.762155247,509101.91085484,408656.312126653
875.652587890625,3.91712,5784064.8383852,5638477.53896475,5301696.47054944,5753875.11634632,6519310.79419501
875.670043945312,2.36549,NA,887053.728553603,NA,NA,NA
875.680877685547,4.5265484,6413862.48829408,8767900.61779386,7925775.93358727,7758360.45661999,7608103.03624071
875.683959960938,4.0727208,21751828.1448306,21499274.535576,23513169.8880975,21689186.467425,23338433.0060198
875.715698242188,5.2764395,4409535.64682852,6465604.86972731,26055896.5968636,24279718.2477215,5198785.64744641
875.71875,4.591376,3469614.81115944,3263101.13796056,3545483.51670094,3318436.82108958,3098973.41679227
875.736145019531,4.9328283,3949533.12182774,3963896.49050153,3534214.73798688,3574676.92167375,3798272.79464095
875.791778564453,5.4644498,NA,NA,NA,1589803.20814998,NA
875.795166015625,5.6503037,194959944.966653,189652745.534394,196325618.192291,196859953.99092,192974711.152106
876.51220703125,6.7528423,NA,NA,NA,NA,198412.109601108
876.515686035156,3.2342369,7403078.98938414,7706591.63600852,6759135.51630121,7062542.0276832,7804640.09862562
876.546997070312,3.9430654,NA,2850896.64499424,NA,NA,NA
876.557434082031,2.5556591,7424016.56039325,7439802.01480011,6626626.81213984,7010293.51005287,7170333.12515929
876.564453125,2.6550729,8571018.83764086,8055291.52353936,7852939.52883487,8239592.53378156,7430888.22320289
876.613250732422,3.87390705,2646983.04456647,2087440.96779374,2065763.48163037,NA,2711915.46463781
876.670715332031,2.96410275,1868578.7037217,1798712.411682,1831889.34927788,1819290.34689544,1907445.29132944
876.686401367188,4.07056165,5406099.94784097,4859819.6980999,NA,5046773.719881,6060710.42446579
876.696655273438,4.2110332,12191489.8265834,12216892.1490986,11254932.7161116,10776732.8881733,13902508.9465921
876.718200683594,5.2829119,3311293.40131316,3248339.45892021,3547101.73544122,2950803.06650178,14494096.5810859
876.731689453125,4.9047337,1887110.80853306,NA,2382570.1642397,NA,NA
876.797607421875,5.6502967,56299315.7595272,58093039.5868045,58261540.1534461,57539323.2265158,57858246.3352198
876.808166503906,5.8318213,691897035.321308,716524187.081315,701387068.864023,700354162.607067,722280756.587688
876.940795898438,6.462865,10146119.7415161,10118999.131584,9419019.92938863,9418142.67048763,9061880.05008848
877.142944335938,2.0975186,NA,977396.785998182,NA,NA,NA
877.386962890625,1.9721677,NA,NA,1303158.07089882,NA,NA
877.502258300781,6.48230815,4420166.2804063,1578421.73066448,949933.512928778,1820821.07814404,4778495.72919581
877.519592285156,3.2471902,2587429.84428827,2666601.80625477,2108291.82223941,2664236.74884658,2334350.48049133
877.561401367188,2.5556617,4448115.04327285,4060412.1575757,3713099.83984404,3883876.42789545,4160783.76305935
877.568420410156,2.6550637,4124458.35400741,3940791.05518312,3999154.5028171,3723443.37224271,3890441.29413301
877.638061523438,1.9678412,1577061.89970291,1991734.44342515,NA,NA,1814244.67567603
877.673034667969,1.5010631,607541.703210187,NA,729084.194690156,NA,729047.312541283
877.676635742188,4.4401015,6106948.73557613,5617815.97205436,4963943.35534012,5096109.39350406,5879304.39994708
877.697509765625,4.2045517,7496944.33359492,5955678.17868822,5756520.53722423,6538327.96030375,7264103.73224323
877.700103759766,3.8220447,6469597.85920085,NA,NA,NA,NA
877.721984863281,5.2742765,2421864.35208841,2949136.05626515,2984547.80072597,2652307.70733974,3796536.19002383
877.732238769531,5.52279635,33550761.3298315,33070756.4098583,34213351.5940148,28916619.7682554,34061416.6443845
877.802185058594,5.6503058,10784855.194165,10302458.2669362,11661943.4763272,10540377.3839239,10622382.7469977
877.812347412109,5.8318258,410228580.652209,417150554.466174,408576924.191951,420727313.06884,419505911.757112
877.889465332031,1.9678503,NA,NA,NA,1216417.87935808,NA
878.507751464844,6.4887935,1502705.78900871,NA,NA,1386490.93773498,1258008.48384567
878.532165527344,3.5886382,1973276.54759727,2260848.99090899,3395116.9642917,2424876.68459099,2724827.4968175
878.572265625,2.6593811,NA,NA,NA,NA,1201049.76928557
878.573944091797,2.6637166,13503970.2506773,1259373.94583803,14341006.6752029,14107697.7153131,14668281.0635131
878.591552734375,3.5367728,5732046.39274085,5298308.77918874,4816276.06341976,5870015.65125508,5650138.97326692
878.626495361328,3.9300907,2822467.64904188,2064379.27026356,NA,1366502.47165857,1500052.65548962
878.6474609375,0.82680448,371999.382873452,331541.236592351,369307.155973941,380320.621073848,798302.711407172
878.654418945312,4.202393,3518050.132315,3720879.73447349,3611879.73621484,3518372.72210551,3658909.18079964
878.689453125,4.768592,3224062.59152491,2310111.72810543,2681813.20397101,2819019.08470293,3639208.85442296
878.703186035156,4.36014435,136465714.082301,144702009.157016,140830631.30707,131578595.072974,1405563.54117563
878.710388183594,4.49413455,2467494.10615367,2518400.67303449,132742320.542425,135204830.666319,145182555.242892
878.734680175781,5.4644414,17727872.5118746,16859557.2896353,155404062.345377,18860678.7277732,19948340.8234434
878.804809570312,5.6503013,NA,NA,NA,1668409.70953104,NA
878.81494140625,5.8318258,137465080.992586,137627440.21978,134014293.143389,127810230.22436,129767626.403359
878.822265625,6.021995,396892654.965698,385172585.226758,397382639.220164,387229821.747515,384497772.748531
878.937622070312,6.4671739,6405763.63323199,6033744.81432621,5040023.28640839,6210689.19905809,6449958.00583052
878.997192382812,6.5147288,1366241.04981342,NA,NA,NA,NA
879.535980224609,3.60593515,2137287.56533389,NA,1584019.4093848,NA,NA
879.577865600586,2.62480875,7729961.02923677,7616297.31980523,8578462.32782979,8488539.74349401,8813363.320794
879.595489501953,3.53246085,2631835.09193682,NA,2688310.64842932,2690014.92025387,2006116.15175166
879.651458740234,1.14016755,NA,356003.89287729,NA,NA,NA
879.704040527344,4.3623035,27257200.1406922,27793007.2951368,25215161.8174776,28463982.2460382,27796901.6961598
879.714416503906,4.59569585,78254725.3497272,76350021.2369252,77250631.0885085,77386746.0172347,78822576.5712461
879.73876953125,5.45581,50042262.2003734,44234525.7038686,41169064.3267184,44454498.2603698,51021063.2035196
879.745971679688,5.65030125,1066812842.15126,1086027747.07881,3001542.81656305,1086554185.12205,1065063650.40179
879.816101074219,5.8275038,24711703.3126706,26785356.6352684,25512037.2432955,26699361.5791559,27739296.3531835
879.826477050781,6.021995,241505346.780143,238801831.516318,243550045.665345,236003856.342152,242880575.623147
880.513427734375,3.1650832,198344.736806401,1164329.80030755,2366198.54437453,3203268.77231051,271730.933529886
880.544952392578,2.9943542,2271561.95403956,2271816.76997035,2707255.72738772,NA,2104169.32059543
880.579971313477,2.78040745,9827301.02505665,8372412.45004391,8365270.76104054,8384921.42742296,9489443.00251834
880.590484619141,2.685323,8077516.35423432,8575986.40868379,9166252.40260212,8833149.04657223,4146847.13423325
880.608154296875,4.0856954,3732570.96831226,4034436.48833441,3956673.01980221,3157274.64763337,3477072.20314859
880.622161865234,3.5454168,NA,2587561.76402494,NA,2660250.6055189,2249360.80445682
880.642211914062,2.1450529,7030185.8237372,6914978.72283449,7084234.23469735,6599633.44213988,6761698.13486907
880.671203613281,4.5567989,4669909.18779037,5638786.03877266,4659114.06259445,4035358.77085539,4833087.09484988
880.708862304688,4.362299,3996585.68469752,4003048.28752312,3913579.89757518,4838549.60459677,4334274.63129896
880.716857910156,4.593545,49181137.0435763,46381523.5972787,50507582.4817123,50496622.8892161,52199679.7843681
880.7255859375,4.937154,16164200.8959243,16243095.5051487,15114927.6842585,14860622.1692248,14016903.1336403
880.741394042969,5.4514747,7750166.15258866,9890246.59315043,8407691.56804805,10426235.6033005,9377963.58042526
880.751708984375,5.6502967,635920567.313941,658807811.36386,636786698.65481,649363114.288712,644900586.378962
880.822067260742,5.83831355,NA,4311977.93207379,4095355.01586035,2971159.82461238,4252597.27837946
880.828979492188,6.0176844,74213993.616083,71291217.9403383,74370865.8548954,76852211.550273,73437790.5182145
880.839599609375,6.1343817,47553432.4855531,41363403.9907994,47352425.8052807,45740644.2859116,47157086.2802909
880.888687133789,1.99378545,NA,1937751.38429991,NA,1614223.0772654,NA
881.036254882812,6.4974422,4074448.38601102,4403830.51745385,4464919.80235723,4117459.08622046,4528495.83897263
881.492492675781,2.789054,1554656.10086082,1652350.63372247,1255054.74513177,1395246.63340012,1570875.30872007
881.517166137695,4.72968845,450470.631129623,592215.294287202,537685.226094514,419998.248040428,557528.88139304
881.520629882812,2.6550729,20281382.665743,20307847.5235151,20554987.6806449,20349732.6002723,20436765.0887589
881.597900390625,2.9359973,3206662.88308904,2457727.02451882,2554232.74366228,1457643.45798693,1545998.64655312
881.601379394531,3.6059387,1849245.99736388,395775.79023722,2230537.65520447,242891.11503457,252660.17931689
881.617263793946,3.2061411,NA,3141478.44727538,4444148.46647607,5637478.14676708,3570984.49044186
881.643615722656,2.15153595,857821.857663003,2342400.99137315,2840815.84754409,3436452.76506488,3048135.99155437
881.671661376953,4.5481595,NA,NA,NA,2885381.13434097,NA
881.720886230469,4.59354055,9890426.42071241,9779347.17785903,9419770.66013549,9824254.39775116,10348358.9039467
881.731323242188,4.8161334,48257194.6583053,53196040.5643628,50122257.4788773,47281464.958701,46453138.6403912
881.752410888672,5.6502967,193361539.40369,178347841.672481,177344631.588775,196286911.506071,191548717.549424
881.762878417969,5.8275108,1978410780.51481,1983917636.37307,2002255100.20785,2009180218.04244,2006900866.95378
881.833251953125,6.021995,14548210.2278992,15273742.076689,12353371.91781,15581596.6923136,15824389.3973407
881.843566894531,6.1343702,27929177.016349,27935282.8977931,28263653.7932082,27280112.801345,27024362.2350221
882.519104003906,2.9316798,2632957.86475266,2903236.75773813,2476710.60623334,2311052.08295522,2258169.4636772
882.529602050781,3.17156565,10724370.784934,458443.193231822,476387.307952988,413342.339332454,9579017.48192343
882.561279296875,3.9387419,5005451.47543369,5078321.44404468,5018724.94528594,5658015.24704925,4394781.84227229
882.582397460938,3.1585933,1828881.15339291,349581.452787177,4046424.83096101,1807189.20275381,385312.334965614
882.585815429688,2.88630555,720129.61205686,2142266.66503536,341908.329862429,3574750.95967632,2766710.11074206
882.605194091797,3.0116427,7788439.9231278,7084397.49403257,6433598.04341792,7031136.89825347,6966543.86939738
882.624374389648,4.2088722,6722323.00073163,6896961.87491096,6732121.74774804,1712343.20725745,7215664.49265545
882.638671875,3.6621234,2553982.05502404,3580158.60424766,3095666.51657286,3196696.63374142,3220320.50486007
882.684417724609,4.437944,3343178.95027573,2742923.37414562,2725332.59241865,NA,2649087.39235594
882.730224609375,5.06465105,2965937.61774174,NA,2640503.29816703,2995560.20723682,2935229.95147649
882.733703613281,4.8161309,14566455.9988219,14486676.3126338,13517832.8023656,15111598.7372982,14472314.0364244
882.744262695312,4.6648566,5523888.96807873,5256836.4595412,4375750.33941768,5473954.78233209,5738447.99839877
882.758026123047,4.9609257,8655226.35011875,7455232.94481405,8011665.7354721,8272554.5229699,7502135.56198685
882.765258789062,5.8275083,1205168975.76905,1206836343.61155,1222083837.17085,1194564764.19501,1214039716.73875
882.846313476562,6.1386928,7944803.97113157,8794407.53202361,9800796.54138979,8057488.78346998,8358362.88938327
883.505065917969,4.7772359,3987979.57055734,2944592.85864446,2882482.09933407,3875398.52829525,1707368.63529788
883.529663085938,2.65723265,2097439.70459776,2276492.49893625,1951468.74502912,2111922.19267998,2187142.48395995
883.533203125,3.1650747,NA,4345154.88927216,1813338.10231247,4429266.6212893,1160860.44276901
883.56494140625,3.9300863,NA,NA,NA,NA,1876631.53643061
883.586120605469,5.5422524,784748.844188906,350719.82354004,1354872.72638907,1754603.97431289,425287.122850955
883.589599609375,4.6389193,3319945.90398655,NA,1889323.40090307,NA,NA
883.607238769531,3.2255915,3207288.45407008,3073627.43384381,4131507.42235143,3278773.95270488,3628054.01649731
883.610717773438,2.7976893,8439384.28703667,7834292.96826163,8000469.09669403,7260961.45270208,7521641.74386924
883.624877929688,4.2196777,NA,3367187.00858681,NA,3679732.08923742,3457207.44331012
883.720092773438,5.7497013,7017369.29248782,6535402.76694849,6463765.91584563,7682539.95474468,6010657.67132097
883.737609863281,4.8247752,2424463.89547312,2702673.98910287,2812236.06783708,2964288.47265601,2376652.69871744
883.748260498047,4.66917205,NA,3171902.5209317,3366838.79979111,3607349.13540499,3311429.57143161
883.758850097656,4.969562,4064329.13087606,3749887.51517984,4456123.79256525,3865165.61203385,3850224.72153712
883.769195556641,5.8274994,375806898.278529,379381122.85918,367233055.867193,349065376.528369,380320153.621721
883.779724121094,6.0176844,1129899528.33845,1148238326.34969,1115207065.80276,1102785232.33528,1132057232.40978
884.551116943359,2.536212,NA,6725971.85269952,NA,7488620.16347924,NA
884.559692382812,2.6204957,NA,818195.058139499,NA,NA,NA
884.598571777344,3.2104566,111512000.213944,113099744.253775,113720540.353137,497119945.678968,164450233.993326
884.715026855469,4.4962938,NA,NA,NA,4147947.30183375,NA
884.736206054688,4.0554406,11764487.675676,10848525.1717748,10715909.302255,9911722.20911979,11415828.8611768
884.771423339844,5.8318213,73153765.0523238,80703703.8463982,76238878.8211303,76742879.2921483,77460953.01004
884.782104492188,6.0176844,727937668.652522,723520553.708935,718408558.512351,695460403.319619,710531046.117188
885.553924560547,2.60752045,4199715.08156241,4427123.73785421,4338773.07259545,3696189.43698601,4513910.05142195
885.602172851562,3.2212693,55032732.4828973,178895861.414665,48358128.7510879,101679709.96956,59910888.7561093
885.6796875,5.0624947,257362137.673489,267286172.391344,256407571.133536,257837069.241392,261289182.899049
885.718994140625,4.483327,2868502.93280024,NA,3376855.64854197,4350520.43295636,NA
885.736633300781,5.9355628,5676904.45123845,5856125.45338875,6405318.06982967,5070837.26843175,4762322.16586837
885.739654541016,4.0489493,NA,5218260.84437401,5614664.20224831,5616650.07380756,6170937.13973212
885.775543212891,5.8318308,10476586.8421701,10955267.5844917,11574588.8730314,9438397.35517039,11102893.0256419
885.785888671875,6.0176817,223759539.596775,221365067.281279,221627571.847339,221040496.564931,215058569.894452
885.793273925781,6.1386928,131589689.6886,135087421.197874,127251337.526683,129257910.139395,130473143.250037
886.515380859375,2.8841367,4940230.32887164,4759265.56658624,4395895.91441127,4566044.98657605,4464554.79437223
886.558166503906,2.6810052,5653986.99846538,1061031.64171717,4857530.73793013,5082208.92415316,4580830.25507669
886.565002441406,2.7933788,2071525.70444783,2127467.1148591,2184174.95492296,1999510.26598351,2198598.01350198
886.586334228516,3.7139888,NA,5021046.55256663,4457272.93806382,NA,NA
886.607421875,3.21478025,16350986.2046571,31103568.6358741,17054735.6935609,32351395.309809,16552367.9745975
886.680145263672,4.8096514,4893772.6909905,3997052.51945656,4748203.22412305,4273166.65210385,4160510.67273692
886.703247070312,3.0354153,3875629.49234699,3540375.03173578,3678717.78728605,2984107.63765641,3220384.10178824
886.733947753906,4.8096475,5900880.99458473,6445827.06680157,1755956.62714963,5348138.25650134,4169667.68974042
886.7421875,5.9312418,2088439.37441104,NA,NA,2989297.59069506,2108192.72062651
886.752319335938,4.401211,20922764.8234438,20549155.8043399,20350131.2753047,20759667.9295118,22888485.9072324
886.788162231445,6.01768535,47477149.5019271,46451220.7305668,2223376.65456945,46471624.5818553,46543602.359723
886.798614501953,6.1343817,70779065.6402282,78167167.2594216,76759973.5762677,73195120.1673089,80553134.2558701
887.05078125,6.4974288,22104618.8611154,24035097.9176631,23257055.5096725,23095352.4472471,24494478.3833241
887.518798828125,2.89278665,1835592.35815332,2040903.98989162,1794903.28816453,1806154.25501758,NA
887.561340332031,2.6766788,NA,NA,1040165.07413935,1109380.85211742,1198143.85736185
887.56884765625,2.98787515,1145652.82543321,30997123.0666839,32897369.4849896,1007864.3173768,990480.39413063
887.593139648438,3.7096708,3914971.10234473,4495467.69873001,4468079.78795818,4604090.76061988,5047985.88516149
887.607482910156,3.2601613,4457924.4003183,2396676.03562292,20083196.4415681,9459537.7948174,3140099.13497127
887.608978271484,3.6405129,8639805.71655786,6804451.97423855,10728631.4561816,12528141.5389695,9595726.47693146
887.682067871094,4.565439,NA,NA,NA,NA,1969972.18301172
887.685424804688,5.0624947,56252389.5868262,57617213.2123776,54706174.1506766,54463781.9396928,58404220.484942
887.706848144531,3.0527065,1608587.15490554,1575600.68342455,1548329.8539599,NA,NA
887.737365722656,4.8118043,2668830.74971491,2797375.81462245,3493687.15310195,3178294.68385235,2370430.2559309
887.753295898438,4.3968757,11153717.4871367,10754060.7008905,9866313.44935708,10865900.5707421,12422262.2755983
887.792053222656,6.0176817,6082388.19438182,5614557.69127503,6557333.41390919,6490951.95338208,5328072.00652738
887.799377441406,6.1343702,22077802.4182575,24528299.5296623,23446451.905832,21610968.3026576,25042265.1501359
888.054870605469,6.4931108,4948124.06671003,5694296.24617256,5485456.14630353,5100316.83513482,5796154.10014388
888.509643554688,3.4330549,NA,1554401.5938453,1856615.22726975,NA,1799698.35347063
888.530914306641,3.1369806,NA,NA,NA,1146865.41889923,923935.239570279
888.566528320312,4.5870625,NA,1816177.60873687,NA,NA,NA
888.573913574219,3.0008423,4514475.2218918,3967700.55305816,4809130.54160269,4580601.67837648,14474472.9106308
888.612670898438,3.43520745,423000.937542445,380621.331418786,490441.347449019,1846953.11779687,2104056.17770171
888.630493164062,3.5194934,5750118.01047114,6435085.75267836,6541392.05142598,5900726.67017607,6577646.38143506
888.644653320312,1.9591971,1195582.76193853,NA,1010439.95550347,NA,1410414.26374022
888.651733398438,3.8695891,15406335.7890291,15098261.7704881,15681765.0643161,14719501.9181295,13958679.9627027
888.687316894531,5.0581728,12065989.6020252,11381227.4103806,12268330.8987433,11668261.8553121,11826998.5954416
888.733459472656,4.7340018,10973993.525227,11889688.9700096,10944811.9770846,11494885.1241348,11130364.9153676
888.758499145508,4.4055302,3579121.51299152,NA,NA,2449897.34588291,NA
888.765594482422,4.5395151,4871160.6720896,4841322.37035565,5230887.42124166,4720017.10864088,4922258.42931171
888.8046875,6.1343817,5427889.16165926,4910186.11075767,5363672.52582976,4932748.47603826,4907479.5714611
888.808227539062,5.7410706,10308306.3170572,11824317.1316442,10085672.644851,10984442.4102578,11129493.3410374
889.555389404297,3.52165355,8389187.22244345,113135025.706812,68918231.6861641,16259734.7740365,128501444.95512
889.633697509766,3.5151626,3726665.85410832,3875899.12646475,3985496.12481637,3327428.88906703,3872835.20648428
889.655151367188,3.8738987,7792717.14867506,7918865.55304348,8079949.40146446,7485142.74190943,7616771.11100336
889.658660888672,4.3817593,NA,3107209.10024102,6962881.32687264,8832741.10219885,4467106.93257638
889.680114746094,4.5351973,4509303.04487093,5049166.55950179,4279363.94592545,4955954.69494459,4625279.81831898
889.736328125,4.7340018,5826875.57116053,6495591.7225555,5496284.4211817,5636280.50076544,5793404.71386336
889.769104003906,4.52870295,NA,NA,2480714.62075228,NA,2766009.17437803
889.801208496094,5.6286908,3961509.75708039,3954692.66079995,4106611.49000327,3646909.75298891,5180048.71692412
889.810119628906,5.736748,5897660.53850868,5737639.0104452,5703159.94562869,5696874.69866924,4854888.1689913
890.557098388672,3.51300345,71682655.5783096,NA,56752054.2612269,27314941.7004389,62319219.7599435
890.560241699219,3.6080987,4132725.80154193,7396301.97930674,40365824.3892063,3649230.40917749,4406198.76242561
890.589538574219,3.4114356,9994690.51492893,9899288.65691085,10605842.4207401,9963166.28771658,9759756.92334046
890.628234863281,4.1289158,9901600.4998685,10173863.5881105,10974250.2304987,9893355.40047407,8758096.02488438
890.642486572266,3.2450383,NA,1762901.04434718,2324264.31285824,8493758.92460122,2239011.28612229
890.645385742188,3.5713629,1692112.57114501,9630040.22546886,11388866.9406934,2115578.24188322,43170186.2983312
890.662307739258,2.11695905,8676879.29494142,NA,5290667.91196405,9558313.43167309,4684724.81427261
890.663879394531,4.0640838,2117323.21788056,2318631.25792481,4231818.33616913,3644137.21331795,874630.018649818
890.681701660156,1.6264022,1245371.05969866,NA,NA,1347164.95831293,1335049.63901672
890.710205078125,4.5135824,13428290.6484626,11742918.2089937,12284600.4373586,12004265.1653861,12682384.9020133
890.749420166016,4.83125655,2200327.66878748,NA,2492799.2882773,2056923.03761531,2494695.78789564
890.824340820312,5.9225956,13620164.7662603,12946167.5974037,13841121.0972694,12773974.2067677,13355111.2679485
891.483215332031,6.51472615,729223.053504989,616872.572575381,959298.701161707,NA,1213988.74989644
891.560348510742,3.5929628,9613194.52274319,799219.7426049,726020.269894032,9141282.57361829,1583004.1733678
891.563415527344,2.7804141,NA,898538.277440247,1174178.10725971,727952.015493516,NA
891.595764160156,3.4114311,5101623.70434694,4427727.54063342,4531418.91940277,5399660.30848746,3979778.97376143
891.631408691406,4.1332377,5145024.64269018,4908648.69331856,5108151.12807827,4546595.04884681,4766635.01621477
891.638549804688,2.7717563,NA,NA,NA,NA,2134325.96951848
891.648941040039,3.57135815,4717217.80215872,1118413.21975205,1148552.97327459,1762515.64683779,1264876.41424303
891.659912109375,4.07272655,4801995.80379636,4675450.93072389,5156888.63361729,4180583.81641409,NA
891.666198730469,2.1018314,4512555.13427755,4535035.05851757,2511264.3464698,4257407.67332419,4468349.98159264
891.692077636719,5.2656347,3051888.72536441,NA,NA,NA,NA
891.695495605469,4.8161334,21464229.6876769,21713532.6051349,20449453.6024631,20762089.5623496,19571852.2326587
891.713562011719,4.5178958,6749927.49278865,7474909.51619348,8448938.78557262,8678227.44937221,8263648.23254212
891.724304199219,4.8982513,NA,2021641.64723196,3524037.38371373,NA,NA
891.745727539062,5.5595319,14425848.0296277,15172857.8069434,13929529.304487,15385718.2379119,15328823.9860745
891.749267578125,4.8377459,NA,1287647.93073864,NA,NA,NA
891.817260742188,5.8404746,2755315.53361219,NA,NA,3113353.32872705,3031332.16686017
891.824401855469,5.9225905,7567619.65881301,8230503.21390952,8567478.77011426,7263197.035966,8559094.2563861
891.895751953125,1.9851434,2799989.62107058,2318574.44511675,2410330.46648755,2329406.21547571,1598647.82233903
892.148651123047,1.99810655,1486743.12306507,2680727.8055865,2148345.59178394,1791735.65849259,NA
892.396423339844,1.9937876,NA,981229.428840379,NA,NA,NA
892.532409667969,2.9619432,NA,1519075.33679409,NA,NA,NA
892.564697265625,3.53462415,2347723.66155056,1698021.3711135,4414694.98723355,2557334.99934713,1996428.79619701
892.607604980469,3.7269593,123492604.140013,125037594.106576,121525753.21177,125361560.044305,121376615.537404
892.625610351562,4.1462053,NA,2471914.12589827,NA,NA,NA
892.643493652344,4.3709519,3123366.82792142,3743548.27671322,3611420.27148283,1225937.06992463,3576298.60067902
892.651672363281,3.5800028,6188854.73057944,6109104.87618898,6354396.02801515,5814089.81440165,6230515.46623743
892.661209106445,3.6837358,5921863.87727841,5633286.42436742,6527167.59383679,376210.722335672,5944553.2657776
892.667373657227,4.36014435,8090427.41125996,9803344.77321596,7233568.24606934,NA,7805379.05359044
892.683044433594,4.3320556,17959740.3465742,14255933.8021458,16311995.3655811,16148044.4708107,18038199.1218349
892.697235107422,4.81180775,7571671.14418794,10932119.9801513,10111473.4783672,9174614.97953147,NA
892.718597412109,4.5243853,NA,1779749.73582617,NA,NA,1929855.27779158
892.725769042969,4.8377417,9418254.03666803,8896239.73935864,10675936.0057276,8809465.63024533,9558851.17062155
892.750793457031,5.5595365,8660695.68791294,9516327.96200249,8945145.12406201,8605631.94608867,9993701.5611522
892.837524414062,6.0868384,7523594.63718086,8296822.05005735,8220501.47995008,8657691.88240255,8337264.99942148
893.567504882812,2.8149779,NA,NA,NA,NA,1296105.52849905
893.610534667969,3.7226289,62803768.1028135,63101535.1952192,61401296.2096089,64255172.2179591,65062266.2393213
893.632019042969,4.0208599,5678455.81094869,5811129.41480587,6956759.0320667,6285731.67537508,6230292.32084456
893.646423339844,4.4833301,8161304.53403783,8024103.15914287,6922425.27608998,7347510.13091243,8295394.2868459
893.653625488281,3.13049735,NA,NA,NA,3111118.5448482,1716374.88351824
