"mz","rt","peaktable_1_cd50ccb78452ec991ae0713c06eaa2e2 intensity","peaktable_2_1ce76f90ceb7b6eb61e97d80bf2b2758 intensity","peaktable_3_97941a35a927156f25f13ad8bbe6abfe intensity","peaktable_4_bc2c8b6bf21ec6153e480103a3c1b008 intensity","peaktable_5_b6fd2837c88205e51932742f87fa108c intensity"
980.20166015625,0.67063986,3286556.21258213,3255392.06210817,3255691.64337535,2988970.2081258,2825296.69989983
980.371398925781,0.67939408,741612.677988831,732020.417316435,837737.794199853,674108.753947249,706584.198342792
980.44921875,0.67187071,2249324.11659562,2074828.15498351,2209607.36327153,2153971.27155401,2006463.55861425
980.69970703125,0.67046936,3034098.58757474,2993049.62527882,3159683.80455746,3270978.42143404,2986972.21741579
980.732940673828,1.2741175,NA,5013560.82939188,3907905.44846863,4613449.94625229,4241250.04511644
980.761657714844,1.6061959,4198930.24481494,40254162.2210654,39811599.6189743,48003476.588936,44174884.7777449
980.882568359375,1.9297536,NA,NA,1108409.31147633,NA,NA
980.943664550781,0.66840834,1106382.67729152,1255838.96612871,NA,1129836.87719,NA
981.198364257812,0.680499935,NA,NA,978804.332388381,971884.640726513,NA
981.694458007812,0.69350639,NA,948724.042528949,1055100.81774059,NA,1023759.87147026
981.703887939453,0.68937893,NA,NA,NA,1216920.46096592,NA
981.736389160156,1.2719043,NA,1401575.07892294,1191279.31794788,1364492.08729509,1382358.57473072
981.765258789062,1.6074065,NA,26369148.5415889,26318322.0026076,31490689.3570178,29247080.2889106
982.21142578125,0.70942991,1638261.76768471,1784296.57661647,1752244.77781283,NA,1868976.64327648
982.462738037109,0.70907646,NA,NA,NA,2779710.68823255,NA
982.712707519531,0.70780256,6191276.44934206,5940577.42636669,5783568.31559851,6116826.74313667,6257255.41293932
982.768341064453,1.6073275,NA,8440328.85145165,9326027.4440256,11038980.097117,10469864.1080552
982.957641601562,0.67818659,6020522.64742102,5921347.8056694,5793330.90931921,5792764.90175437,5557077.47705521
982.988433837891,1.9868494,NA,NA,NA,NA,3904987.2108563
983.207763671875,0.67843628,5977600.69404988,5335598.45365853,5253570.91641333,5536100.87712171,5509669.32231606
983.384460449219,0.6969143,1735006.36088369,1611534.29839841,1733267.43654449,1818111.36926725,NA
983.458099365234,0.67818659,4464459.00576736,4322992.99171345,4259431.61486686,4650202.09669186,4386675.33314996
983.701843261719,1.5703475,1532919.63839686,12517090.7097993,13335959.0576485,15484829.2799833,14443961.0489319
983.708862304688,0.67935137,5275679.6916395,4829032.26345567,5145591.29216585,5155013.10688483,5316657.47667177
983.955017089844,0.67703534,2469707.85933129,2495742.27772839,2459483.75761503,2288946.57629219,2455671.86786608
984.050720214844,0.69248269,2160488.30217052,1814500.78347955,1784342.68782109,2210071.13627581,1987993.55136705
984.198623657227,0.67767476,2083407.07568812,1828752.47470445,1558043.65953533,NA,1844272.38398722
984.203918457031,0.68062484,NA,NA,NA,1645967.62067645,NA
984.377990722656,0.658496065,1970803.6845651,1947379.12537809,1838226.09857439,NA,1902811.72589125
984.384887695312,0.69594516,NA,NA,NA,1667750.70567366,NA
984.447326660156,0.67818659,1318153.33422938,1465705.62830398,1358766.53177506,1332218.40185498,1425326.33827375
984.693603515625,0.67939408,1198140.6982744,NA,NA,NA,NA
984.704956054688,1.5681476,NA,8468797.15362078,599277.401621193,1473645.98812747,1377235.44927064
985.038787841797,0.65848961,955976.756408214,987177.654244956,1081302.22909753,939238.809455598,997196.260420755
985.367370605469,0.65965413,NA,601676.020838121,NA,NA,NA
985.373718261719,0.66609224,NA,NA,NA,NA,691894.466080188
985.716354370117,1.606816,1305591.63783573,1681581.51387759,712887.798006385,1340948.72522649,668183.954416848
985.788299560547,1.4010683,NA,1462530.56718319,1318539.19522556,1413715.32533691,1316446.34684904
985.96630859375,0.71874522,NA,1872023.49697184,1783350.51459273,NA,2088266.14220801
986.216735839844,0.71655671,3913758.56659725,4838119.30923423,3987012.61770289,4293135.80691209,4221504.89225791
986.460998535156,0.68719043,5782301.93391011,5507554.74028692,5301748.5706893,5262988.2728891,5323296.71410871
986.712280273437,0.686553755,NA,5222457.91518739,5359333.7551063,4854434.66710019,5580728.71800722
986.720031738281,1.6074361,26932933.2649589,175026549.164821,171242723.346625,197701832.865787,196245931.121578
986.961944580078,0.68797773,5134657.3795832,5253151.91439213,5167494.87046637,5322405.7979855,5043408.70537959
987.000854492188,1.9978723,NA,565444.470276863,NA,575259.937646629,NA
987.211364746094,0.6857895,4794715.23514079,4742867.41998336,4738459.51222282,4961295.3012949,4855832.98887401
987.458618164062,0.68591708,3037410.65491416,2629829.59388915,3105998.26801667,2679271.88916951,3107139.154826
987.696319580078,1.2354284,NA,2022150.49560075,1804194.15503062,2135367.52525491,1872631.58735059
987.711547851562,0.66311634,2817392.54049054,2880348.31507798,3167885.23823273,3009638.59389672,2924616.68436076
987.723602294922,1.6061959,9457236.30931622,60215594.8864114,59112586.7956748,69610454.231718,67901301.7992719
987.766662597656,1.8642904,3325524.00600871,3604493.13906423,NA,NA,3601615.60363521
987.950622558594,0.68475216,1433406.19038857,1435488.99297397,1756498.1363919,1593868.37069834,1700703.9409417
988.053833007812,0.70347968,NA,NA,1500071.07532967,1571929.38222954,NA
988.062927246094,0.74050323,NA,NA,NA,NA,1673427.38660121
988.202453613281,0.68591708,1803107.23607476,1743334.64658125,1948716.98216404,1520084.05245295,1577203.97653915
988.388977050781,0.69909093,1799972.72305664,NA,NA,NA,NA
988.450561523438,0.687669285,885002.666733639,NA,NA,1035760.61117953,NA
988.700744628906,1.233424,NA,1256021.74718194,NA,1130432.26139808,787571.738378858
988.722106933594,0.70663764,NA,2684789.99350811,2669144.78744166,2618060.26540122,NA
988.726776123047,1.60292085,2368314.44934462,14863545.8433807,14285966.0758587,17131217.0388472,2058669.72833414
988.771301269531,1.8640972,NA,NA,2304947.35519696,NA,NA
989.048400878906,0.66968237,2357946.15204134,2147750.53590207,1981442.36636426,2026615.6605352,2209575.99147609
989.381469726562,0.6694324,1605895.73702502,1716226.60485354,1624934.14099723,1540776.76439192,1777197.63974249
989.470092773438,0.73187697,NA,1290277.24221261,NA,NA,NA
989.711517333984,1.27310545,NA,2387334.72027076,4718241.30323457,5592096.21124402,5545961.60600804
989.715850830078,0.69788344,4315417.86578189,3936875.0989141,4473322.98061628,4102295.61916283,4137229.37198183
989.729080200196,1.60620365,NA,2524389.29460441,2620156.25307547,NA,NA
989.965209960938,0.69350639,5092887.89242751,4618250.27590958,4581334.4396307,4537288.37590138,4415379.98637228
990.0380859375,0.64098128,NA,NA,727263.625998339,NA,NA
990.046630859375,0.65374672,788134.428217689,814208.984168584,NA,754027.608131064,795015.925251187
990.215179443359,0.69594516,5560326.27240758,5945950.85277785,5754219.89776934,5602405.10123653,5558062.74434044
990.465515136719,0.69594516,5555409.40962158,5545907.89620899,5789075.27870884,5511422.54268532,5536834.83174156
990.713806152344,0.69594516,5029814.26870972,1915733.50850597,2607719.13936023,3589996.54771579,2936712.96832383
990.960998535156,0.66724384,3433127.4605809,3525857.71149458,3162237.92089204,3468774.56617241,3404119.10067718
991.208068847656,0.69454371,2782137.2927126,2438774.9597596,2506945.76653084,2550552.05999441,2276221.66630438
991.455383300781,0.69350639,2041591.59200652,1706678.11617794,2159516.82536507,1672197.47851751,2258285.00642043
991.699279785156,0.69673228,1660517.04174447,NA,NA,1273893.19734641,1849000.54266825
991.713287353516,0.69467129,NA,1411497.92262059,NA,NA,NA
991.724945068359,1.35297495,NA,NA,763240.865129465,772698.932696273,NA
991.798431396484,1.9188112,NA,NA,13530828.2556394,NA,NA
991.951385498047,0.68378275,NA,965223.671619675,864179.892852855,1020354.90467722,1229249.40596281
992.733642578125,1.3627846,NA,593467.880177093,NA,NA,NA
992.750366210938,0.69673228,1950182.0032185,2175868.08695094,2352709.94318804,2214545.29101948,1939461.70411227
993.017120361328,2.0041956,NA,NA,NA,1375501.48136058,NA
993.219299316406,0.70469936,2285612.54555647,NA,NA,2371415.35968625,2407882.64668297
993.385925292969,0.67843628,1978110.17070118,NA,2155269.84636299,1910419.95213684,NA
993.396575927734,0.71649294,NA,1790962.02508484,NA,NA,1746344.18155142
993.468032836915,0.7067628,NA,NA,3427912.39548242,3393746.87333759,NA
993.710815429688,0.929332365,NA,NA,NA,859174.970981475,684982.5196329
993.716918945312,0.707823825,7156201.57956818,7325645.03643718,550086.526876448,7154625.7526126,6853210.36944923
993.74609375,1.44895455,NA,1293952.50954459,2226260.65359239,2325615.62573269,2112154.54896802
993.760345458984,1.5244031,NA,2840404.87005783,NA,NA,NA
993.813064575196,1.9356656,13308134.1614531,NA,13117503.9345659,NA,NA
993.968505859375,0.70444914,5510911.71647772,6087865.61230058,6324093.67155438,5883513.80638787,5436112.24000682
994.051879882812,0.68062484,2156749.58207536,1756045.47131866,1776068.12778608,1824503.70651347,2087535.9054977
994.214660644531,0.67282839,5426476.32435447,5151898.74514839,5961796.95525674,5375575.84275485,5796492.33326649
994.382507324219,0.67818659,1600795.50963315,1651921.31809175,1592175.98315535,1562422.18853611,1740148.49179349
994.464721679688,0.67599798,4014795.91796815,4499019.78154159,3670632.58520077,4195266.70478828,3698279.61892924
994.712783813477,0.678311435,4618349.60975526,4487360.9032422,5008846.27609781,606210.827494644,4730291.06805925
994.742660522461,1.3364667,NA,2057428.86744628,1689406.41454136,1735971.81286645,1662131.30152767
994.747787475585,1.4555981,NA,1981298.11394072,1470787.29558652,1836809.55565594,1574704.36440975
994.763824462891,1.5287801,NA,2021072.54404681,NA,NA,NA
994.796997070312,1.6468299,NA,NA,NA,NA,2164750.00744462
994.9609375,0.70110937,2684182.20568496,2277160.56286422,2082999.13759387,2082333.01754221,2337381.63941878
995.046875,0.650857475,802829.387090386,743234.222945842,NA,784324.816724953,728616.635413785
995.208770751953,0.67703534,2497401.8829278,2338346.94989301,2035354.07328,2156238.47905437,2223798.41340556
995.454223632812,0.67278541,NA,1444474.04829825,1197166.91545543,1329502.87265533,NA
995.459655761719,0.70548648,NA,NA,NA,NA,1107835.43841577
995.703582763672,0.67720548,1850816.2243381,1822587.97410644,1615272.32133991,1704684.79767909,1946989.21906795
995.7431640625,1.3407347,NA,NA,939762.759180071,NA,NA
995.748489379883,1.4468256,NA,565561.506808942,377162.596174099,537990.65657719,614755.473623322
996.720642089844,0.71564191,2023147.31176079,2068387.00111314,2052135.98205774,2133866.50443629,1806688.92014955
996.756546020508,1.30155655,NA,5495042.31400368,4562949.71462451,5100121.92611836,4658333.85295838
996.972671508789,0.716514215,2680789.21669588,NA,NA,NA,2576291.85301705
997.222778320312,0.71659929,4521249.40399334,4433078.01751144,4692166.42519567,4832203.16738865,4995944.13722904
997.398864746094,0.72535362,1282123.38234108,NA,NA,NA,NA
997.468139648438,0.68281336,5868756.02169472,5732722.75981301,5679906.12594764,5522353.0245881,5879549.94775358
997.679107666016,1.29824905,NA,1409062.85337529,1086919.44743105,1411056.8668132,1287061.50763491
997.719024658203,0.68500203,7484499.8225012,7332440.47285279,7186657.15756505,7241133.81241568,7187859.34355627
997.760864257812,1.33107725,NA,3561722.07802936,2621979.03240919,3059971.80850088,2747265.18791672
997.824264526367,1.78212245,NA,NA,4430694.90017783,NA,4984702.96373498
997.969055175781,0.68360063,4852837.95331172,4623936.55006906,4819497.88349582,4701060.08997898,4531911.38549497
998.056518554688,0.68797773,NA,NA,NA,NA,1871384.65289343
998.06640625,0.723655555,1908078.0675688,1735419.22353679,1638372.91537879,1978820.56265656,NA
998.217834472656,0.6857895,3580521.60136019,3723994.48731336,3311352.59673472,3479655.07270422,3408033.50791952
998.393951416016,0.690742235,2168677.92238353,2143434.60048167,2170013.07931385,NA,2255594.14710771
998.464904785156,0.68377114,2590355.50908149,2722277.15151526,2509601.74414201,2598933.52803087,2545888.607786
998.683471679687,1.2917354,NA,971708.408166001,819881.71538625,779371.572484733,703291.665382824
998.719421386719,0.68500203,5246895.2627559,5146633.96404945,5317465.06094207,5694978.59868868,5344089.49761866
998.762268066406,1.2730536,NA,885256.077035558,NA,NA,NA
998.958770751953,0.683685885,1597020.48390721,NA,1443302.56185785,1454975.42287264,1605814.47705096
999.05224609375,0.65750861,2061630.08153493,1926110.97510312,2108127.57693046,2100155.96270018,2036047.75456233
999.386291503906,0.65733806,1596729.23679181,1499461.22345172,1703720.92992639,1386571.49643207,1540261.80738711
999.458618164062,0.68154001,NA,842597.226850167,NA,NA,NA
999.696411132812,1.33337235,3554163.53178881,30816796.4466787,27770936.4027679,5726847.65569948,28279239.8220375
999.7216796875,0.68937893,1772629.41663506,1601266.57425617,1796993.22111031,1701466.53846313,1958472.45388479
1000.0500793457,0.67548595,694907.551905457,628925.059094893,677176.262625506,NA,664793.512238818
1000.47589111328,0.72439582,NA,NA,NA,1833621.86151879,NA
1000.67864990234,1.5703356,NA,3433583.64032512,NA,NA,NA
1000.69975280762,1.33334755,2365063.14075238,19294141.0832131,17998546.5540579,3665676.72938255,18781726.3641313
1000.72224426269,0.6935132,4041058.47649169,2877024.551707,NA,3795887.33210331,3136151.93601536
1000.72821044922,0.7241464,NA,NA,3813870.81714329,NA,NA
1000.97171020508,0.69350639,5329625.83653344,5115538.31022412,5243657.13376406,5126990.77636699,5289361.26474932
1001.01635742188,2.002432,2968730.87681165,3312451.2080699,3018791.22335335,2925537.65675189,NA
1001.22210693359,0.69471382,6310161.03291344,6264938.18135711,6061770.4177299,6025629.35440566,6062297.07203618
1001.47256469727,0.69029418,5099411.57877495,5215377.99014616,5626611.33881638,5186184.25619358,5306128.28721624
1001.69073486328,1.6061959,15739370.6158719,86031635.2742494,83484857.696098,94948293.7953269,91916789.3233475
1001.70651245117,1.3978014,NA,2284290.67224093,NA,NA,NA
1001.71154785157,1.32998295,NA,97344507.5208,42910777.4260107,75339413.395533,56611876.1313113
1001.72015380859,0.69248269,4974425.27057302,4480878.57287409,4381564.04980021,4677882.10093384,4697994.30740649
1001.8190612793,1.48630565,NA,NA,NA,384456.465279915,268959.532809586
1001.96954345703,0.68937893,3169745.86438738,3126603.97624426,2897467.4905966,3122252.41983558,2988879.25565935
1002.21527099609,0.69252534,3019166.1416221,2734116.61087931,2755221.37842389,2886817.40847962,2760801.738986
1002.40673828125,0.73629666,1040764.08849433,NA,NA,NA,NA
1002.46252441406,0.691442685,NA,1598681.94407959,1555520.07726048,1930400.41482557,1822697.2896632
1002.69418334961,1.6072189,10192708.8216672,56271091.8726582,56092849.3355871,62710495.6969639,59824441.3359505
1002.7092590332,1.3891569,NA,NA,714094.991668126,817013.838839436,966957.415497885
1002.71520996094,1.2731573,1667597.52056446,23387011.2768533,1743952.33428961,22058194.9412223,51730414.4716414
1002.95516967773,0.69685974,NA,1034315.40628365,NA,NA,NA
1003.0634765625,0.70342546,NA,2025616.3399668,NA,2185939.97177317,1703151.94646076
1003.20715332031,0.69813316,NA,NA,NA,701968.432079765,NA
1003.3977355957,0.69904837,2160530.81972164,2163482.79868448,1976099.79989733,2101060.55421904,1870393.40038042
1003.69586181641,1.6040072,4416896.80753741,24080311.3422331,22920069.8994698,26695346.3534899,26138798.3189269
1003.7190246582,1.3321443,2362884.08926278,22000440.5916807,18949699.7291525,20122711.7269937,2339440.87360757
1003.72430419922,0.69788344,NA,2407410.02527473,2532597.50209232,2158504.30821203,NA
1003.98193359375,0.74190457,NA,NA,NA,945896.498041196,NA
1004.05657958984,0.66724384,1637875.13392164,1698624.51366306,1838567.61819625,1811540.88981738,1865586.02019837
1004.22467041016,0.70329789,2767637.37119194,2589488.48163006,2783578.29574879,2934975.23594259,2257914.21032354
1004.38851928711,0.66724384,1512412.74067109,1215732.01945103,1325996.06822072,1510318.60349494,1509986.36277558
1004.4755859375,0.702267415,4467876.26336995,4656740.38951825,NA,4307204.13041282,4128113.52866422
1004.69692993164,1.6084218,NA,8135849.26943308,7766160.18907762,8926079.65592408,8670923.00548179
1004.70790100097,0.60487667,NA,577279.982798998,NA,NA,752921.919715546
1004.72286987305,1.3323078,514147.327272889,5541556.39041121,5177203.1543761,5188276.98021473,4856606.06102569
1004.7255859375,0.70127953,6788623.90886164,6463653.1617224,6726565.06463224,6428302.12297037,6210662.82320675
1004.97589111328,0.70342546,5965720.74025981,5730109.37421278,5602290.45545519,5550560.79734537,5731251.57570751
1005.05236816406,0.66403122,NA,394658.251883558,NA,NA,NA
1005.22216796875,0.67187071,4875302.84188602,4599592.69753497,4538456.88599729,4177061.36181545,4674150.14620152
1005.47155761719,0.67720548,3564307.49000111,3262428.96512661,3395610.86796922,3243889.66971785,3645811.27777729
1005.69808959961,1.6140324,NA,NA,NA,2273691.82374046,NA
1005.70727539062,0.932516225,NA,1846052.40020569,1155965.64396284,1717141.04626132,1441014.26189937
1005.71932983398,0.67484644,3350776.36957109,3124503.57250097,1914233.61251627,2082533.60592085,3023382.6013661
1005.96533203125,0.70226054,2025470.72655152,1971230.18328282,2115400.79142012,2040525.00179913,1964158.25401674
1006.21441650391,0.70342546,1132466.78518694,1311325.13615687,NA,1560989.22331448,NA
1006.21923828125,0.70110937,NA,NA,NA,NA,1294487.38346884
1006.46432495118,0.70119445,896995.407370451,NA,1196678.20771419,1113235.95358369,1142555.40048414
1006.71102905274,0.959873135,NA,NA,520555.2072013,826778.771613464,NA
1007.03280639649,0.77338504,698203.690315509,499285.088484579,NA,503231.524161411,488352.585499429
1007.03346252441,1.4796723,905057.467234594,344111.148986017,618154.89118116,729240.483971718,1131645.1527004
1007.40209960938,0.71222218,1553582.52973788,1332225.00573028,NA,NA,1474261.20224248
1007.41119384766,0.75284736,NA,NA,NA,1257273.69363477,NA
1007.73352050781,0.71659929,4141462.4061468,1097687.70031045,3860153.07005633,1103436.15970777,925206.798677485
1008.03594970703,1.9956036,NA,NA,NA,NA,3335146.39233998
1008.07049560547,0.71110666,1928930.80922488,1985533.26841349,2079115.56208572,NA,1789280.62913632
1008.22937011719,0.71320334,5372255.66685779,5249609.75082437,5064538.07336518,4898706.66697565,5004959.85623622
1008.39605712891,0.67497431,2472899.90607551,2320063.26576821,2424162.63301204,2160540.13478175,2114304.49955834
1008.47805786133,0.71205204,5605637.52218147,5577933.09757088,5470385.87350212,6142009.54796779,5567276.10116406
1008.72772216797,0.67818659,7457841.08663558,7048939.00634959,7458231.02604687,7884152.98776706,7940555.10592477
1008.73512268066,1.2476794,NA,865359.211575984,NA,745860.99600329,NA
1008.75189208984,0.62467992,546849.594097745,NA,NA,NA,NA
1008.79351806641,1.6074666,NA,NA,NA,4115300.15635007,NA
1008.97540283203,0.67939408,4110329.41692126,4200698.0428753,4080328.37723423,3979354.99282468,4187492.15815976
1009.05236816406,0.64560799,NA,NA,NA,951259.032024821,NA
1009.05862426758,0.67599798,1728951.9681717,1026213.45155824,1788717.07807558,NA,NA
1009.22399902344,0.68154001,3718958.47883567,3562568.10509908,3429750.38256793,3563013.70102552,3512560.60911007
1009.39208984375,0.64656582,1174264.54104633,1075427.80827107,1202498.5838835,1131662.38635526,1154662.08596267
1009.47198486328,0.68154001,2483707.57121803,2093089.63901291,2092350.5596072,2048718.50226178,2331792.05458587
1009.71649169922,0.70986358,3013698.46698147,677559.704115938,3448582.57123248,3257618.60405737,298795.917670757
1009.75003051758,1.1883744,NA,2038037.77434254,1704963.45544308,2151051.16404703,1970020.19102897
1009.78796386719,1.3232259,NA,NA,1384833.61027779,NA,NA
1009.96508789062,0.67939408,1194201.8908032,1403665.30087894,NA,1485089.92232422,NA
1010.21417236328,0.68062484,1217239.18577617,1107955.25303322,1214096.791089,1308722.58201454,1219075.40696568
1010.71337890625,0.68141244,1411379.86730608,1496216.15442181,1753867.85433222,1732752.30869363,1644798.36415858
1010.72589111328,0.547601705,615072.619538708,543414.13589231,515589.286460827,238226.962516003,639224.822622703
1011.23211669922,0.72531093,1239831.34268889,1445171.31994529,1212378.9957647,1547321.3053802,1057032.41352373
1011.48266601562,0.72535362,2251651.46264209,2185937.07293989,NA,NA,1807206.27280087
1011.73413085938,0.72633464,5161092.49474708,4819422.97253177,5209064.84622437,5555082.19768541,4697041.42282943
1011.80389404297,1.5408559,NA,2094223.44614179,1909970.05652794,2041975.91409717,NA
1011.97924804688,0.69156751,5406816.8656043,5683023.07711717,4991522.5483575,5513558.83628231,5210236.36076429
1012.07153320312,0.72487472,1182831.84916961,NA,NA,1169961.70535191,NA
1012.08319091797,0.76470489,NA,1178500.91315304,NA,NA,NA
1012.22903442383,0.68912926,6051541.07017544,5557805.78502582,5578382.02304734,6086442.94391541,5484196.111737
1012.40759277344,0.72956041,NA,NA,NA,NA,1355741.50551523
1012.47888183594,0.69033673,4838954.45881637,4782894.70319128,4979105.50997481,4774663.7423467,4782847.14276291
1012.73132324219,0.69029418,5831273.86661693,5795800.13230118,6009554.35031448,6123048.11039996,6099074.85980393
1012.8071899414,1.55129635,NA,1411423.80585192,NA,1397744.79188813,NA
1012.97698974609,0.68814824,2821184.42751875,2255225.87396397,2721204.12161707,2715978.21236129,2722404.77148518
1013.06784057617,0.68758408,2567274.99046825,NA,2476179.3474613,2266125.90160498,2604506.5593372
1013.07354736328,0.69248269,NA,2073062.10497563,NA,NA,NA
1013.22247314453,0.69016658,1927852.18127686,2120776.49590458,1954753.91523589,2045479.34485474,2230712.47006046
1013.40014648438,0.68500203,2544352.07676984,2130630.98282415,2221373.05978615,2295892.20268106,2280246.59538837
1013.46856689453,0.68797773,1694315.06623515,1541694.16163198,1610578.51197665,1504646.04525048,1391387.22374403
1013.7215423584,0.690805975,NA,2082326.62166447,2107473.84345668,NA,NA
1013.73205566406,0.68797773,2110339.08143941,NA,NA,1841554.19241194,1641419.75231607
1013.75592041016,1.2268579,NA,897007.87537659,NA,NA,NA
1013.81921386718,1.49061495,NA,3200865.33012309,4139406.48987848,4964512.75405275,4393570.18717073
1014.06140136719,0.65308842,1657810.00732978,1725488.12308091,1438247.45037723,1508714.93232383,1181910.88965952
1014.39453125,0.65655066,1128593.69930419,945103.696200324,868478.990712401,1088404.09538338,1024003.9174401
1014.73391723633,0.65031771,NA,437865.690875813,491295.647390533,NA,NA
1014.82318115235,1.4895207,NA,2253763.75022053,2681072.75475952,3062481.38634596,2756873.6028466
1014.98748779297,0.732907065,1409534.034723,1421856.6044688,1540768.6439218,NA,1238227.88280779
1015.23413085938,0.70127953,3470737.35472149,3105825.26651994,3302000.49767371,2962564.67948725,3137092.00294641
1015.48223876953,0.70032176,4979077.39004947,4815108.69756336,4572030.61712823,5041935.13652294,4786371.4220435
1015.67034912109,1.3386553,NA,5633205.74260264,4567621.15707234,4985909.45975306,4559071.94960221
1015.69018554688,1.2199453,NA,3255455.87112216,2045199.85106213,1005850.17839085,2332173.08506524
1015.73266601562,0.697517785,5757433.60313774,NA,NA,4451826.58910044,NA
1015.82638549805,1.4862379,NA,853629.31304046,880317.811944607,1071086.17210205,963233.01334071
1015.98278808594,0.70110937,5264692.3183554,5017048.23976625,4989274.99226086,5361408.19362588,5684489.13482731
1016.23071289062,0.67187071,5178019.99709484,4698004.45728819,5069666.90177473,5006553.3483398,5236021.60045268
1016.47888183594,0.67484644,3411481.40519577,2822377.36982402,3012443.14658143,3171331.75448217,3109778.97115475
1016.67498779297,1.3344963,553727.777332264,3928874.42575739,3515056.86373059,3158682.95565112,3169371.31311351
1016.67962646484,0.39173376,393887.757773307,570052.472657367,354753.557085614,599632.735699847,643800.363342949
1016.69473266601,1.21262235,NA,1907928.50604271,NA,NA,1092841.78176581
1016.73178100586,0.67187071,4160085.47507822,2729640.13370665,3470085.16124491,3586344.17794046,2925090.07311645
1016.97497558594,0.69813316,2071902.22301748,1704248.23948371,1682225.53119542,1832525.91199369,1839129.93191451
1017.08111572266,0.74067379,1238418.49887737,NA,NA,NA,NA
1017.22241210938,0.69467129,1955062.79035883,1784944.72427934,2021039.15025153,1943255.11794657,2132923.83848121
1017.40594482422,0.69690241,1678416.84314061,1903873.31660835,1871648.63085102,NA,NA
1017.41351318359,0.70032176,NA,NA,NA,1491529.3657422,NA
1017.4716796875,0.70032176,1005245.84226459,NA,888671.879724228,1024166.78289191,NA
1017.68493652344,1.3321443,2311557.35455209,15293710.0055206,13658176.1396316,14367615.0629178,13294420.493463
1017.70666503906,1.22886265,5534666.39149289,1885580.79453229,31661372.3813275,35670959.0008536,31898715.1382378
1017.73950195312,0.69685974,2983912.89550927,2208998.25216011,2641207.16312942,2649573.88609837,2732174.4130792
1018.07080078125,0.69685974,2333866.83787972,2463436.22371483,2246468.10219534,2474787.28175378,2403679.53614809
1018.40014648438,0.66609224,2386408.62047999,2712475.53489836,2266700.57822854,2448004.77069252,2370646.76917297
1018.4909362793,0.74558098,NA,NA,NA,924524.024901289,722658.734593
1018.68865966796,1.33110215,NA,9288081.10992429,8474062.7110965,8457651.93257531,8263009.6503543
1018.71005249024,1.22886265,3456135.39950583,1097036.98897116,19974205.8910418,22710069.5489334,21497185.8908466
1018.73663330078,0.70688743,4104279.32697847,3101643.82694907,3701884.81539579,3708961.37304867,3178856.54972146
1018.98635864258,0.70907646,4063259.07008418,3418088.26561709,3656133.05030381,3944564.57099402,3791028.71922924
1019.06433105469,0.66530483,1267777.62296552,1430896.64882596,1400361.33157071,1375951.6326921,1606789.72510577
1019.23663330078,0.70907646,5162083.68671405,4672563.90207458,5645353.56440574,4986177.88236181,4915857.87601201
1019.39379882812,0.66724384,806900.398246885,834105.985073794,925539.277307595,813256.991255386,915407.311990797
1019.48669433594,0.70986358,5210433.8647388,5467118.28671504,5722775.14622161,5675633.98476346,4846848.45338407
1019.68994140625,1.33211445,NA,NA,858591.190125449,3798199.40320101,3271410.86150371
1019.71466064453,1.2290469,1083453.01215619,11453615.0976746,7055803.88863396,8759861.92077802,8239510.98870037
1019.73262023926,0.679884585,5609463.73369749,NA,5464467.37961279,NA,NA
1019.73931884766,0.70986358,NA,NA,NA,NA,3094942.66836825
1019.77319335938,1.57208755,NA,6115384.44733208,6583849.44064857,7721085.53108389,7228948.26659803
1019.98223876953,0.67935137,4058330.08357253,3642788.2433702,3677625.25069879,4090822.43511163,3464008.59102804
1020.23217773438,0.67599798,3151304.53465706,2187389.11125246,2711979.61569531,2880287.99239665,2753867.18003096
1020.47906494141,0.70342546,1763819.31000197,2060056.3440115,1974678.04685961,2042531.84442897,1897244.94429025
1020.69323730469,1.3343873,NA,NA,1264683.07523051,1341049.90377253,1412120.22064177
1020.70184326172,0.62232132,NA,NA,NA,NA,733188.809197991
1020.71789550781,0.97123971,NA,1518159.70178403,1748468.83915778,1797130.91398152,1344742.13061209
1020.72766113281,0.67939408,1767860.43105024,NA,NA,NA,NA
1020.77668762207,1.5720099,297843.009745121,4012163.23407599,4506928.42564697,5509495.21655422,NA
1020.96728515625,0.68475216,NA,NA,1136013.61921324,NA,NA
1020.97412109375,0.70342546,NA,1261960.21285911,NA,NA,NA
1021.70120239258,0.9773817,NA,NA,793611.072027419,1214025.75054178,885630.452386988
1021.78814697266,1.6072189,18037475.0735833,127672853.630705,127926824.510444,145367736.100748,139750346.459023
1022.07778930664,0.70953375,NA,1731138.54237163,1526879.93081253,1578745.00309492,1572331.99053325
1022.2392578125,0.71564191,1475779.06291056,NA,NA,1621267.20596715,1486114.46322931
1022.3125,1.5287801,NA,1266860.2453471,NA,NA,NA
1022.41174316407,0.70992731,2015567.14707636,1823016.70561171,2217583.48144835,NA,1809064.75092875
1022.48983764649,0.716578,3037895.35310366,2804876.07719048,NA,NA,NA
1022.70416259766,0.99393213,NA,NA,NA,547921.913689289,NA
1022.74722290039,0.71861773,6860100.34394776,7147545.07783029,6879102.00066177,7102234.05816545,7042911.06809446
1022.79159545898,1.6061959,13014079.6775796,88897992.1937089,89670271.7898419,97830527.4041965,95700936.8218591
1022.98577880859,0.68694079,5585674.95972547,4818850.22712517,5451941.15921603,5453020.80111372,5144202.894723
