"mz","rt","peaktable_1_1ca86a2dc32aa7b970404b23b4005027 intensity","peaktable_2_53a6936725880b6aeff49c15941591eb intensity"
904.656356811523,18.6589425,2001948.57497906,1750073.5047093
904.661651611328,13.903735,740578.020117191,635297.416162268
904.675354003906,7.970221,NA,270013.153895778
904.692413330078,15.02001,NA,1493348.9113725
904.704788208008,19.276934,8212233.18190884,411810.813575863
904.716156005859,16.054218,268900.162657043,228623.476681652
904.726440429688,13.540871,NA,509065.34837074
904.733764648438,14.964051,NA,624653.695269388
904.748809814453,20.099531,1094863.66148812,905874.929132356
904.74951171875,24.306384,NA,452251.045093355
904.771697998047,23.297904,2479778.37536257,2797270.76027813
904.783142089844,17.506255,609155.40684259,NA
904.798034667969,19.6827,718254.325121301,615686.149059856
904.807189941406,20.568481,NA,1176257.44351312
904.820159912109,21.426423,53823690.4919687,NA
904.828033447266,21.791643,251048776.145684,NA
904.837036132812,22.59772,726908.598901399,116681.840938194
904.960662841797,25.071325,NA,257493.91809022
904.975128173828,25.9664845,205809.606630705,144706.212568122
904.982604980469,23.33655,NA,1114413.10373673
904.995666503906,24.3416975,985998.603983469,NA
905.03515625,25.398457,2259651.66130123,NA
905.108520507812,23.236,NA,7840595.23083005
905.318664550781,8.3928371,NA,820100.097437862
905.504760742188,12.832179,854074.225753827,414155.374044015
905.517028808594,9.9594747,151902.200525494,271451.232151838
905.520294189453,8.3624435,548122.703688108,498845.234459534
905.5322265625,10.409353,552198.376320241,1264444.70182289
905.546142578125,12.687113,592299.466577341,506956.672786404
905.598846435547,10.30077,672671.940028121,382919.052557031
905.632080078125,15.946262,NA,1794103.88245922
905.636352539062,7.6971516,NA,891451.587005422
905.652465820312,11.140574,NA,3788010.60528795
905.666229248047,14.005963,570608.535234601,283571.53033453
905.674652099609,15.219102,5236367.78252815,57234736.1925018
905.687744140625,18.7303485,NA,1255529.63238421
905.704528808594,19.898552,3433209.84585944,NA
905.728668212891,17.048109,729900.982067119,2076588.04207637
905.752136230469,20.406402,69012519.1825806,NA
905.761520385742,22.9348455,3912785.68395003,1155644.08724672
905.771148681641,23.284938,3717430.86296991,NA
905.796081542969,18.232372,2130871.48555123,2758184.3190937
905.822998046875,21.292758,NA,6255350.22368956
905.831985473633,22.059615,79880923.5254417,NA
905.84033203125,23.31087,493352.666148979,NA
905.869232177734,23.492575,2060583.40094722,2755590.93089711
905.955810546875,25.147774,1577606.43736832,NA
905.966979980469,23.773338,4442362.17868337,NA
905.986511230469,23.75346,NA,11368567.9214081
905.994781494141,23.77766,9637687.57116031,NA
906.175201416016,15.223424,1385927.28381026,NA
906.264556884766,16.108362,4342569.00520117,5973423.99810642
906.318725585938,8.4080557,NA,430470.827407057
906.472076416016,13.117347,928028.706363295,3532034.01307639
906.485488891602,10.683808,161547.165983198,NA
906.507110595703,12.0102335,371669.093131405,484493.518877575
906.516723632813,14.1632495,1747509.75209087,1649135.32479469
906.530639648438,2.2946942,452368.724095657,136217.045124403
906.536437988281,22.894354,NA,3286681.65746609
906.557281494141,10.570865,1378316.13838595,1490166.93992508
906.561828613281,13.74265,2461102.05060001,2642424.429894
906.572067260742,11.3697995,300854.420631095,362399.041796257
906.601806640625,10.2816875,8335868.62698751,8497563.73607058
906.610916137696,10.8944035,1412985.17130844,3067438.96234127
906.62158203125,12.590231,441824.711218598,1992275.67782718
906.634643554688,15.916408,NA,1212747.59011546
906.655242919922,11.110842,NA,1825347.20525296
906.677734375,15.235875,705598.983098671,1207881.37297686
906.70751953125,19.91584,2586777.37235823,NA
906.719512939453,18.535483,NA,687596.676924143
906.731689453125,17.056754,1137089.44662561,1332904.41829122
906.742218017578,17.4902255,2772398.45502093,2938323.820537
906.764282226562,21.136841,16981711.6641602,2206165.38479063
906.765350341797,23.033243,1111303.13933068,1112462.72548782
906.780090332031,16.64831,NA,344442.383921935
906.799011230469,18.16754,2178461.83900042,2952296.36698506
906.799865722656,17.912534,1897242.99934544,NA
906.817565917969,19.2189145,999749.130910803,1173928.09403859
906.826461791992,21.4424295,3773629.94859729,5531405.36938224
906.834243774414,23.595495,94242910.4211892,387624.836578805
906.843719482422,22.545854,990175086.598105,NA
906.853363037109,24.0737255,1451577.82604247,NA
906.896484375,11.9664193,91095.1634141617,NA
906.976776123047,17.983991,715600.532761373,814979.896039663
906.984100341797,23.769016,5667881.14369704,NA
907.264862060547,16.109895,3655582.1011024,4693885.79496609
907.474914550781,13.107715,1028793.49641049,1311186.92569313
907.519958496094,14.1610885,805553.179910618,1021472.66555296
907.53271484375,10.50444,983270.536819918,45969698.9029893
907.535400390625,9.01352555,128543.303381523,125673.627358452
907.559204101562,10.570393,575413.039929624,790739.785391256
907.565353393554,13.74265,1194671.25341508,1338687.29246436
907.574859619141,11.373187,707077.385861246,9304082.0821471
907.604934692383,10.324496,1517797.76801908,1595558.47078686
907.614532470703,10.9681255,750468.096412965,1042099.94664047
907.625549316406,12.590231,915933.83152593,846944.107769056
907.681396484375,15.1391425,508616.37464707,NA
907.685485839844,15.720403,1785590.41433626,984160.981714003
907.701843261719,20.0917245,14688759.9734926,3564687.4223736
907.706008911133,15.6649485,368518.131385324,288760.132280618
907.719787597656,20.693823,23724510.8087149,NA
907.741500854492,17.3819145,1026476.01841147,255101.697077336
907.758972167969,20.46667,NA,1435641.71869119
907.767578125,21.154129,276134073.458038,NA
907.777709960938,23.038576,8063724.83936945,NA
907.806762695312,24.443382,NA,354568.946426481
907.811645507812,18.560854,2331998.74464322,273977.883028121
907.838073730469,22.151404,25193836.4905497,5485156.23244123
907.846801757812,22.59772,222305919.975877,NA
907.855895996094,23.215783,4269283994.56065,NA
907.885437011719,23.890035,1465154.8926253,NA
907.979064941406,12.276512,158150.750612614,196572.709581562
907.980041503906,10.4009096,241994.877115827,153322.453127461
908.040588378906,22.424302,NA,2035390.15227189
908.0458984375,22.646709,NA,3103284.83387434
908.262878417969,16.0997175,2979165.09766591,3977845.75140864
908.488647460938,14.219729,329453.474503368,NA
908.502014160156,11.719451,10702885.3174636,10418589.848692
908.521697998047,13.128213,3392264.5037311,3625711.3965225
908.536376953125,10.50444,324631.931907297,555425.351512976
908.540832519531,8.7886381,NA,111011.760709981
908.572525024414,13.8552945,917761.792167889,899532.344391803
908.576416015625,11.377509,151080.083968358,581205.041497977
908.588409423828,12.0531855,1770428.55513187,2010400.52944549
908.600769042969,23.192449,NA,5966683.02742153
908.618408203125,11.204624,297150.695251623,NA
908.627075195312,13.1015075,790512.949169299,2265676.51510968
908.648574829102,15.2370305,2221482.34872609,2698614.18534607
908.683227539062,15.232068,1464075.80782922,NA
908.692230224609,15.7255995,770782.775669421,500367.097057738
908.708160400391,15.885965,351408.57360422,591609.761214833
908.709594726562,15.9489365,460772.269722416,227793.414219838
908.723159790039,20.698145,16811363.46189,NA
908.744262695312,17.668655,NA,734580.334676707
908.745269775391,17.653161,334572.491523512,487840.33648218
908.7705078125,21.17574,64304555.490943,NA
908.780563354492,23.367058,1464172.41399559,530417.697560157
908.793914794922,17.938839,1301066.55456092,881331.616237535
908.813903808594,19.524688,690344.887848299,NA
908.815322875977,18.226353,1294505.92128256,819974.506974816
908.842102050781,22.1465605,5448948.39514705,5910111.99671995
908.851196289062,22.921879,43966264.8160478,61678422.1420045
908.859619140625,23.215783,1373923954.08351,NA
908.869262695312,24.663696,4060162.20746422,4808426182.84804
908.943786621094,3.11209155,290764.687746102,210816.283961848
908.945495605469,7.8190232,160508.051424374,142897.017510939
908.961669921875,6.9724929,107628.119635824,NA
909.263137817383,16.1077335,1688829.5968378,2333327.57180295
909.505615234375,11.711926,4469422.60813028,4584821.95397952
909.52490234375,13.109788,1283846.20430716,1650019.46181423
909.541870117188,9.4959239,2997803.14744684,1975092.20983981
909.550964355469,10.285826,2566158.63185195,143485634.799441
909.575073242188,13.8197295,309719.574544445,349717.114226954
909.580139160156,14.565683,577441.187399989,607530.846975005
909.590454101562,11.606582,876295.960803718,1030322.74089422
909.6083984375,23.221281,NA,3906573.91544453
909.631164550781,11.618132,706095.823542891,482510.19283969
909.641494750977,13.265652,1430465.26800986,1520055.20290197
909.650863647461,15.2241835,1005710.38345734,844076.313335175
909.661010742188,16.481911,576219.759617583,242226.373275702
909.672424316406,12.730335,564724.665945471,NA
909.697814941406,16.9919215,322647.001985387,NA
909.704238891602,18.413176,3668688.38895928,257346.517618121
909.716979980469,20.032691,701839.856678207,1174489.15335703
909.72021484375,16.559709,2791987.46279803,NA
909.735595703125,21.4912555,11928907.7891106,NA
909.756607055664,18.0724535,1047177.50930903,NA
909.76171875,18.402569,405170.813682642,919173.852561056
909.774841308594,21.166895,6506313.4237425,4055127.74050886
909.783386230469,21.940756,581707778.047214,NA
909.792449951172,23.131502,36412034.466944,96714.2612841573
909.797790527344,17.9644,670804.042184039,NA
909.827392578125,19.12273,639756.286789461,817613.074473728
909.852722167969,22.917557,13435145.0369023,NA
909.862716674804,23.2250155,315097296.987806,386976364.101271
909.87255859375,24.3244085,2717589.96433117,2912535432.08044
910.049194335938,23.251286,NA,11586108.8130498
910.261779785156,16.104533,750207.306194297,927235.720776091
910.272216796875,8.3928371,NA,211684.955560524
910.473693847656,12.043117,382311.603262739,NA
910.509124755859,11.587132,964914.881685199,NA
910.517883300781,12.877648,409042.11243163,1436150.21263407
910.526184082031,13.117347,NA,568680.583852974
910.541900634766,11.78037355,226956.44386787,NA
910.551940917969,10.924272,3542722.77366575,379972.649841553
910.556396484375,10.285826,1964505.77009434,1127285.3371247
910.583892822266,14.591771,NA,1063083.6785018
910.59033203125,12.469866,697858.127347729,1607898.99620204
910.594696044922,12.125282,8525628.51546101,788228.137362417
910.622253417969,23.767871,NA,6183855.68910938
910.645278930665,13.252644,712810.765381411,513847.640117357
910.651245117188,12.006227,NA,1426124.65962493
910.669616699219,12.099304,540796.155776251,NA
910.703918457031,17.661851,333804.713794439,NA
910.723663330078,16.538098,299831.627058397,NA
910.738891601562,21.3639345,21326674.5351302,12842314.3297632
910.759933471679,18.3425865,959541.155580432,NA
910.786071777344,21.8089315,51729383.21439,NA
910.79638671875,23.671768,20448430.5834441,NA
910.811828613281,18.90951,1572433.51412487,1984003.10951348
910.8310546875,19.0031975,774294.947877869,465411.737638134
910.853240966797,25.091586,1958434.13818835,NA
910.859497070312,22.921879,2955102.04867874,NA
910.865814208984,23.2228545,46635075.426532,64685457.5633467
910.8759765625,23.767871,712843.677693263,930207391.079457
910.991882324219,26.1953135,72504.9269937375,82860.038017459
911.012924194336,25.4006565,3266823.6559351,2941458.33036937
911.220306396484,16.101879,869051.696552331,1076062.37424421
911.501510620117,6.6879951,402645.544001746,248074.590922688
911.520874023438,12.868642,566625.794150629,NA
911.556213378906,10.9008025,20541774.139853,2028986.71269564
911.566833496094,10.819955,4549937.03600618,11702263.9574958
911.581695556641,11.8161955,6711117.62058564,5138605.64178746
911.597747802734,12.146854,4763727.66205687,3896499.13204313
911.657287597656,14.669231,346553.999673629,4592265.50416035
911.687866210938,20.9790835,6514007.37080616,NA
911.71337890625,18.651618,649455.262989799,NA
911.724151611328,20.955312,5617038.94736648,789307.775282327
911.735900878906,16.430045,1453686.55007199,1002574.85727095
911.750946044922,22.783571,48421583.0509672,2665982.60155313
911.772125244141,18.772638,281254.262746889,NA
911.787048339844,21.924454,18683729.6769371,18423084.8762627
911.789794921875,21.644747,2248062.55276308,2579161.26679498
911.808013916016,24.624797,2100855180.52945,189811.373395406
911.814086914062,18.89213,1157301.30088031,1645521.23361328
911.846923828125,24.006732,2461575.99053893,358979.926153159
911.878845214844,23.7641215,250802427.220744,209129448.621189
912.220794677734,16.109895,680451.561062569,980799.300026483
912.488464355469,13.076296,738323.685562517,2202661.20649454
912.523529052734,12.0095445,2080301.2894955,2157089.46306798
912.533813476562,14.141931,1297580.9047916,895798.254472731
912.560852050781,10.306334,4060256.28600892,4732479.05521992
912.570098876953,10.811197,3253287.04357124,5509570.83311206
912.574493408203,10.5763155,6152162.67072465,7190264.82348634
912.585021972656,11.82998,2912160.89828531,2657786.55557531
912.602966308594,12.15117,1151046.18625265,NA
912.657775878906,12.747623,1363501.30907718,1599963.32728172
912.660461425781,14.5706905,2175630.8320486,2804463.03961266
912.69140625,20.9723825,5498699.26425034,4137509.85233252
912.717803955078,17.895246,1371729.33197912,1669264.26161857
912.736389160156,21.615904,329052.428767959,5248482.9105636
912.741302490234,20.2585085,2754592.41077895,2487512.4691706
912.754211425781,22.243305,142105574.015402,7217414.23536367
912.754730224609,22.973744,1230519.19406067,1616329.47295128
912.773818969727,19.3858255,3948095.8401771,3325162.31074504
912.775451660156,18.712128,2255963.96400548,NA
912.789001464844,19.520366,3188815.65498476,NA
912.801879882812,22.550176,230078476.185472,NA
912.812194824219,24.624797,1035587590.05845,NA
912.848937988281,24.011055,2593670.17882073,NA
912.849945068359,24.574983,2428296.78456946,3573648.9173888
912.882293701172,24.028343,291710.6588276,524795.491042266
912.911010742188,17.512737,336825.904593272,NA
912.993606567383,21.6317245,3871726.82463755,459680.219339672
913.138366699219,1.4224519,NA,246782.963393883
913.218872070312,16.0953955,547933.384927488,664144.551167567
913.226501464844,7.7733268,NA,469120.290892125
913.310974121094,23.764693,3796692.67455751,NA
913.451110839844,8.7445644,107223.635854937,NA
913.526473999023,12.003061,1255549.25556351,1336707.69911296
913.536865234375,14.150576,511387.877436563,NA
913.572814941406,11.2234835,1081210.28924484,514444.25766469
913.581939697266,10.9669075,219784.77577969,5593357.1501543
913.663604736328,14.453124,596294.581028205,668885.568385767
913.673248291016,15.871399,1855207.90984781,37238156.9330353
913.704650878906,21.741172,3825134.34847891,16320721.3634776
913.728942871094,18.163218,5974318.97981085,NA
913.730529785156,19.088153,1415768.30675956,NA
913.741653442383,19.4685,496793.682885233,2764709.70588461
913.751220703125,17.251249,4492597.96681301,226288.178972455
913.757202148438,22.100675,10328878.7945406,NA
913.766983032227,23.198495,1977471.39038072,2258903.71092654
913.787902832031,19.036288,2111096.26134845,2464526.88593811
913.804016113281,22.4767,34713200.5932286,NA
913.811218261719,21.996944,346523930.546898,6680313.80666273
913.822814941406,25.350914,2243716.79896307,2575019.90262731
913.824493408203,24.888447,29041300.9924797,NA
913.9970703125,13.086016,190183.081085379,321278.329550397
914.221069335938,16.082854,NA,327250.341726679
914.328979492188,23.781982,3997489.94966933,NA
914.526428222656,11.999895,452115.203188806,NA
914.5390625,13.102503,3486158.24045259,10086575.7952329
914.544937133789,11.8118735,2592051.83306345,2498814.71820887
914.551376342773,10.585674,1644532.00259181,1704662.58478688
914.577575683594,16.8965375,820039.446342186,882936.592766277
914.590087890625,11.886304,1840896.96998719,8526396.46350241
914.629699707031,12.65145,442147.490546938,568741.19125524
914.676208496094,15.7708405,926808.974710778,1183688.20064719
914.691619873047,23.22875,5627704.9516121,NA
914.701843261719,23.279513,NA,6058680.37984855
914.707061767578,21.781999,9102853.89633732,5699800.31007397
914.733764648438,18.511149,2933693.12365881,NA
914.755187988281,17.977366,3133287.44071859,9745915.37498653
914.770233154297,23.1812065,1280242.05956915,NA
914.791137695312,19.057898,1395811.92989114,1761863.36273551
914.804626464844,20.739205,3476799.11824323,4895034.1778363
914.817199707031,23.198495,77580121.0467044,6455515.7067079
914.827743530273,24.7782325,17887809.9005578,4665017747.35557
914.849243164062,25.065834,NA,887139.984578453
914.961181640625,5.69098275,114519.334582032,144928.089047436
914.966491699219,25.467954,NA,557087.968481506
914.998413085938,8.42340475,109468.976203941,135663.128061281
915.541534423828,13.104527,4915112.49393561,6076935.10278095
915.554016113281,10.691513,519326.429797497,1046734.38096422
915.583068847656,23.192449,NA,1458165.4975341
915.592224121094,11.900665,642825.047652676,413323.976959636
915.599945068359,11.1607775,5026656.05096435,5716684.48825123
915.632690429688,12.648214,262046.448361402,NA
915.658752441406,13.267007,474816.452895473,2924070.41998806
915.679656982422,15.8857875,5069854.39158747,6052098.69600867
915.690231323242,18.2708685,300209.555479912,491396.914021861
915.712646484375,15.8984215,1367957.09767031,253494.967611106
915.718231201172,22.9223415,8384242.11501791,7176500.34367506
915.745819091797,19.308582,1924076.85153603,NA
915.7578125,18.06597,1988084.66868089,297952.188000014
915.767608642578,17.467355,5644161.14623497,1302659.82522747
915.772552490234,22.8116645,35123984.5012368,NA
915.782470703125,23.578842,1645016.63682744,216481701.616446
915.793807983398,19.3400715,1717749.4838827,1880211.60966093
915.802993774414,19.956025,4002075.06077638,6684265.68606942
915.807189941406,20.311315,23144160.3795676,NA
915.816680908203,21.0784925,134017839.581641,NA
915.820220947266,22.7779195,62642989.0623598,663506.632492042
915.830871582031,24.663696,6040679.94595568,1567335412.70047
916.500045776367,12.399452,874757.912417114,1133097.0128011
916.540283203125,13.132483,2560512.91880814,NA
916.554534912109,14.176508,512208.031222836,NA
916.597351074219,17.8255345,919919.474865939,3999796.05224904
916.605621337891,12.479652,766876.679359216,4538809.74227346
916.648040771484,15.8922875,743177.24228905,1001678.50838132
916.661895751953,13.2851015,1384150.89692579,1746240.81090353
916.681793212891,15.8857875,1203353.72425969,1707782.54311641
916.716461181641,15.764353,572781.935607174,973879.426929362
916.732727050781,23.764693,6470564.83430489,NA
916.7490234375,19.866136,1135636.95530246,792056.620215011
916.749664306641,12.944508,4098878.50590048,3950919.86775677
916.771362304688,18.936879,3681643.1159944,965396.868297649
916.785766601562,23.578842,649340.036972372,132513096.583777
916.795654296875,17.995119,192386.585943266,865235.578766224
916.806915283203,19.971152,1981420.76344982,1410047.84259047
916.809387207031,20.319959,5919495.22961734,NA
916.821517944336,22.1503795,7109202.1056714,6895125.43943975
916.833862304688,23.77766,1462154.82982784,352760938.726169
916.836990356445,22.826792,4845144.52593377,NA
917.010314941406,8.2029881,81823.1494336654,139993.666728383
917.517440795898,9.7010436,1055460.45296132,786721.323634665
917.557495117188,14.154897,587282.296106834,NA
917.599487304688,11.814025,6389003.78034799,296601.392761411
917.608200073242,12.4867015,227734.235249065,326145.849573991
917.673263549805,15.017642,647556.279981456,7962304.88143224
917.674407958984,22.452622,NA,2793691.4506481
917.704315185547,19.956901,9534653.07278238,NA
917.715454101562,21.169774,243515.06983769,2186379.46479568
917.728149414062,16.538098,548772.557398136,1021757.0507086
917.751892089844,18.772638,854607.546486128,3530976.1602675
917.761779785156,20.106529,2012237.79917158,1111151.89899276
917.773742675781,20.0940155,4849400.91659632,2331409.98073125
917.778762817383,18.66033,1099834.7744883,987721.983199652
917.788513183594,23.552361,23863312.8103502,46537874.0401179
917.797576904297,22.354857,327923.583662101,1762320.20464081
917.804260253906,18.905633,853379.109704516,595417.813477228
917.822875976562,21.041754,3819694.21299179,NA
917.831970214844,23.937579,359874.720510484,310251.400520841
917.837158203125,23.3009315,4021183.25881513,58422364.605176
917.857971191406,14.765256,NA,438212.585212504
918.479614257812,11.094221,1584786.97149234,1586383.15041376
918.520248413086,9.7065053,642197.903049366,436421.747045579
918.601684570312,11.839977,2664150.29793378,NA
918.622009277344,13.373555,387683.281224845,908012.697570012
918.627258300781,15.205383,NA,951265.530197802
918.673583984375,15.0988725,378782.836804933,683977.025171246
918.677307128906,14.491773,5372802.12165564,12198879.9585998
918.707885742188,19.688929,4806705.57273088,NA
918.718719482422,21.3757945,2708930.28590255,2496324.04244254
918.731750488281,16.715306,604875.966457975,627206.773505604
918.756103515625,12.952803,604791.295636384,717450.889817337
918.765258789062,19.87478,6514455.60319871,633725.16813141
918.77880859375,17.441457,NA,312559.063401085
918.787322998047,23.5050915,6942421.68576565,602353.000902869
918.817016601562,18.9491885,1568080.5447544,1013228.69810062
918.826049804688,21.050398,7272640.85033711,6856871.14255113
918.835510253906,23.17918,9599128.18504704,1966669.66646162
918.854187011719,22.994015,51057167.218053,14796021.4230522
918.856079101562,23.8421885,NA,445093.513461089
918.903198242188,25.916747,NA,257671.467012418
918.929107666016,25.38669,3604573.2300181,92052.7164134115
918.9306640625,27.681961,66611.339111784,114928.902201089
918.940002441406,24.991672,NA,413742.916126671
919.010681152344,16.9249275,1310009.14303124,2377161.28606311
919.154266357422,1.4224519,NA,172311.32868818
919.533386230469,10.201891,440117.245334775,NA
919.678665161133,14.600286,NA,1145917.88209125
919.680389404297,14.699485,1791317.1533161,444719.378174075
919.6904296875,15.859522,5462953.49839129,63858285.933978
919.709228515625,19.6435465,1960341.21923637,NA
919.711395263672,23.267649,1766824.63576886,NA
919.719665527344,20.5619985,28850412.7563005,NA
919.741668701172,17.41549,1588447.11371015,1293021.72132191
919.767913818359,19.7818545,1581037.24297453,645458.30843768
919.777099609375,22.226017,2151150.703712,223914.803890566
919.788635253906,23.565179,1320669.4671141,1738078.88220565
919.789459228516,23.450939,NA,1393137.2238342
919.813049316406,20.7629765,822211.886465639,4346500.96982585
919.815673828125,19.079509,1717260.58621172,1001687.73908997
919.838043212891,21.7765155,55770869.7451946,NA
919.847900390625,23.630708,4458898.63234526,340322.968637333
919.855209350586,23.1790455,10817678.2069577,NA
920.013916015625,8.84204385,352735.421780595,157803.548325679
920.014572143555,11.36934745,460824.850404109,134590.844523
920.191223144531,15.881133,1141980.82465055,NA
920.519165039062,10.752451,NA,416412.720168744
920.5341796875,10.340199,973182.920618917,NA
920.534973144531,10.534208,345848.259690701,972036.797866875
920.553771972656,9.8812829,199581.981121688,NA
920.562057495117,11.8183565,1921468.48141311,1962162.24483093
920.588928222656,11.945869,420224.674483586,NA
920.6474609375,14.5806265,168084.279783277,NA
920.683990478516,14.5979155,294006.835071912,NA
920.693511962891,15.7665185,271251.305999293,34138914.7751344
920.707717895508,19.6827,663030.815394386,580382.656300339
920.723022460938,20.5749645,18751095.3875368,NA
920.726928710938,23.202817,4177800.12544325,NA
920.736328125,23.221281,NA,9135533.73279215
920.745269775391,17.55812,716302.235358759,819768.362550009
920.780426025391,21.5107045,4245562.04286172,NA
920.816833496094,18.503483,287630.489846491,460672.057552983
920.819458007812,18.63433,540503.138664604,NA
920.832458496094,19.512522,1433901.66283083,4154496.59003903
920.841491699219,21.853734,9143018.30103009,8323428.71119473
920.851196289062,22.569626,99123987.7397374,NA
920.868865966797,23.4880775,60437114.3624532,NA
920.869812011719,23.894357,652131.840577532,211907926.816636
920.898315429688,25.4775445,640125.068727177,649933.519381656
920.943603515625,4.679868,NA,79976.5895313868
920.953277587891,27.743329,124162.308146247,144087.423414031
920.978515625,5.8008385,109334.614207812,118444.495397929
920.979507446289,3.5371706,76305.8501205591,122554.216284644
921.014831542969,25.3947345,5193340.71244736,3872162.59291637
921.537536621094,10.253757,561502.124762564,NA
921.551681518554,9.74333185,218068.946800268,238747.554359017
921.587768554688,10.9541375,561816.130372267,576602.865245391
921.639129638672,15.2447765,6068926.6833047,6759380.74143654
921.646728515625,12.619991,NA,369681.227922188
921.696716308594,15.871399,729546.080943275,9029267.05705615
921.704895019531,12.955085,1283409.6208566,2241958.81777897
921.721466064453,16.129115,15912589.9618801,321135.808688671
921.724670410156,20.285382,4953452.66890686,NA
921.735168457031,21.205995,19454163.4675644,NA
921.7490234375,18.6599375,54807050.6209196,57094922.3574194
921.756286621094,23.75346,381320.894422265,357483.572920271
921.783386230469,21.594986,11922805.8008436,NA
921.792602539062,22.839759,13310195.892113,351011.551477228
921.823028564453,23.1157255,914591.589473407,1358835.27511174
921.831970214844,19.204851,1088821.9630156,505809.749694368
921.835388183594,19.853169,1640590.83036377,2324440.18832579
921.854431152344,18.8300555,22598266.6837945,369646.940174078
921.864105224609,24.624797,2851422.12713602,283795338.708326
921.871276855469,23.544265,135398747.627519,NA
921.985473632812,25.2039615,480639.318427019,730171.850044446
922.019104003906,25.407101,3702388.42022808,NA
922.466339111328,12.453148,1249967.36007045,1752072.73784954
922.483703613281,12.017184,1314370.46625657,NA
922.512817382813,13.4879995,286877.027683697,426608.946799926
922.5185546875,12.397531,649851.788589496,NA
922.550079345703,11.366412,1074117.53456111,1260611.01053391
922.567199707031,10.782798,11589710.0394188,12123742.1092068
922.592376708984,10.958263,240990.126354724,NA
922.643280029297,15.225327,2787857.81723507,3601828.88768763
922.664199829102,15.8654605,2074123.44546939,2871956.93074921
922.699142456054,15.8665635,1316740.46268798,1384717.32001688
922.708831787109,14.646895,658631.81091106,490908.162263658
922.721801757812,20.449623,6017101.9097007,NA
922.738586425781,21.210317,11102567.7225896,NA
922.75227355957,18.667587,37403415.5866967,39479651.398859
922.75975036621,18.375002,4345263.50971897,NA
922.768890380859,23.756049,4680846.83191786,NA
922.787536621094,21.560409,2617452.9885436,NA
922.795989990234,22.8276775,434214.137658248,418899.553244306
922.832763671875,19.256189,547120.449046452,345255.835771398
922.835571289062,23.606787,NA,1086404.47755797
922.848663330078,19.866136,829151.847539506,880699.614397959
922.856979370117,22.545854,1919350.3420762,6581085.19417324
922.867309570312,23.293627,13688231.9513245,10498144.7812837
922.874450683594,23.5270745,41866757.4383621,43042857.0486827
922.885330200195,23.912824,168415341.235818,126196564.109446
922.954742431641,25.385491,2104666.22591248,NA
923.023010253906,25.45641,1160347.50705313,1238817.60355192
923.487854003906,12.021506,449570.941365704,NA
923.500335693359,9.4959239,1073691.92994863,1190098.17100324
923.552978515625,11.377509,413333.346837187,311658.066708514
923.570037841797,10.8035735,6341021.71436528,9720075.06498093
923.596206665039,15.241472,1242524.11844393,3165031.50099282
923.628662109375,8.0006231,NA,322785.475882058
923.666870117188,15.881133,924616.896596701,NA
923.699157714844,15.331477,610155.547828137,NA
923.700134277344,15.552495,265826.142929763,258021.454880619
923.725982666016,20.5058105,831551.731985254,NA
923.735748291016,18.785604,513477.44848551,NA
923.751281738281,23.418923,1161411.44449781,585005.266149607
923.765197753906,17.578437,609123.11566523,659259.728902484
923.772171020508,19.0038715,1556325.12145302,419397.466938794
923.794921875,19.914659,1646985.70942728,1302031.90869042
923.808349609375,23.1684155,86543344.3461361,46205956.6052918
923.846481323242,21.8772835,569351.503055646,773870.452831663
923.850219726562,19.707639,NA,1444050.52335892
923.869262695312,23.397313,3934100.56081973,NA
923.873077392578,19.2988095,33809206.8979818,579876.72543234
923.888519287109,23.87923,23041851.4124698,79661122.8391241
924.498077392578,12.099211,1389416.77547014,1183132.95182274
924.503723144531,9.3885607,569423.79275538,617542.195027288
924.516357421875,12.440752,1392518.9872608,NA
924.529403686523,10.1451045,467532.419796673,825467.989643438
924.556167602539,11.370745,4775954.75523801,6166687.54266748
924.566207885742,11.6061945,1912958.73980625,130150.434299041
924.569793701172,10.794022,2449102.15347379,NA
924.583435058594,11.889073,4340118.60500111,5314012.59470491
924.600738525391,15.250637,NA,1778668.71039374
924.622619628906,10.577916,653887.134397257,NA
924.684814453125,12.172781,1764141.21995247,NA
924.703063964844,15.535206,345724.539544452,1568989.09794656
924.704406738281,15.675882,NA,304384.107330346
924.736785888672,21.27731,17793383.0524271,NA
924.743743896484,18.600731,309421.060157574,407995.084292825
924.755157470703,23.509688,1019907.45945655,935329.045795338
924.775604248047,18.928234,10574903.8624731,622865.268602331
924.802185058594,22.159024,7290197.13083643,NA
924.81201171875,23.493959,52643994.2679039,32326211.0842945
924.849273681641,23.883591,3840544.82188735,3897014.99602478
924.875366210938,23.120702,NA,1130974.44933281
924.886138916016,24.339536,1259339.79462891,NA
924.891738891602,23.743395,2812925.31712686,3233529.88729496
924.920928955078,4.1757566,218738.148999601,157882.024430004
924.946548461914,16.76884915,75618.0891279312,NA
925.027587890625,15.950287,624624.691714455,982509.415975965
925.056335449219,25.463289,354472.356487052,NA
925.50244140625,13.115195,2656379.02560095,479657.834892191
925.507492065429,9.433598,258773.864413795,325287.946336901
925.515777587891,10.12697245,376504.314212066,26011518.3319049
925.525009155273,6.8698497,631525.674440169,765383.918347521
925.559753417969,11.381831,1544940.52848374,NA
925.568893432617,12.0517605,2372745.19370347,2286623.51135697
925.585830688477,11.907059,2987800.94735156,3156307.75446848
