"mz","rt","peaktable_1_a0d25fef67532f42501b07e27fab8747 intensity","peaktable_2_153437c90d223ce0da85ff0c50cf80e3 intensity","peaktable_3_efa6f65476b7343e5481e46df0b1846c intensity","peaktable_4_42513057733130ad46e2365204c0487c intensity","peaktable_5_040d565d8e12fd6f47dce862588b8ddb intensity"
693.581024169922,1.06387605,NA,NA,889022.001093209,715349.055075492,NA
694.476638793946,1.0167911,NA,NA,1104162.15123948,NA,898560.909379923
694.516967773438,1.1988361,NA,1323803.40747752,1340128.24218267,1278521.51190159,NA
694.615997314453,1.7055533,NA,NA,2304414.84661228,NA,2768347.91113041
694.990417480469,1.5726347,NA,1994726.77045318,NA,283903.297046083,562841.789584052
695.488525390625,1.06013,NA,23659767.8521587,24434580.7487119,22982228.1866887,NA
696.528076171875,0.62005569,942940.700770594,581995.539934976,1001604.17822403,934312.331309754,714650.991631457
696.652465820312,1.2784096,1197964.83023946,1307823.56655155,1366409.94343687,1265025.90603387,1380218.10462338
696.962051391602,1.78214585,1589291.45747629,570320.217521858,407509.947411164,765129.552714959,411552.720662398
697.656127929688,1.2761873,NA,NA,NA,561706.4296515,NA
698.515380859375,1.0764242,1012841.2847227,NA,NA,NA,NA
698.54296875,0.67695803,529164.882920361,502678.34912911,638134.402649823,564389.231975936,565891.822477052
698.997680664062,1.7796149,NA,NA,NA,885032.141087326,NA
698.999237060547,1.98336645,962054.32560422,382962.373429925,764020.253679514,2224360.49502982,2384872.74493585
699.517761230469,1.06767,432556.816370322,NA,NA,NA,NA
699.570434570312,1.7007774,NA,NA,NA,NA,3122666.74277826
699.597900390625,1.7235295,NA,NA,NA,5593448.15112674,20991846.5483962
699.598175048828,1.6005507,7761012.52180954,19965705.7148602,7274447.60106437,22447985.3054641,4882238.29691194
700.530212402344,1.1683438,17634220.5904356,17510415.8661901,17129008.7686324,17052246.8081071,16797328.5081905
700.559204101562,0.65497213,491785.676273578,459623.873435571,472144.213910149,531038.868131867,556540.896490825
700.601623535156,1.6010265,6468339.06663019,1060085.38973884,1499756.32242806,2252449.34754825,1512785.59960112
701.41259765625,1.123598,NA,1439726.82332719,NA,NA,NA
701.53173828125,0.68522859,693661.821863977,707381.235362816,NA,NA,NA
701.533706665039,1.16676235,7585409.78601919,7366355.13871799,7470495.18934781,7613048.3180024,NA
701.603393554688,1.5932364,1948165.68433529,2383185.22582987,2769552.8078498,2678090.89260328,2434735.34720817
702.537643432617,1.1663008,1170935.63826184,NA,961604.712197831,2798033.94575081,2836253.7752821
702.539184570312,0.879019195,1886704.83466092,1189576.00305158,1220146.0477137,1217701.40710336,1228409.39625322
702.977844238281,1.7883691,1580489.70418847,1697852.43908616,1910205.5309424,957130.486977988,1715047.47055458
702.978149414062,2.0057215,6586479.73466787,NA,6793966.13011715,883877.897494218,NA
703.508422851562,0.68254281,1023383.63631917,1016970.15940402,902607.12268205,1004325.76542847,940595.661131715
703.542297363281,0.57530344,969783.713789693,1457666.25176668,833040.299060995,1453288.43134946,1370000.87219372
703.549224853516,1.353041,1666713.83051799,2743051.40961853,1505465.43784819,1587172.173726,1469155.56853237
703.577514648438,1.0667266,21856880.3224783,19567072.9484016,18797826.1491039,18615466.2064232,20229101.3433892
703.587341308594,1.6019905,686746.618095936,NA,NA,NA,NA
704.010894775391,0.683473625,677795.971883742,585445.664362849,NA,667262.164608124,614653.668428182
704.516540527344,0.78079651,NA,493788.979056202,NA,326014.519696791,NA
704.555572509766,1.2903089,1537712.00112511,1173152.17245333,563351.5222762,559304.307874291,605459.432593169
704.559753417969,1.3603517,563228.601678774,NA,1123204.58568699,705961.988146641,1173303.78562303
704.580841064453,1.0698586,9668927.4032942,NA,8557271.97831022,NA,9028014.10865949
705.48583984375,1.1389379,2597531.76458357,2669190.59933667,2675321.81064597,2757104.06012714,2748928.86493566
705.565307617188,1.3813191,NA,338618.054969578,NA,NA,NA
705.58528137207,1.43561495,4446053.82849488,4130187.2518643,4053325.94472543,3886772.98615674,3974781.79361696
706.489532470703,1.1377042,1094408.31135731,NA,1114123.80766772,1211871.57817776,NA
706.588562011719,1.7562886,5295994.95218068,5223630.90763087,4876614.10426697,5184785.20572395,4794780.00897623
707.366271972656,1.4466027,252866.015127119,NA,NA,NA,NA
707.498519897461,1.1966604,948471.805123503,996924.204408985,290459.281025812,647151.798266319,811471.459877973
707.596771240234,1.5463122,NA,408721.344758391,318511.043379751,NA,439663.63524956
708.492248535156,1.1987938,4019708.64335269,3959069.92906836,4146172.76457076,9045524.56134262,4854366.25239581
709.495635986328,1.0901783,1363169.83749853,3801564.70820117,4060543.07184776,3686377.29775717,3494684.08909642
710.497268676758,0.55563625,NA,1498037.75720319,1458354.63191854,1303355.37618822,1285726.36704453
710.498825073242,1.395418555,1211608.11034323,842652.566198372,822303.856395072,438989.116160603,651442.326067531
711.506988525391,0.58625991,536273.308066797,545085.105426856,639218.732980627,657508.234745881,505412.417528977
712.931335449219,1.9770162,NA,NA,478541.340008346,NA,2201559.35980876
713.447540283203,1.43270095,1312155.7466176,1235209.82238047,1104357.70038563,1209831.92679094,2181497.03364404
713.488555908203,0.730484825,NA,NA,618377.726716968,576193.574881809,NA
713.572204589844,1.487281,667807.035732,636980.930546204,NA,683528.117510952,NA
714.451049804688,1.4076527,1028469.89053589,785690.039068148,869188.591225591,225724.884119091,1026322.75325285
714.539306640625,0.60375447,848160.258876292,830442.453556338,801472.143313918,871885.41028302,775437.290423326
714.545867919922,1.1064654,2740238.14687313,2939327.87965312,2855075.25028444,2684939.02954324,2863310.44018749
714.987548828125,1.7336057,681822.851909296,1576513.88470495,1505253.06361158,889840.530860532,1105371.07850067
714.988098144531,1.4728653,1024772.01174497,NA,NA,NA,NA
715.478942871094,0.53373482,NA,722680.953805026,NA,NA,NA
715.545745849609,1.70276075,NA,NA,NA,2904740.22794405,2504938.44585741
715.54963684082,1.11510265,1761805.21809806,1786035.31873214,1838044.34633719,1719889.60580862,1840334.36707826
715.587768554688,1.5669731,4029256.74893081,3879346.75220105,3725249.62884957,3602863.81880974,3826385.18480404
716.554901123047,0.6982845,806353.045626776,264198.44666703,816444.553673269,472275.591616737,837193.139802868
716.560119628906,1.1126865,1962181.25334048,1766575.420875,1878079.82657747,1726497.27135225,1883267.73716297
716.590942382812,1.5669731,1966652.03582789,1770836.89208503,1625678.93928028,1665590.87347734,1761215.14967534
717.026107788086,1.70913,558869.453408976,606864.054482905,1035783.10383889,502794.6026021,802562.421928689
717.558135986328,0.58186902,818819.699509209,786806.448531778,793791.634627714,844198.019713493,771643.31983819
717.566802978516,1.3763682,810728.024772985,1086006.98870681,700789.898412373,2078982.96260147,2420352.56870529
717.593566894531,1.1323834,3029013.85593051,2956784.35342388,2962346.00284295,2803831.23398606,2906247.79568171
717.602844238281,1.6435728,5704812.59390437,5177460.03783501,5079719.42466337,5041109.61048871,5078856.08923753
718.570861816406,1.376942,814114.963806962,643561.225109836,549499.07444344,695162.049086534,670570.929465843
718.577087402344,1.2359995,2235730.32789736,NA,NA,2371931.6369251,2447051.20641497
718.606597900391,1.64439115,2719345.6126282,NA,NA,2401199.09222081,NA
719.579879760742,1.23981135,1064989.9676129,996966.21638257,NA,NA,NA
720.556335449219,1.1192521,2004825.55251468,1756904.41421083,1883520.68102831,1751876.9456107,1804208.33260046
720.592224121094,1.2567121,1236464.50555631,1188510.07704956,1179353.27020067,1256795.31944095,1203205.58590896
721.004928588867,1.71001915,474952.345934062,945121.156777005,696757.179567,696535.92316753,539314.230364451
721.509490966797,1.66555695,4168492.64397319,4303011.4332556,4092503.23619821,4353053.14482544,4066921.64427028
721.580169677734,1.69069,10048016.3015889,9463908.4433996,10203879.5289486,10404613.0786001,9314914.21940383
722.512283325195,1.12124975,2182293.16836357,637549.457154408,360695.985861525,2174813.1075826,211995.454152734
722.513061523438,1.3319525,1858236.696747,NA,NA,NA,NA
722.583526611328,1.684827,3778699.82178525,3153157.464309,4119035.45342448,4225803.86024906,4587581.18272743
723.042724609375,1.7543626,3679751.77908085,2731028.09752819,3078574.31573737,3984098.33734302,3729182.27669963
723.514831542969,1.2609606,17103632.7990732,716596.852804498,1072634.92396472,725251.931888412,1201896.32531376
723.542297363281,0.751318795,492148.505592206,NA,NA,611693.591062251,NA
723.585479736328,1.59689345,8052558.84034603,8797664.85119296,8851788.65478144,807846.249567699,9124331.07207335
724.0458984375,1.5619664,511462.820707381,495887.665400251,597961.924306845,224692.327825195,273138.157629636
724.522567749023,1.2690629,NA,657165.49718196,604806.329070256,NA,NA
724.528381347656,1.1411068,12256101.5723372,12115517.9479413,11981745.5991128,11676044.5624569,11621288.808792
724.584442138672,1.59679195,1919555.79879365,1832946.74892619,1987390.27798099,NA,2097584.07873801
725.524291992188,0.68035371,849458.373965307,952528.301865046,884430.811909378,875609.62086218,789418.731100905
725.533111572266,1.1398926,4219508.87781641,4463203.55738771,1050562.80182304,1011563.29541552,4165497.8558699
725.559783935547,1.066696,NA,6537428.66033373,6652053.68238163,6971036.72725844,6971360.86271963
726.022125244141,0.67597658,610920.413185713,578805.347488875,597880.747763502,565121.503405916,606379.649948867
726.464965820312,1.2272901,296516.154707601,361299.678792608,7268515.20570595,NA,NA
726.545776367188,1.079177555,461412.290431045,410389.609274928,473084.143137314,393852.435358008,428301.014560082
726.563232421875,1.06767,3205163.47902842,NA,NA,NA,NA
727.468322753906,1.123598,3521366.01673772,3447966.04506797,NA,NA,3379081.5640943
727.476623535156,0.751901285,NA,1990508.61959132,NA,NA,1536959.59460248
727.548919677734,1.1835162,5842891.02724748,5897903.74487964,5878684.7268066,5808194.23810321,6016750.39308826
727.566619873047,1.0715202,NA,1238901.91344588,1176290.62658062,NA,NA
727.574890136719,1.1180066,1184553.49491736,NA,NA,NA,NA
728.5615234375,1.1780071,15913985.9707002,15662558.9391855,15414902.9289348,15519707.8786363,15613126.0556405
728.589935302734,0.71974768,1559277.50383383,1503079.32821401,1533962.77373725,1444758.2546392,1430889.72226829
729.421539306641,1.39134055,1014816.53598066,889490.126642552,903498.16270962,382901.920645995,563729.008579732
729.56494140625,1.1686459,7022163.86903176,6679877.80741889,6769859.37356325,6666948.42435426,6474546.94264097
729.595520019531,1.0829899,1218224.07334476,891359.46500243,865710.739173375,902503.805950267,877762.997545639
729.602966308594,1.6039758,1236008.51858304,1175328.5043469,1110733.1112405,1173822.03358359,1235549.3247465
730.541168212891,1.06672424,680874.0669071,667099.576921543,1137518.68944043,711175.394007938,716652.091518517
730.569915771484,1.0999871,1061951.90756784,1043492.0766917,1118907.35386505,1071370.38612915,1031110.10873219
730.576675415039,1.17808365,2029468.30034522,2269893.18020245,2056055.70888562,2273355.54654521,NA
730.606018066406,1.6041786,489464.127458809,NA,NA,NA,NA
730.957397460938,1.672024,463702.352796213,NA,NA,NA,NA
731.474304199219,0.57534919,NA,635579.195488059,580366.449392363,520339.472102576,NA
731.541137695312,0.69129651,NA,NA,600612.802580041,547774.811057643,630228.47014843
731.581665039062,1.3707222,1530902.093591,1632138.22226203,1380075.26529319,2621608.30460193,1787829.34480092
731.609039306641,1.1975865,44453510.9499431,1710030.45365953,45015407.5689733,2496808.23912197,2093867.87606887
731.618408203125,1.6769479,2720978.10991816,2428835.71527593,2444228.78038894,2233112.47304709,2438327.5236578
732.550384521484,1.2662954,512901.18266522,533196.678186581,973638.450258986,975760.306580347,565722.316816546
732.556137084961,1.06715865,7846665.02877709,7026829.18245249,7423975.51626628,7474530.73139865,629094.110007328
732.586730957031,1.3926077,927735.182236406,993514.736013585,1036573.34655488,991776.393842553,1079349.53813733
732.612426757812,1.1954328,20323806.7081282,20962039.8984196,19837095.3256241,19998995.7691339,19516177.6272287
732.621826171875,1.6761983,1206383.94116428,1125401.76280486,1070160.62706468,1051811.29740459,1175025.24928514
733.551330566406,0.67695803,1587034.9333066,1346351.00406031,1323272.08536269,1416519.71862913,1407287.04957986
733.559753417969,1.0644769,3577514.63610605,3297123.46584459,3046188.13719414,3369171.20834606,3332682.51063028
733.615966796875,1.194459,7308559.20632221,7585818.54812982,7801414.10228735,7516653.99828084,7563759.38569194
733.626083374023,1.6134439,NA,1478991.28128816,1257370.57168109,1666128.06835564,1461141.20476626
734.572052001953,1.1835162,12747244.8997405,13481883.2270309,12704746.3435508,12764845.142153,13189838.8654152
734.627380371094,1.2474365,1716774.0054897,1613497.31721391,1732267.15285374,NA,1636064.66661191
735.553558349609,0.72237706,NA,NA,NA,2156963.19857553,1803835.87505049
735.575439453125,1.1823011,5677187.38561491,6052916.46549194,5931318.52910851,5883775.22958703,5845229.32883034
735.626220703125,1.3954203,270565.827237654,NA,NA,NA,NA
735.642700195312,1.70166645,NA,NA,NA,4894055.69126747,4311933.69510376
736.528411865234,1.01461785,435058.788078914,522685.275775101,971593.367630751,1041144.7845576,490509.868073578
736.578826904297,1.1835162,1440545.07929841,1341882.66911569,NA,NA,1405846.58964089
736.975189208984,1.8153169,1630558.13056894,1523328.9163169,2980553.62536516,1505148.80511942,496676.990903531
737.503967285156,0.68850478,3428077.90190248,3343933.92951487,3519195.1721305,3243869.86940811,301119.67728872
737.511016845703,1.12360835,NA,1829865.41665589,NA,NA,1722199.03482487
737.55224609375,1.5916896,4253051.01220622,NA,3258717.06328992,3434590.62599485,3400303.67353424
738.508056640625,0.68343859,1043150.14161135,1111278.91227802,1158501.47946324,1124895.97357757,1015001.93187373
738.513061523438,1.1332471,NA,NA,1084569.90700589,NA,NA
738.545654296875,1.1032644,726377.374755675,1241577.822952,1213637.98731807,1118827.11107839,1144470.20607482
738.556396484375,1.5976129,619466.980559911,1829264.19513769,1583592.29013145,1392854.87457534,NA
738.663635253906,1.6408319,1931272.32755424,1894092.41197317,2108833.12833844,1930296.58768087,1970504.9101042
739.022430419922,2.00216255,1532539.36508947,1672577.20469358,1685596.76857684,1659970.5517426,NA
739.550079345703,0.565902095,NA,897928.337152353,728205.674859063,554773.501657052,332480.13523991
739.666259765625,1.6452093,NA,NA,NA,903101.726514795,NA
740.554565429688,0.61471137,1173384.01192944,1589813.0449782,1487966.35698374,1351522.37095157,1392948.6827495
740.561126708984,1.1387035,1212393.23826907,1318953.61308633,1170072.33484181,1215347.68842401,1186858.68488517
740.679260253906,1.7218601,3168457.92420202,3502016.64378923,3396826.71887063,3140429.02067907,3129665.52380878
740.988647460938,2.0024516,624233.645060623,645257.959772242,636857.252969169,NA,NA
741.528564453125,1.0863927,NA,1018687.13677739,NA,1016765.70946537,1141588.40733965
741.565002441406,1.1375693,620892.203599498,800558.138601303,676919.280915961,772627.605838125,690373.757926827
741.603515625,1.5669731,2847816.75006042,2558114.27240653,2362156.07455889,2404147.97777664,2723622.08676422
741.682189941406,1.7262371,NA,1598005.42476712,NA,NA,NA
742.570739746094,0.66941086,584655.804146637,429067.684024247,502008.170614897,597595.388533373,561821.256488193
742.577026367188,1.1377042,171315737.071842,175818613.243376,168207174.64892,168258616.850573,169125178.353499
742.60693359375,1.5682576,1315776.42211924,NA,1204222.17245616,1112201.56883583,NA
743.473449707031,0.57750574,NA,931833.886031838,NA,NA,NA
743.581451416016,1.24196315,1290260.85428653,1713108.61219711,2308450.12155178,1817018.34386751,1858375.63709981
743.61865234375,1.6447974,10939723.8222391,10135413.1029641,10205809.8425354,9605639.81015651,10143408.5950413
744.556274414062,1.2294339,2374083.49276852,2445642.84935691,29119940.3793992,28665284.4929484,30323948.9023064
744.585632324219,0.65413741,690803.648386153,658947.621678219,689872.205334696,735916.184900967,737626.088023052
744.591247558594,1.1573211,17479140.4458422,43605975.9254947,17336544.919005,18299481.7683126,19247612.4150354
744.622100830078,1.6465105,5416110.39177061,4956333.43339214,4882032.82084116,4907171.63960071,5006784.27016003
745.559753417969,1.2315889,14388100.708139,13154561.5005931,13789646.3810109,1139130.97418234,1107788.13994843
745.595520019531,1.1586152,7887131.62293515,15534603.9470283,14261477.2427185,15243708.6169089,14220611.5596499
745.625793457031,1.2557387,1435449.14551036,1439364.48455027,1547938.30330327,1434146.07403237,1426534.30024177
745.634246826172,1.7222523,16745617.3312861,15777273.6294399,15966475.0876165,16268180.9451694,16741761.9873317
746.511810302734,1.1420813,1495399.24203023,NA,NA,NA,NA
746.565643310547,1.2294339,947446.625862716,689781.028347827,772765.233009936,1019978.24473556,1344664.72804784
746.568939208984,1.1170524,1981846.90731548,2723300.4454486,1774873.2632304,1748490.85309841,1713481.10348932
746.602813720703,1.406363,647950.281219727,NA,NA,NA,NA
746.606262207031,1.2544542,5381373.42472983,5161811.87858531,5597332.56130106,5403898.28969504,5415981.6814335
746.637878417969,1.7222523,8829452.515563,7994206.66321227,7539882.66545494,8012751.94212835,7855209.48466569
747.004150390625,2.0010901,2138867.44558304,2045730.87097924,2045217.82281652,2034882.13045505,2051768.81042547
747.534912109375,0.67906146,825485.318689237,625242.631935485,716438.212522132,815925.044157325,754945.941072829
747.569305419922,0.55560609,962332.31805464,885230.791720357,613777.413356155,1041245.48982633,685476.066006579
747.574859619141,1.1236187,543776.016945716,753913.273721895,657041.663716828,714959.627833733,654768.522523484
747.609893798828,1.2513616,1912409.37511064,2123035.52830097,2199424.46701819,2241770.27165494,2186696.33309306
747.640808105469,1.7252502,2337714.08465147,2160282.60188657,1922901.01147627,NA,2209885.14567098
748.036224365234,0.67039219,521343.081997645,NA,NA,NA,NA
748.528625488281,1.1828363,1930672.38124369,552250.810299982,1819710.49229278,415849.390145532,571181.502771893
748.587799072266,1.2163235,2132325.06537164,907529.231993113,734250.126377766,1983054.34853958,699129.505254234
748.988159179688,1.9945246,NA,NA,831860.180092453,876500.002821908,758859.856196201
749.591552734375,1.2162858,864729.422011523,NA,613230.288827341,901100.506978314,904439.73435502
750.544799804688,1.1477033,4190489.29806412,8192085.63209474,4052353.00660735,4265080.69768625,8774787.43075424
751.550689697266,1.14268825,2935059.32008444,3032350.86330773,2551239.72449739,2390130.48187409,1831041.00998576
751.638732910156,1.4612927,NA,397461.078242813,388934.295941625,561432.556776047,582456.959546767
752.51953125,1.3238074,2957194.70093907,3279172.02210654,8418272.88211507,3762221.77223652,3629744.52615838
752.555953979492,0.534168105,NA,1280680.90418959,1100595.27294496,1009711.14949258,716635.457043954
752.56201171875,1.0469685,892627.721662354,760289.835618322,765922.04838839,825627.690293238,827287.848178625
752.680419921875,1.6810802,859026.600597467,872781.54108314,924797.018882485,878196.177607854,1063320.6503925
753.067565917969,0.75695339,NA,NA,NA,NA,743602.260054446
753.522766113281,1.1354356,2703252.76121409,2236187.3316195,3557612.46654675,3660793.22661652,1907432.79368967
753.523284912109,1.3341105,1592519.40906609,2092613.9847419,1999095.36214735,2270469.46009346,1820916.89795845
753.557373046875,0.69875834,NA,NA,644580.118735888,NA,NA
753.564971923828,1.1517949,1265061.92487199,1319129.03054518,1217280.3435405,1226684.35106484,1277244.86007741
753.592529296875,1.1966056,15059219.0690276,16199561.478321,16312075.0974477,16945889.4708775,16249971.5421735
753.681823730469,1.6828585,NA,NA,385922.070474653,397407.283569142,507789.19165716
754.053344726562,0.68133514,512101.38951377,NA,NA,NA,NA
754.525695800781,0.54950394,916272.538115058,1119720.3370293,777678.792570046,1044770.26178236,456579.138933732
754.539764404297,1.14816945,2279982.65946872,NA,NA,NA,2346144.72854485
754.577697753906,1.3068275,7044072.54626247,2807167.19482654,2904432.32162261,2806521.82769779,3050919.25471603
754.578369140625,1.0742357,3044011.693545,NA,NA,NA,NA
754.595947265625,1.197621,6937450.06124793,7042209.08802642,7683738.2858709,7615890.91527151,7500470.52365671
754.695404052734,1.752892,2016328.43058694,2251545.45132712,2358062.98782731,2114871.4592004,2056238.97212532
755.003692626953,1.7565827,361793.194544928,1691498.3264422,401278.370394631,1118393.84418553,289786.691094858
755.537170410156,0.60035831,497668.546267475,NA,451610.852784745,NA,422179.306578503
755.5810546875,1.19772005,1164440.73026573,1181603.91336291,1307740.29872504,1132871.36456751,1209761.65942097
755.599304199219,1.2008695,2699786.10299219,2413939.83889425,2128659.63448978,2587333.579635,2592351.82202269
755.619201660156,1.6107447,1258006.3091449,972082.242827671,721003.415159204,725356.094357814,884064.476241445
755.698516845703,1.74782845,NA,1006193.97324792,1038562.12827632,975295.24468289,1111684.89030567
756.007141113281,2.0006596,1387361.23608047,NA,1635696.91088046,1366547.16423047,NA
756.556396484375,1.09013711,3919623.53219696,4323234.40935699,4383180.85070099,4290721.0604894,4430838.1464982
756.59375,1.1754768,709641.716429601,17830490.4766693,17767600.1300614,17313609.0265181,16858009.2258352
756.600555419922,1.3575909,NA,NA,NA,NA,2888610.03654605
757.474914550781,1.406363,1026993.82454982,1620919.84213637,644240.375543227,1227591.08016576,916047.380093192
757.559722900391,1.091664,1709678.87918986,1902320.72742401,1918902.90857737,1882825.54496819,1827824.36862127
757.597229003906,1.173955,8002339.66613755,8331648.18623879,8199549.66942889,8080872.82577307,8058873.48418463
757.600341796875,1.382289,1499830.50080076,3255661.40179374,3437831.69649797,3577467.77263861,3264207.64754086
757.652465820312,1.59641155,32299852.6682384,1843540.81420379,34605476.7816422,34113860.2587126,35889284.777162
758.225402832031,1.2871637,NA,NA,NA,NA,1406597.42369967
758.477859497071,1.40481935,550517.470815563,474014.904360119,377399.560271583,526413.581285554,431403.883528664
758.567504882812,0.60692401,716122.403532753,670319.733581858,836671.677296877,752565.992738424,814818.157724306
758.572998046875,1.08684015,461784.719308594,252683295.134223,255169991.523773,369693.175514679,882718.268483605
758.606201171875,1.201998,2331831.78773888,1018061.51829766,1306245.74327625,1373513.36722727,1138798.96263009
758.608917236328,1.2675139,2168234.11165341,2217457.79721046,2290313.55176583,2307505.04016403,2174890.95979041
758.655639648438,1.5932364,16754381.5506216,17023538.6621768,17048188.5451648,16928951.2110825,17440591.7479371
759.013092041016,1.3532139,NA,NA,NA,NA,362694.754682063
759.576293945312,1.0841738,139157344.289605,624372.231948873,122095838.685235,120272329.161773,878019.971715646
759.593627929688,1.6406261,NA,1958039.26828453,NA,1816026.90474314,NA
759.611846923828,1.3800486,737639.313731672,1302039.37749511,866396.295895055,1575043.95491911,1448816.42394061
759.641815185547,1.3144441,5221325.48723024,5727343.11879202,5272838.45765643,5530023.6492001,5533215.27145074
759.650939941406,1.7491704,11931245.6118742,11243322.385563,10900930.6170209,11038515.6637282,11260104.4216056
759.657165527344,1.5926061,4991989.49690859,4840325.22399206,4995778.71462047,5057963.47591617,4917721.90101764
760.076904296875,0.78564025,399141.281331522,467371.383851963,NA,NA,NA
760.582458496094,0.58407172,37211963.8651113,2080854.50894827,31971778.393224,31704635.5600294,34398705.3391324
760.589096069335,1.3534964,1398877.04507215,1695080.91093652,913183.973487,94608260.8542945,1016116.88964384
760.645751953125,1.3144441,2339348.19624623,NA,NA,2517846.77531608,2418623.71946187
760.654357910156,1.7487202,1143102.41066686,5814550.49035693,5468478.79703644,5535547.37863683,5296048.46193356
761.020690917969,1.36888805,4595239.7626635,4691296.18696013,1306504.58178752,5180579.56821636,1619703.0654053
761.056304931641,0.684084635,NA,NA,654099.993463425,NA,697815.283065305
761.586242675781,0.57969424,680664.80373762,676016.633885584,7226517.22222369,6577405.01337001,712947.722148134
761.592102050781,1.1839685,45350999.8941267,43315077.889925,575290.365403804,46090385.5108112,46029915.6749012
761.609985351562,1.723478,2894789.20245043,2555510.17583901,2636911.75813571,2461975.81859175,NA
761.652694702148,1.31721805,1061386.19280965,NA,NA,NA,1061454.37933516
761.656784057617,1.74802465,1471458.10870074,920824.19243346,934720.716300188,1097938.30662996,1262211.14152411
762.023986816406,1.7288179,389431.677229127,1423679.52520505,506326.405102616,774639.704053337,707953.757123581
762.544830322266,1.0414075,3751711.25414388,3793321.65003465,3839549.11409714,3984446.6057025,4098282.95354935
762.587646484375,1.0819852,NA,NA,1051117.69178404,1127471.59909594,1040215.46296392
762.595397949219,1.1823011,11372934.6365992,11630507.145788,12187448.7100415,11817714.0833674,12035196.8454658
762.604248046875,1.2980729,5242847.76054421,5713044.06950885,5490545.64354468,5712283.26047676,5640614.34107673
763.54833984375,1.0360559,1698851.65387371,1777632.79710487,1819000.054215,1837926.56865427,1889222.88434822
763.598297119141,1.18128975,NA,2156198.43866692,2372888.55393825,2089110.50199,2230425.01247231
763.607696533203,1.3003188,NA,2686916.63539326,2487986.24169328,2743170.58591856,2764484.84631769
763.994720458984,1.9792047,NA,NA,NA,NA,1539759.57922884
764.526184082031,0.98927041,1217089.36493251,1135467.59782421,1072332.29340555,1070368.91841232,1162558.13201822
764.556304931641,0.68255686,NA,685657.435912882,NA,NA,NA
764.560424804688,1.030385,3161721.27771251,3410670.66612623,3427407.20636247,3382036.21420397,3538841.37600663
764.596466064453,1.4727937,1272847.96188652,1175136.50914362,1223232.96057642,NA,NA
764.679840087891,1.651363,2030214.4093166,2040488.66196506,2246460.33652819,2057066.27501034,2228063.73727219
765.032775878906,1.996713,NA,NA,NA,NA,867656.005513364
765.529632568359,0.98923923,NA,571621.98007994,NA,553029.767352587,552856.745438617
765.56494140625,1.08247305,1598421.98902437,1684429.44545286,1611132.92306235,1606140.59902449,1554526.81701066
765.599426269531,1.4697126,NA,555394.96203682,NA,NA,NA
765.683532714844,1.651363,990222.148084499,1086960.26759977,NA,1077580.09620966,NA
766.541015625,1.1223044,7125797.70586246,7451944.92005653,7218390.07909724,7183687.1505872,9434974.45601998
766.576309204102,1.1109538,34957657.00077,5612072.60466966,5508016.10469261,5680170.18174019,35825239.8131311
766.658508300781,1.4223019,NA,NA,435721.891014867,467124.270817361,NA
766.695770263672,1.7207188,10462635.6738405,10140240.3406708,10493410.7381456,10110976.7376052,10110732.9666522
767.069885253906,1.7213634,894776.309090505,577697.625452015,447986.463977857,308100.993030491,780827.521156783
767.542572021484,1.231036,3444141.44026575,NA,3144793.3356091,3137224.73931943,3388551.48451758
767.544555664062,1.1148638,5850976.88940262,3105715.03450974,2632426.0131463,2616154.59324309,2052426.03145818
767.571868896484,0.73377546,753049.908882979,505782.152030829,923906.324426789,NA,NA
767.580780029297,1.1083095,16032394.4330788,15955445.0846618,16608176.5701997,16714942.9306896,16345230.5248402
767.612762451172,1.2578849,444060.850961178,410852.294217397,NA,NA,443698.111810642
767.619842529297,1.5754125,1360132.61358811,NA,NA,NA,1170926.23686318
767.698913574219,1.7190832,5567501.79676123,5426122.55212452,5343305.14140675,5032947.29897265,5709594.98306817
768.072875976562,0.74821331,NA,744380.480020639,NA,NA,NA
768.427001953125,1.0250826,NA,NA,NA,NA,688166.174587922
768.54978942871,0.556053675,NA,1415799.64370681,1356635.20261134,1317776.63337347,1028078.93481849
768.557067871094,1.2053263,1059392.26256872,993703.420165866,101103122.663042,1157843.67341415,1066503.23445987
768.593414306641,1.1574007,34529422.7429385,33824203.6244934,33506731.1151063,33616662.8403123,32423152.4093228
768.623413085938,1.5757272,660496.606657875,NA,NA,NA,NA
768.711059570312,1.7939601,20212887.1632671,21188345.2326319,19930565.9808193,19750090.1673229,20417001.0520519
769.551879882812,0.67383439,803984.675456958,897333.305534273,1037960.04206389,931164.354898407,815327.58521075
769.560729980469,1.2031709,46145872.1736896,49987165.3736871,470508.521220384,489116.676753888,48406088.8661927
769.596923828125,1.160835,15349225.3438923,15413378.4875632,15420210.7980923,15835021.794953,15419685.7965371
769.598602294922,1.34297885,NA,988481.853238242,726585.318955267,966940.711957387,773612.574069559
769.635467529297,1.6486992,10312164.5068009,9698406.016677,8888849.02479586,9404498.84167274,9634744.92940238
769.714416503906,1.791772,10661130.6322328,11113059.8303286,10505286.3144137,10620293.8157801,10529213.5704599
770.050598144531,0.65851449,524361.877879296,538472.361231274,571002.764123238,NA,NA
770.510803222656,1.1790968,NA,NA,801349.379547796,866799.021753937,725507.268088663
770.564636230469,1.201998,1016309.40302684,13616617.2992078,13052613.8123004,816157.419314203,854059.280311079
