"mz","rt","peaktable_1_a0d25fef67532f42501b07e27fab8747 intensity","peaktable_2_153437c90d223ce0da85ff0c50cf80e3 intensity","peaktable_3_efa6f65476b7343e5481e46df0b1846c intensity","peaktable_4_42513057733130ad46e2365204c0487c intensity","peaktable_5_040d565d8e12fd6f47dce862588b8ddb intensity"
1233.52947998047,0.66503379,3802435.23045964,3434672.363945,3709087.44321816,3746030.86024849,3647551.53168468
1233.86743164062,0.66065671,NA,2641353.79358358,NA,2438034.65831109,2526025.86147887
1233.880859375,0.66820372,3351278.87536541,NA,NA,NA,NA
1234.19348144531,0.66601513,2021920.79098873,2190005.98525927,1934640.07159719,2017249.19559649,2161419.06736108
1234.39733886719,0.66941801,1381792.23481522,1450498.00908326,NA,1376816.21170115,1248944.90180385
1234.52673339844,0.66503379,1330626.1641999,1465883.78971675,1393337.77043764,1439223.53097568,1417766.23594099
1234.85662841797,0.659399375,1079047.78828465,NA,NA,1375774.68022947,NA
1235.55041503906,0.70759773,2145142.88401166,NA,NA,NA,NA
1235.884765625,0.70532403,5277493.24124253,4708025.83030662,5718825.70510506,5243812.55702999,4957267.20360442
1236.21685791016,0.70442831,8332542.71307935,8918782.55225397,8690418.72633209,8339285.19381728,8791276.10162462
1236.54614257812,0.67039219,10485868.4694735,10930506.2949115,10775037.7270484,11422092.5352632,10505701.8733051
1236.87951660156,0.67161377,11145640.7915076,10913030.1575627,10770255.4320271,11333292.2232032,11120734.9241328
1237.21350097656,0.67248086,9222950.99763382,9365189.2720713,8862573.78146026,8948091.3749996,8947678.01310112
1237.54376220703,0.67378801,7289313.16187119,7312967.3130715,6815318.70788681,7007989.30092306,6868511.18796198
1237.8740234375,0.67029194,5317323.25194649,5237062.27555502,5323832.34067598,5355778.00464192,5124664.61326453
1238.20288085938,0.67029194,4167794.14245012,4261472.02593955,4248341.05824644,4572595.65558093,4099971.23099219
1238.53344726562,0.67248086,3406270.68686272,3175168.42763433,3413601.34732335,3424323.37710586,3460310.42286754
1238.86480712891,0.67164579,2465154.56331253,2338919.21038847,2455018.79051712,2513297.89838543,2305651.88112676
1239.19921875,0.67164579,1796675.78838783,1423315.53424996,1702107.33495858,1701115.52673348,1828611.50413975
1239.52807617187,0.670512315,NA,1198753.82960938,1031129.47110811,1230289.62002089,1029367.92917962
1239.90075683594,0.68036794,NA,3352176.77463465,NA,3462724.05437517,3375908.96718081
1239.91418457031,0.72725228,3718682.35774865,NA,3694275.83089762,NA,NA
1240.55651855469,0.71416384,2556417.89246077,2343102.18046006,NA,2294751.21507561,NA
1240.8896484375,0.68133514,8933790.37518618,8686528.07178178,8779875.91813972,9307116.57456622,8786397.49138262
1241.21795654297,0.68080895,9457648.24228987,9914659.43498926,10495712.4807399,10035013.6856718,NA
1241.39221191406,0.64631826,1843858.72989446,1824641.52348173,1978428.77504129,NA,NA
1241.41442871094,0.67685796,NA,NA,NA,1723497.97463765,NA
1241.55126953125,0.68133514,10654595.3474026,10375669.6406883,10706174.982956,11413439.1200742,10892736.2100726
1241.88543701172,0.67904614,11550609.0222163,11906452.8589747,11921631.6599813,11711413.4734208,12158418.5114386
1242.21496582031,0.67904614,7943473.7208964,8054839.95793091,8097608.42727518,7913655.3459672,8106644.82684463
1242.54577636719,0.68343859,6288580.38882241,6100112.45960436,6253751.65364361,5921422.72801745,5847355.17385573
1242.87707519531,0.67904614,6201510.42625563,5942115.02191427,5862018.65045743,6104297.95081996,6185143.85066501
1243.205078125,0.67914653,4080717.3438441,4175751.92722073,4032343.1279987,3770799.4543625,3655869.66766582
1243.53625488281,0.67817948,3144191.5996589,3023061.36681956,2811273.02755892,3158489.65124756,2955523.00618403
1243.87042236328,0.67817948,2730373.97784965,2487978.86113994,2818263.86531249,2803408.5254808,2499339.44116032
1243.87451171875,1.4478272,NA,1623188.30083188,NA,NA,NA
1244.1999206543,0.67860593,1517292.52937106,NA,1611341.99104019,1354147.71154972,1511610.00285058
1244.20324707031,0.68474504,NA,1200740.14834059,NA,NA,NA
1244.52380371094,0.68133514,913058.6543942,1050670.02810911,1081387.68142609,1014263.17023871,1069110.41721021
1244.8583984375,0.67685796,NA,NA,NA,1062278.09061979,NA
1244.87707519531,0.72631378,NA,1641512.52525457,1767315.70635865,NA,1336464.62848344
1245.23120117188,0.72413939,NA,1204100.32220635,NA,NA,NA
1245.55554199219,0.68912214,5238114.3124541,5041913.37984877,5039789.96993796,5219847.24065745,5167397.75893415
1245.89044189453,1.52352915,8348613.7985461,3696511.78269815,4185790.97253276,3859345.10881988,3010960.88301211
1246.22283935547,0.68912214,10623253.1201313,10497390.9851146,10842154.6398044,10711990.3777103,10335722.1160227
1246.55560302734,0.68998919,10709711.1358913,10780821.3631404,10554442.9603136,10936651.1661766,11251173.251636
1246.88677978516,0.66289163,11190681.733051,11017771.3766034,10807134.2828907,11130358.7832917,10456875.7819736
1246.8941040039,1.5267822,NA,3170832.48212256,3722240.404092,3269458.13326955,2549483.5994857
1247.21728515625,0.66067109,7342670.06962198,6826153.84389462,7468219.29796432,6936350.59885603,7093263.03561012
1247.41052246093,0.692838885,NA,NA,4392467.63731066,NA,4246904.67554799
1247.54620361328,0.66289163,5531358.32488323,5646428.88736067,5873225.37092863,5884348.2143957,5296194.79159679
1247.87170410156,1.3331233,NA,2014983.35226188,2317234.20661825,NA,1689998.63367495
1247.88589477539,0.662875575,NA,5441140.02806791,5788087.52603228,4229761.38255391,4337578.5138683
1247.8955078125,1.5296965,5085648.0595298,1497069.537501,1649030.4119838,NA,NA
1247.89807128906,1.5288633,NA,NA,NA,1453014.5646675,NA
1248.20776367188,0.68910802,3474081.01463547,3410043.3378452,3469021.23817493,3534208.75798742,3193189.8360231
1248.39953613281,0.65507244,2489939.3838657,2655116.90913278,2453631.03230792,2607816.47393991,2485233.55341677
1248.53637695312,0.66163806,2433503.53758821,2444900.35433874,2602891.05605642,2667627.59806211,2584859.08144728
1248.86743164062,0.66504802,NA,1723677.09880683,NA,NA,NA
1248.87371826172,0.66163806,1793634.68645274,NA,2120754.02750555,1729108.89641564,NA
1249.1996459961,0.67533013,1266848.48629862,1258924.96115036,1061228.45644184,1340097.40848416,NA
1249.20349121094,0.65846819,NA,NA,NA,NA,1145807.09375928
1249.52587890625,0.69349976,NA,841538.255157282,NA,NA,NA
1249.53479003906,0.69000418,NA,NA,1047196.24358287,NA,NA
1249.87701416015,0.688461805,NA,NA,1451923.41427989,NA,1376098.11880627
1249.90319824219,0.74164774,NA,1376468.56276126,NA,NA,NA
1249.95593261719,1.6714719,NA,NA,NA,665900.131378503,NA
1250.22747802735,0.698353025,3468069.7778899,NA,3476260.09627358,3195689.35722764,3334857.64942896
1250.56143188476,0.700498795,NA,NA,5596292.39828274,NA,5671304.61721832
1250.89404296875,0.70005067,10187403.4250638,10066007.3213266,10347281.3255435,10282482.0634105,10093546.0316121
1251.2236328125,0.66942516,11463212.8770653,11588046.6777231,11854764.1764186,11533346.4249218,11441747.6476032
1251.55572509766,0.66941086,10637340.2561439,10488491.8950286,10479373.4631838,10548809.0367624,10773929.2307932
1251.88928222656,0.66942516,8452732.39250318,9003599.38518299,8935991.3571835,8901262.4789148,8870019.81668232
1252.2197265625,0.67039219,6720618.10405302,6214136.27928192,6353530.2080119,6369843.02459101,6491728.95871257
1252.5498046875,0.66723719,5180562.48522464,5283637.13048373,4817156.17205172,4905211.03273608,4761823.35367975
1252.87719726562,0.67039219,3874675.21216575,4178833.43897784,4405981.07854403,4142616.96607646,3915275.88675659
1252.94671630859,0.631558925,566591.339955988,1254240.54806939,640932.848790924,1219401.76089908,1245241.32707858
1252.94897460938,0.63444056,NA,NA,1264829.55857806,NA,NA
1253.03796386719,1.9940938,NA,NA,NA,2336553.05081476,NA
1253.20922851562,0.67039219,3292687.11086678,3075078.28801477,3099969.60303192,3105658.65846768,3215925.82033382
1253.54089355469,0.66941086,2492025.28135178,2506644.97082575,2316866.45361096,2398820.35763573,2645860.80050355
1253.86743164062,0.66820372,1430028.94628051,NA,NA,NA,NA
1253.8747253418,0.66941801,NA,1452382.85936406,1537784.55628409,1346772.66177884,1440730.19477194
1253.92932128906,1.4478866,NA,NA,1482366.86919994,1228334.49336712,942579.911465062
1253.94897460938,0.63003124,922184.564830065,854879.283645606,895980.912325689,907610.173931738,939607.828601483
1254.19677734375,0.67029194,NA,NA,NA,991263.682691616,NA
1254.20544433594,0.67602291,1023706.20118259,NA,993258.072137288,NA,1130736.93474416
1254.52935791016,0.673795315,NA,962698.860992674,NA,NA,1105436.58008927
1254.912109375,0.70749757,5893085.88671296,5675833.27928169,5522419.3515639,5919004.45377929,5719272.93698591
1255.23321533203,0.712976455,NA,NA,4092157.06911007,3836744.28319917,NA
1255.4072265625,0.667720145,3176548.31753495,3097573.61387631,NA,NA,NA
1255.56512451172,0.70749757,8387704.51214499,8599662.0435645,7570247.37147853,8726283.38920001,8930043.91780023
1255.89794921875,0.67695803,12980352.887689,13102031.2286176,12329329.2128879,12971023.7904882,12790559.1397688
1256.2275390625,0.67695803,11439950.144903,11352080.5043512,11524028.2000124,11752396.0616008,11806921.3172234
1256.41137695312,0.66601513,1570167.6683655,NA,1329359.5158681,1342176.20179549,NA
1256.56091308594,0.67695803,10396485.9257333,9901583.12055395,10017801.9527663,10065029.4668456,9661106.77997214
1256.89440917969,0.67817948,9676335.8805284,9773503.45102552,9923786.90170654,10129949.3153263,10001607.2249047
1257.22161865234,0.67695803,5717291.76944168,5832453.58784811,5590817.25967507,6016933.57173202,5712579.32846208
1257.55114746094,0.67695803,4530934.3318767,4835972.27671555,4494345.82430184,4829662.24095578,4388571.27661326
1257.88647460938,0.67695803,4910579.57290246,4891441.6620951,5020012.30623265,5291853.56459949,4951509.54086345
1258.21203613281,0.67695803,2596096.71029338,2666909.00889041,2706683.45213653,2908726.2174699,2738720.62071916
1258.54431152344,0.67599116,1947952.42216783,2076457.00818115,2084822.87082979,1871209.43618639,1942384.44298009
1258.87854003906,0.67476929,1866904.18556483,1927177.26388812,1525710.170106,1964720.5066026,1943538.37102387
1259.20178222656,0.67816572,1157777.73460959,898505.432497737,NA,NA,909069.296610407
1259.86450195312,0.67258081,754792.508063351,NA,NA,NA,NA
1259.87426757812,0.68035371,NA,NA,NA,NA,920801.879884786
1259.90563964844,0.71974768,2855790.02870378,2661896.21514307,3137089.24444909,3207871.34333511,2695040.71460536
1260.23120117188,0.68571226,6780572.20858181,6676612.84942353,6785946.29948452,6502125.6191992,6754267.09603846
1260.56530761719,0.68474504,9552976.52303512,9025546.54996584,9178689.30842758,9539957.95613558,9570694.64492213
1260.89971923828,0.68781569,12792326.6195384,13418648.5675204,13508388.407863,13132596.2498229,13490265.8727516
1261.232421875,0.68571226,10795913.6445077,10879154.0907431,10417017.2538908,11362450.5813444,10491396.1138746
1261.56042480469,0.68691994,8653307.48563609,8470646.40327541,8732150.6118753,8797652.96842259,9028610.41765562
1261.86224365234,1.5231308,NA,NA,1395768.09459112,NA,NA
1261.89819335938,0.68342366,8621079.05866276,8311558.1013202,7651874.04571212,7350469.86089518,7653099.24556245
1262.22290039062,0.68691994,5185173.28686244,5028484.54796668,5430671.20091422,5248461.95092392,4997407.84888759
1262.41516113281,0.68124996,NA,NA,3389342.57210344,NA,NA
1262.55261230469,0.68912214,4285769.5616195,4530199.02008556,4149821.87957608,4115571.40186219,4076241.41869618
1262.86828613281,1.531052,NA,974508.22847442,1175725.22881116,1018750.86129052,NA
1262.88507080078,0.6851718,NA,NA,NA,3734468.42496546,3731264.21765055
1262.90393066406,0.68343859,NA,NA,3607442.00922421,NA,NA
1263.21276855469,0.66070313,2442971.50608935,2499309.98165235,2452301.00096179,2290394.55599424,2432202.92190139
1263.41687011719,0.67602291,1997231.20107421,2160672.41773804,1659246.77242423,1904073.43523834,1909186.4510096
1263.5458984375,0.68473087,1735052.71594138,1597188.87101668,1651826.36377733,1808970.80143902,1669794.92928088
1263.86999511719,1.5201092,NA,571256.988270679,1534710.22665191,535719.089068008,NA
1263.90747070312,0.64184079,NA,NA,NA,1171107.39774355,NA
1264.20166015625,0.68571226,887761.240132878,NA,NA,969013.9685677,943612.052936812
1264.20886230469,0.69000418,NA,NA,835894.144208743,NA,NA
1264.57769775391,0.73596369,NA,NA,1041906.47663715,NA,NA
1264.89791870117,1.33095845,NA,9559852.65744949,NA,NA,7856503.45432256
1264.90124511719,0.69875834,5312900.49316356,6064310.34128551,5496095.58944596,5725131.66647274,5429637.75456322
1265.23699951172,0.69884384,6651173.62085553,NA,NA,NA,NA
1265.57043457031,0.69787684,10824683.880814,11008243.1280187,10633558.4192745,10846893.293851,10275600.3215545
1265.90148925781,1.01592426,603231.12081469,8329659.14386703,12043019.0747559,8480063.71515295,6755582.7684308
1265.95556640625,1.5012449,NA,NA,636316.935053698,NA,NA
1266.23150634766,0.66591487,10302854.8820746,10585272.1948999,9708712.29399884,9780045.13260733,10472176.070192
1266.56457519531,0.66591487,7876646.53129327,7609981.24442831,7695182.10660312,7684578.35568384,7651396.87286208
1266.89501953125,0.66723719,6084111.71814033,6062686.63939775,5990387.98124131,6204391.44646164,6348610.77050452
1266.90362548828,1.33422465,NA,3711021.74594124,4590085.21188362,3748740.05897324,2957058.40338345
1266.96508789062,1.5157321,NA,NA,NA,446044.712059431,NA
1267.22570800781,0.69568781,4830931.60184156,4868415.14006535,5037058.36869111,4499316.73820364,4750978.84322016
1267.55395507812,0.66504802,3846377.12529276,3704720.06790993,3545908.66081558,3402041.83268393,3832214.82049238
1267.8369140625,1.2970192,NA,2193954.59224814,2716661.02430281,2259809.74095099,1727753.34481472
1267.88500976562,0.66723719,2963771.19871616,2955571.20653466,3208297.27958933,2782425.75246767,2960952.22181851
1267.90661621094,1.3406461,NA,NA,1207583.97277644,NA,NA
1268.216796875,0.66591487,1911248.87911852,2036742.53912212,2274666.67464473,2172688.98177765,2190809.08867544
1268.54870605469,0.66942516,1571178.00229599,1540501.22197451,1677692.0872406,1623293.6355821,1743266.78185108
1268.84085083008,1.29813025,NA,2950493.40432314,3078390.59655942,2826266.15048069,2224911.70593605
1268.92639160156,0.69131102,3882442.42367862,4065743.87156537,3847790.4701371,4094776.69325805,4042019.10024624
1269.57397460938,0.7064108,3177766.24961258,NA,2643192.45347307,3166496.30361025,2901881.53927527
1269.85290527344,1.3363296,5265896.46173337,62438945.9157871,71970099.9848429,62551497.0610726,49510726.4843651
1269.91265869141,0.70663103,8900725.12111119,8063494.67291306,8248605.57525132,7857538.01107503,8408435.46745387
1270.24108886719,0.70749757,9293630.48939197,9575435.6771551,9738789.35128572,9426157.09663467,9485004.03990477
1270.41271972657,0.65458884,2619031.87639371,2588596.00787949,2744610.25835062,NA,2403458.25502205
1270.42626953125,0.68561211,NA,NA,NA,2191165.45846517,NA
1270.56958007812,0.67476929,11661384.134626,12185193.1963141,11798681.7845009,11762542.1181413,11979514.6683985
1270.85620117188,1.3397364,4369763.24862631,52567258.9391618,60978264.6483401,53119026.6908117,41969726.3770412
1270.90521240234,0.67380262,13295805.0365535,12879226.2186166,12748466.3415907,12961645.5770947,12527261.5719475
1271.23693847656,0.67599116,9196155.44740928,9345414.37099021,9060163.88322704,8886170.23690218,9403679.39038491
1271.4150390625,0.65349459,1053629.95704795,988376.103552993,1073661.8218866,NA,983761.476247137
1271.568359375,0.67380262,6835336.58523414,6974790.29713149,6732329.02907495,7016459.18302983,6671494.88500544
1271.85949707031,1.3352786,1886394.08179202,23211613.7303447,26634238.2834585,23783095.2666026,19262131.1175576
1271.89819335938,0.67599116,6532561.15927127,6818167.28411033,6597617.75820587,6309804.52316016,6113933.68077425
1272.22570800781,0.67599116,4310992.38169979,4704101.72768618,4357399.01313833,4805003.81155981,4434493.66652306
1272.55639648438,0.67597658,3329649.5263076,3661295.51984432,3731551.92067815,3624134.18723833,3383821.36124667
1272.8628540039,1.33688465,NA,7131432.2008605,8213607.02207609,7532871.97619904,6193176.75308784
1272.89025878906,0.67383439,3543021.66075492,3128297.64631079,2795692.84436253,2473249.22083361,2640941.71440204
1273.22045898438,0.67599116,2006909.45421579,1792831.03169379,1954325.11638688,1603262.33967777,1725184.19362893
1273.54724121094,0.67378801,NA,NA,1052917.00240636,1136970.57429232,1122153.12477552
1273.55322265625,0.67380262,NA,1109457.23431179,NA,NA,NA
1273.85272216797,1.0172538,NA,NA,767228.567632453,NA,NA
1273.86694335938,1.3353593,NA,1821259.45169365,2079663.67107403,NA,1486577.91771026
1273.87725830078,0.67707803,1590278.1790228,1264310.18923081,NA,1375366.02638289,1528433.9313987
1274.20947265625,0.67685796,NA,NA,NA,858679.357095296,NA
1274.580078125,0.715811185,NA,NA,NA,3427979.4718071,3315592.82513647
1274.90667724609,0.68255686,7761278.2048892,8086618.04236322,NA,NA,7979258.43842603
1274.91424560547,0.719542075,NA,NA,8850057.03987255,8799388.63006354,NA
1275.24133300781,0.68474504,10823198.2883701,10685714.8780441,10507231.187424,10336578.4090189,10498473.1332533
1275.57501220703,0.68352362,11151644.3716098,11324650.8606921,11709138.8876787,11856436.9824657,11309221.2110735
1275.90942382812,0.68473087,12248439.7397823,12285388.6832658,12134314.4104434,11775934.4537049,12066688.199954
1276.23852539062,0.68352362,8143021.65153599,7852656.26106656,7810802.0057363,8102956.14633365,7960785.50660685
1276.43151855469,0.70005067,NA,NA,NA,NA,4388685.59505276
1276.568359375,0.68255686,6212403.94165841,6352913.87364217,6086309.18610802,6200529.21135927,6371278.71992132
1276.90051269531,0.68561211,5057372.49211117,5592563.030308,5875409.07737716,5676024.94825575,5430484.12620224
1277.22937011719,0.68474504,3951913.11121264,4151908.2627369,3869753.45728786,3887438.44588539,3851810.78325778
1277.419921875,0.66289163,2888965.65166381,3173272.95371647,2986590.4156883,3308009.06886999,2900726.96698599
1277.55932617188,0.68254281,2913751.74557826,2798716.30988885,2926429.21812348,2906085.9151808,3517476.0950197
1277.8921508789,1.25024615,2024607.41163427,1283580.10737337,1642917.13492638,NA,1015579.59122266
1277.92266845703,0.66396271,NA,NA,2294992.29778536,NA,1680776.04717731
1277.93017578125,1.37369475,NA,1376826.45845775,NA,1364679.5109889,NA
1278.21276855469,0.67904614,NA,NA,NA,1350064.50347118,NA
1278.22296142578,0.682549375,1487993.86809011,1484834.25606261,1448697.07926448,NA,1680435.52721001
1278.41918945312,0.66372626,NA,NA,NA,1463364.25445296,NA
1278.55395507812,0.68571226,909286.392291425,NA,NA,NA,NA
1278.88000488281,0.68352362,1037189.17076254,NA,NA,NA,NA
1278.90869140625,0.70005067,NA,NA,NA,NA,2022516.51342494
1278.91809082032,0.731579125,1628638.41095302,2027222.65042865,2135404.65693218,1417515.98936396,NA
1278.93200683594,1.3800486,NA,NA,1474906.53831028,NA,NA
1279.25262451172,0.731145775,NA,1829837.37936187,1854480.12406922,NA,NA
1279.57824707031,0.69227784,5929005.42042387,6123717.05271355,5811105.84676883,5887155.91137266,5879617.12177699
1279.912109375,0.69438126,9480656.77609907,9562999.19501433,9560318.20223092,9827021.82332208,10132661.7744741
1279.92218017578,1.37786,NA,NA,643740.62405058,NA,NA
1279.9462890625,1.4459728,NA,1633097.4444521,2067428.43935337,NA,1380014.9549115
1280.24633789062,0.69446674,11167784.5029586,11352949.1132895,10474343.7121288,11013339.4955403,10622401.5168311
1280.57958984375,0.69227784,11477467.3898307,11052659.0487097,11025086.1910989,11234785.3540254,11193687.5241385
1280.90869140625,0.66945729,9267530.31966294,9805747.30800656,9489245.10829073,9660785.53480811,9621254.73440028
1280.9497680664,1.44720885,NA,NA,1838631.11365606,1488461.23227707,NA
1281.24072265625,0.66284522,6706054.36434328,7077448.33827285,6927588.05679939,7258097.19561531,6752739.25786976
1281.57092285156,0.69227784,5482806.35506965,5731400.11579325,5568694.26874698,5620476.69637578,5472535.0652534
1281.90087890625,0.69568781,4627174.03109522,4674968.55063039,4516332.11230967,4580109.63298293,4587208.94581437
1281.9619140625,1.5289707,NA,4265299.84410299,4887065.09245673,4356426.09119902,3244087.90932258
1282.23156738281,0.69131102,3833272.58688899,3541932.95995972,3678488.69392574,3257175.74184181,3532179.76535376
1282.56018066406,0.66508019,2618383.37314167,2475860.06282511,2694367.35301759,2763422.65423702,2322854.89284891
1282.89270019531,0.66945729,1558857.35540925,1722481.54920203,1830370.67913537,1738957.28067926,1499112.93988219
1282.96478271485,1.52883355,NA,2197419.82511764,4184276.83606448,3705875.39820539,1408324.13868196
1283.216796875,0.68691994,NA,NA,NA,NA,1227891.28961548
1283.22521972656,0.69436634,1280964.86030364,NA,1323331.98496173,1335794.3576049,NA
1283.55187988282,0.694586415,NA,825736.498808591,NA,NA,991767.521740979
1283.81555175781,1.3003426,NA,848282.562157967,NA,NA,NA
1283.93585205078,0.71197479,4642069.49482966,4233155.79231257,4642860.57266992,4553757.78993654,4462898.88516987
1283.96881103516,1.5269491,NA,NA,1802814.42967749,1047548.66272397,1002707.89960054
1284.24987792969,0.70223959,4193489.7165975,4685284.39065825,4405815.98098592,4397428.60787994,4260172.36234238
1284.42846679688,0.67466906,3732716.34655448,3447005.85962387,3558985.52630708,3616539.43968985,3577490.87932222
1284.58410644531,0.70312051,6187182.82155736,NA,NA,5980810.41689783,5930818.46921665
1284.81774902344,1.2980729,NA,NA,NA,924431.343197715,NA
1284.828125,1.31830575,NA,1000622.71496836,1138798.66804263,NA,NA
1284.83447265625,1.300295,NA,NA,NA,NA,662265.793839026
1284.91833496094,0.70225392,12880936.747004,12397071.5239132,12000523.7387953,12435342.0516992,12340180.7071773
1285.24841308594,0.67602291,11714064.9638895,11254928.3641967,11714141.739067,11666897.5646861,11343708.7691235
1285.43417358398,0.672047315,NA,1966956.47509913,1788981.99972632,2019322.98074196,1927061.92803946
1285.43823242188,0.67695803,1649022.33649864,NA,NA,NA,NA
1285.57836914062,0.67039219,10685034.8559757,10391890.6659487,10510964.2427952,10856228.6702782,9769120.64947497
1285.82702636719,1.3353593,1883663.18674383,20962559.4263778,23463916.3742799,20325904.6298689,16303938.4341742
1285.84533691406,1.02119915,NA,3132414.7422525,3480648.5045708,2653532.18077327,2110539.07048781
1285.91345214844,0.67248086,9955285.80748985,9847802.63409447,9733820.33728033,10047810.026863,9874642.35592125
1286.24261474609,0.67039219,6129151.75825323,6744338.92189822,6371079.04803405,6348941.07535987,5931254.04945355
1286.57196044922,0.67039219,4902267.49865086,5157973.3303808,4998863.73370412,5114225.2181439,4865943.87141851
1286.83032226562,1.3353118,1580903.05503281,17728262.3583497,19850326.9387527,17568355.1531959,14463591.029016
1286.84899902344,1.0229555,NA,2438337.18349101,2478609.79192057,1969026.65774677,NA
1286.90502929688,0.67380262,5147645.66051738,5155198.10222178,4944701.4986037,5222108.07032166,4875873.91385273
1287.23254394531,0.67466906,3060080.95916847,2972236.40207024,3149206.26799185,3310550.14726056,3192400.67541115
1287.56469726562,0.67476929,2201663.14212258,2251978.39759583,2050037.98148893,2519050.36923006,2160188.79417759
1287.83221435547,1.3346959,NA,9275961.12723076,10203695.4785077,9108044.50603963,7510589.5605541
1287.85131835938,1.0238193,NA,NA,884296.185012798,NA,NA
1287.89880371094,0.67383439,2091580.81516956,2337189.76043457,2558794.49377891,2296877.39031231,2188735.09345401
1288.22137451172,0.67383439,NA,NA,997523.052569777,NA,NA
1288.23034667969,0.67466906,NA,1286959.99581278,NA,1092077.56928781,1186238.37859005
1288.55261230469,0.67248086,NA,NA,NA,821586.68579461,NA
1288.83413696289,1.33531895,NA,3328074.66264662,3997537.48538151,3277263.19572333,2857558.06304522
1288.92236328125,0.71318249,3221477.57894771,3164312.83708808,2928848.44889777,3087930.27029817,2946264.88629048
1289.25561523438,0.71854089,4778160.33927863,NA,NA,NA,NA
1289.58874511719,0.71406329,8828652.50249896,8804076.92347042,8791620.70759796,8659051.12779689,8556085.45158279
1289.83715820312,1.33309,NA,NA,NA,1117360.54998645,NA
1289.91796875,0.68036794,12545626.8816978,12837396.8661857,12658806.1493086,13006490.096395,12474964.0061717
1290.25048828125,0.68036794,10853326.3391681,11659688.060444,10984995.6165431,11631718.9266245,11338607.3933976
1290.58404541016,0.68343859,9412586.65011132,9544858.42080968,9528399.48395259,9605302.95823334,9107212.70226573
1290.92211914062,0.68133514,9014558.65458807,9991675.93244645,9659418.67926208,9627940.08529313,9430276.56550473
1291.24523925781,0.68124996,5689465.91521738,5492706.36007763,5521614.12278445,5485281.01281078,5270011.23834278
1291.57342529297,0.67817948,4813784.08520235,4461001.86920976,4487692.05558054,4326331.31275551,4329852.92626874
1291.91528320312,0.68035371,NA,4667852.76339046,NA,5203644.73519748,4406303.89768721
1291.92303466797,0.68566965,4194231.54562473,NA,5383096.77057543,NA,NA
1292.23602294922,0.68254281,2844419.77108372,2678477.03651514,2743323.39505238,2926067.88760006,2700886.23535704
1292.42645263672,0.65173941,2576672.07585954,NA,2503455.92131161,2425355.99895108,2291223.033115
1292.43713378906,0.68474504,NA,2116868.64389453,NA,NA,NA
1292.56958007812,0.67904614,1969899.21348228,1775977.19625273,1840304.89371095,1670882.02141856,1976328.10367604
1292.92510986328,0.651932835,1686217.06508394,1694335.78203633,1975198.97999072,1031729.2736479,1573858.68077167
1293.22314453125,0.68035371,NA,1060661.94086483,NA,1040068.21495379,965909.883730037
1293.42590332032,0.647973075,NA,921862.205319765,NA,1000516.44809372,NA
1293.59191894531,0.72510649,1353702.00186761,NA,NA,NA,NA
1293.92712402344,0.72632789,4081966.9518497,4114465.30085183,3233066.48307956,1111002.23167017,NA
1294.25463867188,0.69008962,7087124.14701416,7248739.08952452,7038899.25184235,7187614.51187207,7050754.04292674
1294.587890625,0.68998919,9861532.20234952,9791880.08197887,10158837.0421711,9780986.97394858,10419102.7008408
1294.92224121094,0.68790128,12235503.5998387,11350267.1349396,12048494.658507,11479920.773416,11639168.7256225
1294.92858886719,1.3406461,NA,NA,441899.43548142,NA,NA
1295.25610351562,0.68912214,10251734.8331075,10637615.5470572,9881155.58851242,10195995.6079674,10387892.255685
1295.58532714844,0.68912214,8338498.20895838,8437646.21815908,8283524.02206737,8412640.37381306,7821583.92365679
1295.91638183594,0.66289163,6536812.32914216,7016881.55703151,6613937.38240139,6643509.45301875,6268722.41750766
1296.24633789062,0.68790128,5663610.2414531,5215503.63078333,4925200.54632987,5295500.95431395,4724583.25724697
1296.57604980469,0.68912214,4426247.53570833,4152036.99078475,3883819.84032415,4309188.30922869,4138187.05135639
1296.90563964844,0.68912214,3211699.78205256,3232932.57008125,3003269.8149944,3340509.54970985,3365358.42553958
1296.95721435547,0.74480344,2016301.90608017,NA,1750098.91266054,1884046.92363457,NA
1297.24035644531,0.68561211,2193879.24001022,2183958.71631572,2332395.45920144,2395728.44901607,2182408.32449478
1297.56866455078,0.67752613,NA,1510449.66945041,1772730.65907554,1457284.83725743,1484093.14391238
1297.57348632812,0.69008962,1535751.71808654,NA,NA,NA,NA
1297.94165039062,0.69436634,NA,NA,NA,3554813.68244288,NA
1297.94848632812,0.69617179,3894527.39348194,3681936.40900469,3508328.30640612,NA,3579143.67382351
1298.22290039062,0.68691994,NA,NA,NA,NA,943034.550610706
1298.59942626953,0.73815258,NA,NA,1435615.26952564,NA,NA
1298.93432617188,0.69945439,8342462.38265713,8572541.38177554,399942.2166244,8370749.14940705,8110921.73613844
1299.25964355469,0.69884384,7591288.82245368,8257774.60872886,7442416.38888736,8205493.45498375,8332571.7380041
1299.43341064453,0.66049361,2960285.88031386,2575172.13511541,NA,3446698.31029779,2702248.25801781
1299.45556640625,0.69875834,NA,NA,2777074.42576524,NA,NA
1299.59338378906,0.69884384,10495567.4301662,10936202.2903198,10648849.5003951,10420140.2286766,10556915.9196755
1299.92785644531,0.69884384,13475834.4754599,13322137.5146904,13230051.1928031,12837550.3413502,12901694.5609965
